Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000554,11.924522,[11 16] ; [ 7 62],[ 5.0625 21.9375] ; [12.9375 56.0625],1
p4,1,0.002057,9.498281,[16 13] ; [16 53],[ 9.46938776 19.53061224] ; [22.53061224 46.46938776],0
s2,1,0.005559,7.688024,[15 14] ; [16 53],[ 9.17346939 19.82653061] ; [21.82653061 47.17346939],0
s6,1,0.0077,7.101956,[17 12] ; [21 49],[11.13131313 17.86868687] ; [26.86868687 43.13131313],0
p7,1,0.008489,6.927299,[18 10] ; [23 43],[12.21276596 15.78723404] ; [28.78723404 37.21276596],0
p6,1,0.010792,6.499271,[10 18] ; [ 9 60],[ 5.48453608 22.51546392] ; [13.51546392 55.48453608],0
p2,1,0.017208,5.675059,[23  6] ; [37 32],[17.75510204 11.24489796] ; [42.24489796 26.75510204],0
n5,1,0.021298,5.302202,[ 7 22] ; [34 35],[12.13265306 16.86734694] ; [28.86734694 40.13265306],0
s3,1,0.024975,5.025614,[20  9] ; [30 38],[14.94845361 14.05154639] ; [35.05154639 32.94845361],0
p8,1,0.03218,4.58889,[13 16] ; [16 53],[ 8.58163265 20.41836735] ; [20.41836735 48.58163265],0
p1,1,0.033349,4.527786,[ 5 24] ; [ 3 66],[ 2.36734694 26.63265306] ; [ 5.63265306 63.36734694],0
s8,1,0.040793,4.184579,[11 18] ; [13 57],[ 7.03030303 21.96969697] ; [16.96969697 53.03030303],0
v1,1,0.051558,3.790043,[13 15] ; [18 51],[ 8.94845361 19.05154639] ; [22.05154639 46.94845361],0
s4,1,0.054121,3.708971,[ 9 20] ; [10 60],[ 5.56565657 23.43434343] ; [13.43434343 56.56565657],0
v4,1,0.084518,2.975806,[25  4] ; [48 21],[21.60204082  7.39795918] ; [51.39795918 17.60204082],0
r4,1,0.094353,2.798484,[21  8] ; [38 32],[17.28282828 11.71717172] ; [41.71717172 28.28282828],0
p9,1,0.109132,2.566745,[20  9] ; [36 34],[16.4040404 12.5959596] ; [39.5959596 30.4040404],0
