Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.014943,5.923125,[7 1] ; [1 4],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
p2,1,0.014943,5.923125,[7 1] ; [1 4],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
b2,1,0.078983,3.085714,[5 2] ; [1 4],[3.5 3.5] ; [2.5 2.5],0
b3,1,0.078983,3.085714,[5 2] ; [1 4],[3.5 3.5] ; [2.5 2.5],0
s7,1,0.078983,3.085714,[5 2] ; [1 4],[3.5 3.5] ; [2.5 2.5],0
p4,1,0.134802,2.23631,[5 3] ; [1 4],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
p11,1,0.206969,1.5925,[6 2] ; [2 3],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
s3,1,0.206969,1.5925,[6 2] ; [2 3],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
n6,1,0.206969,1.5925,[6 2] ; [2 3],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
n4,1,0.206969,1.5925,[6 2] ; [2 3],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
b4,1,0.252244,1.310833,[7 1] ; [3 2],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
a3,1,0.252244,1.310833,[7 1] ; [3 2],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
a5,1,0.252244,1.310833,[7 1] ; [3 2],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
r3,1,0.252244,1.310833,[7 1] ; [3 2],[6.15384615 1.84615385] ; [3.84615385 1.15384615],0
r4,1,0.279401,1.17,[4 4] ; [1 4],[3.07692308 4.92307692] ; [1.92307692 3.07692308],0
v2,1,0.428537,0.626786,[5 3] ; [2 3],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
r2,1,0.505985,0.442361,[5 3] ; [4 1],[5.53846154 2.46153846] ; [3.46153846 1.53846154],0
r1,1,0.505985,0.442361,[5 3] ; [4 1],[5.53846154 2.46153846] ; [3.46153846 1.53846154],0
a4,1,0.568618,0.325,[2 6] ; [2 3],[2.46153846 5.53846154] ; [1.53846154 3.46153846],0
b5,1,0.568618,0.325,[2 6] ; [2 3],[2.46153846 5.53846154] ; [1.53846154 3.46153846],0
n1,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
n2,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
d5,1,0.715388,0.132955,[7 1] ; [4 1],[6.76923077 1.23076923] ; [4.23076923 0.76923077],0
d2,1,0.715388,0.132955,[7 1] ; [4 1],[6.76923077 1.23076923] ; [4.23076923 0.76923077],0
a8,1,0.715388,0.132955,[1 7] ; [1 4],[1.23076923 6.76923077] ; [0.76923077 4.23076923],0
d3,1,0.724939,0.12381,[4 4] ; [3 2],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
a7,1,0.724939,0.12381,[4 4] ; [3 2],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
a6,1,0.724939,0.12381,[4 4] ; [3 2],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
v1,1,0.835099,0.043333,[2 6] ; [1 4],[1.84615385 6.15384615] ; [1.15384615 3.84615385],0
p1,1,0.835099,0.043333,[2 6] ; [1 4],[1.84615385 6.15384615] ; [1.15384615 3.84615385],0
n5,1,0.928177,0.008125,[5 3] ; [3 2],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
d1,1,0.928177,0.008125,[5 3] ; [3 2],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
b1,1,0.928177,0.008125,[5 3] ; [3 2],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
