Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001205,10.48255,[8 1] ; [ 7 19],[3.85714286 5.14285714] ; [11.14285714 14.85714286],0
s8,1,0.001426,10.171482,[7 2] ; [ 5 21],[3.08571429 5.91428571] ; [ 8.91428571 17.08571429],0
s5,1,0.004874,7.925725,[7 3] ; [ 5 20],[3.42857143 6.57142857] ; [ 8.57142857 16.42857143],0
r1,1,0.007755,7.089231,[8 2] ; [ 8 18],[4.44444444 5.55555556] ; [11.55555556 14.44444444],0
p3,1,0.014561,5.96885,[8 2] ; [ 9 17],[4.72222222 5.27777778] ; [12.27777778 13.72222222],0
s2,1,0.017564,5.639161,[7 3] ; [ 7 19],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
s3,1,0.021947,5.25,[7 3] ; [ 7 18],[4. 6.] ; [10. 15.],0
p8,1,0.02507,5.019048,[7 2] ; [ 9 17],[4.11428571 4.88571429] ; [11.88571429 14.11428571],0
v2,1,0.037608,4.32265,[5 4] ; [ 5 21],[2.57142857 6.42857143] ; [ 7.42857143 18.57142857],0
a6,1,0.055656,3.662308,[7 3] ; [ 9 17],[4.44444444 5.55555556] ; [11.55555556 14.44444444],0
a7,1,0.055656,3.662308,[7 3] ; [ 9 17],[4.44444444 5.55555556] ; [11.55555556 14.44444444],0
d1,1,0.06487,3.408284,[5 5] ; [ 5 21],[2.77777778 7.22222222] ; [ 7.22222222 18.77777778],0
a5,1,0.067174,3.350769,[8 2] ; [12 14],[5.55555556 4.44444444] ; [14.44444444 11.55555556],0
d2,1,0.107093,2.596603,[6 4] ; [ 8 18],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
p12,1,0.11625,2.467133,[2 8] ; [ 1 25],[0.83333333 9.16666667] ; [ 2.16666667 23.83333333],0
v3,1,0.134842,2.235853,[3 6] ; [ 3 23],[1.54285714 7.45714286] ; [ 4.45714286 21.54285714],0
n1,1,0.163187,1.944444,[4 2] ; [ 5 10],[2.57142857 3.42857143] ; [6.42857143 8.57142857],0
b5,1,0.211986,1.557808,[8 2] ; [15 11],[6.38888889 3.61111111] ; [16.61111111  9.38888889],0
p9,1,0.244834,1.352546,[8 1] ; [18  8],[6.68571429 2.31428571] ; [19.31428571  6.68571429],0
d4,1,0.279401,1.17,[7 3] ; [13 13],[5.55555556 4.44444444] ; [14.44444444 11.55555556],0
a3,1,0.279401,1.17,[7 3] ; [13 13],[5.55555556 4.44444444] ; [14.44444444 11.55555556],0
p1,1,0.292584,1.107692,[2 8] ; [ 2 24],[1.11111111 8.88888889] ; [ 2.88888889 23.11111111],0
n2,1,0.305507,1.05,[5 1] ; [9 6],[4. 2.] ; [10.  5.],0
s7,1,0.349963,0.87359,[5 4] ; [ 9 15],[3.81818182 5.18181818] ; [10.18181818 13.81818182],0
p4,1,0.378556,0.775385,[7 3] ; [14 12],[5.83333333 4.16666667] ; [15.16666667 10.83333333],0
b4,1,0.378556,0.775385,[7 3] ; [14 12],[5.83333333 4.16666667] ; [15.16666667 10.83333333],0
p10,1,0.393841,0.727049,[8 2] ; [17  9],[6.94444444 3.05555556] ; [18.05555556  7.94444444],0
a4,1,0.393841,0.727049,[2 8] ; [ 9 17],[3.05555556 6.94444444] ; [ 7.94444444 18.05555556],0
p11,1,0.497465,0.46034,[7 3] ; [15 11],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
p5,1,0.510835,0.432357,[2 8] ; [ 3 23],[1.38888889 8.61111111] ; [ 3.61111111 22.38888889],0
s4,1,0.51818,0.417515,[2 8] ; [ 8 18],[2.77777778 7.22222222] ; [ 7.22222222 18.77777778],0
n3,1,0.576999,0.311111,[4 2] ; [8 7],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
d5,1,0.590359,0.289783,[6 4] ; [13 13],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
b2,1,0.590726,0.289211,[3 5] ; [ 4 11],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
b3,1,0.590726,0.289211,[3 5] ; [ 4 11],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
p6,1,0.598725,0.276923,[4 6] ; [ 8 18],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
u3,1,0.686591,0.1628,[1 2] ; [6 7],[1.3125 1.6875] ; [5.6875 7.3125],0
u2,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
p7,1,0.74753,0.103618,[5 5] ; [14 11],[5.42857143 4.57142857] ; [13.57142857 11.42857143],0
a2,1,0.822456,0.05035,[1 9] ; [ 2 24],[0.83333333 9.16666667] ; [ 2.16666667 23.83333333],0
u1,1,0.822456,0.05035,[1 9] ; [ 2 24],[0.83333333 9.16666667] ; [ 2.16666667 23.83333333],0
d3,1,0.835975,0.042867,[5 5] ; [14 12],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
v1,1,0.932412,0.007193,[4 6] ; [10 16],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
b1,1,0.932412,0.007193,[6 4] ; [16 10],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
