Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002754,8.96369,[11  1] ; [3 7],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
d2,1,0.006432,7.425103,[9 3] ; [2 9],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
p11,1,0.006432,7.425103,[9 3] ; [2 9],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
s6,1,0.010198,6.6,[8 3] ; [2 9],[5. 6.] ; [5. 6.],0
s3,1,0.022097,5.238095,[6 5] ; [ 1 10],[3.5 7.5] ; [3.5 7.5],0
d1,1,0.033179,4.536526,[6 6] ; [ 1 10],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
p4,1,0.058856,3.56933,[8 4] ; [3 8],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
a2,1,0.075529,3.158571,[5 7] ; [ 1 10],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
n6,1,0.096401,2.764103,[9 3] ; [4 6],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
a4,1,0.133348,2.253089,[7 5] ; [3 8],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
n4,1,0.133918,2.246483,[10  2] ; [6 5],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
d5,1,0.146976,2.103355,[9 3] ; [5 6],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
a3,1,0.159128,1.982492,[8 4] ; [10  1],[9.39130435 2.60869565] ; [8.60869565 2.39130435],0
b2,1,0.211088,1.563946,[ 2 10] ; [3 4],[3.15789474 8.84210526] ; [1.84210526 5.15789474],0
b3,1,0.211088,1.563946,[ 2 10] ; [3 4],[3.15789474 8.84210526] ; [1.84210526 5.15789474],0
r4,1,0.221433,1.495062,[5 7] ; [2 9],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
s1,1,0.231289,1.432915,[ 1 11] ; [3 8],[2.08695652 9.91304348] ; [1.91304348 9.08695652],0
b1,1,0.264589,1.244589,[6 6] ; [8 3],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
p7,1,0.292053,1.110135,[7 5] ; [4 7],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
d4,1,0.303552,1.058523,[9 3] ; [6 5],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
p2,1,0.303552,1.058523,[9 3] ; [6 5],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
n5,1,0.303552,1.058523,[9 3] ; [6 5],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
b4,1,0.305319,1.050816,[8 4] ; [5 6],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
b5,1,0.305319,1.050816,[8 4] ; [5 6],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
p9,1,0.375399,0.785714,[8 3] ; [6 5],[7. 4.] ; [7. 4.],0
s2,1,0.375399,0.785714,[5 6] ; [3 8],[4. 7.] ; [4. 7.],0
p8,1,0.469064,0.524179,[5 7] ; [3 8],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
r2,1,0.509903,0.434266,[6 6] ; [7 4],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
p3,1,0.509903,0.434266,[6 6] ; [4 7],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
s5,1,0.534428,0.385965,[2 9] ; [ 1 10],[1.5 9.5] ; [1.5 9.5],0
a6,1,0.536809,0.381485,[7 5] ; [5 6],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
r1,1,0.536809,0.381485,[7 5] ; [5 6],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
a7,1,0.536809,0.381485,[7 5] ; [5 6],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
s4,1,0.537892,0.379461,[ 2 10] ; [3 8],[2.60869565 9.39130435] ; [2.39130435 8.60869565],0
a5,1,0.55409,0.350041,[9 3] ; [7 4],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
n1,1,0.659243,0.194444,[1 2] ; [2 2],[1.28571429 1.71428571] ; [1.71428571 2.28571429],0
p10,1,0.664558,0.188034,[7 4] ; [6 5],[6.5 4.5] ; [6.5 4.5],0
v3,1,0.794625,0.067761,[5 7] ; [4 7],[4.69565217 7.30434783] ; [4.30434783 6.69565217],0
s7,1,0.800838,0.063636,[5 6] ; [4 6],[4.71428571 6.28571429] ; [4.28571429 5.71428571],0
d3,1,0.827435,0.047521,[6 6] ; [6 5],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
a8,1,1.0,0.0,[ 1 10] ; [ 1 10],[ 1. 10.] ; [ 1. 10.],0
