Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.027542,[86 11] ; [ 8 25],[70.13846154 26.86153846] ; [23.86153846  9.13846154],1
p2,1,7.6e-05,15.644407,[87  9] ; [20 13],[79.62790698 16.37209302] ; [27.37209302  5.62790698],1
p11,1,0.00068,11.544246,[77 20] ; [16 17],[69.39230769 27.60769231] ; [23.60769231  9.39230769],1
a7,1,0.001133,10.597064,[73 23] ; [15 18],[65.48837209 30.51162791] ; [22.51162791 10.48837209],0
d3,1,0.001742,9.803514,[69 26] ; [14 19],[61.6015625 33.3984375] ; [21.3984375 11.6015625],0
a5,1,0.004427,8.09972,[68 29] ; [14 19],[61.18461538 35.81538462] ; [20.81538462 12.18461538],0
s6,1,0.006539,7.395556,[65 31] ; [13 19],[58.5 37.5] ; [19.5 12.5],0
r1,1,0.007306,7.196114,[74 23] ; [17 16],[67.9 29.1] ; [23.1  9.9],0
n6,1,0.007906,7.054705,[70 25] ; [16 17],[63.828125 31.171875] ; [22.171875 10.828125],0
r4,1,0.010799,6.498033,[84 13] ; [22 11],[79.09230769 17.90769231] ; [26.90769231  6.09230769],0
s8,1,0.010976,6.469124,[39 58] ; [ 5 27],[33.08527132 63.91472868] ; [10.91472868 21.08527132],0
v2,1,0.015828,5.821925,[51 40] ; [10 22],[45.1300813 45.8699187] ; [15.8699187 16.1300813],0
d5,1,0.020139,5.39982,[68 28] ; [16 17],[62.51162791 33.48837209] ; [21.48837209 11.51162791],0
s1,1,0.02056,5.363726,[ 1 96] ; [ 3 30],[ 2.98461538 94.01538462] ; [ 1.01538462 31.98461538],0
d1,1,0.025311,5.002459,[45 52] ; [ 8 25],[39.54615385 57.45384615] ; [13.45384615 19.54615385],0
v3,1,0.027883,4.835266,[29 62] ; [ 4 29],[24.21774194 66.78225806] ; [ 8.78225806 24.21774194],0
s7,1,0.034862,4.451923,[39 52] ; [ 7 25],[34.03252033 56.96747967] ; [11.96747967 20.03252033],0
a2,1,0.047511,3.927217,[16 81] ; [ 1 32],[12.68461538 84.31538462] ; [ 4.31538462 28.68461538],0
b1,1,0.051511,3.791567,[37 60] ; [19 14],[41.78461538 55.21538462] ; [14.21538462 18.78461538],0
d4,1,0.055192,3.676282,[77 20] ; [20 12],[72.9379845 24.0620155] ; [24.0620155  7.9379845],0
v4,1,0.057233,3.615819,[91  5] ; [27  5],[88.5  7.5] ; [29.5  2.5],0
s5,1,0.062387,3.472759,[32 63] ; [ 5 26],[27.8968254 67.1031746] ; [ 9.1031746 21.8968254],0
b2,1,0.071021,3.259259,[16 32] ; [ 2 16],[13.09090909 34.90909091] ; [ 4.90909091 13.09090909],0
b3,1,0.071021,3.259259,[16 32] ; [ 2 16],[13.09090909 34.90909091] ; [ 4.90909091 13.09090909],0
u1,1,0.096864,2.756435,[13 84] ; [ 1 32],[10.44615385 86.55384615] ; [ 3.55384615 29.44615385],0
p3,1,0.107428,2.591654,[51 46] ; [12 21],[47.00769231 49.99230769] ; [15.99230769 17.00769231],0
r3,1,0.109909,2.555535,[91  6] ; [28  5],[88.79230769  8.20769231] ; [30.20769231  2.79230769],0
a3,1,0.12033,2.413019,[64 32] ; [17 16],[60.27906977 35.72093023] ; [20.72093023 12.27906977],0
p4,1,0.14587,2.114915,[61 36] ; [16 17],[57.45384615 39.54615385] ; [19.54615385 13.45384615],0
n5,1,0.171023,1.873954,[39 57] ; [ 9 24],[35.72093023 60.27906977] ; [12.27906977 20.72093023],0
a4,1,0.177099,1.821801,[36 61] ; [ 8 25],[32.83076923 64.16923077] ; [11.16923077 21.83076923],0
a6,1,0.178179,1.81275,[60 37] ; [16 17],[56.70769231 40.29230769] ; [19.29230769 13.70769231],0
v1,1,0.198156,1.655914,[43 50] ; [11 22],[39.85714286 53.14285714] ; [14.14285714 18.85714286],0
n1,1,0.21706,1.523701,[ 5 23] ; [4 7],[ 6.46153846 21.53846154] ; [2.53846154 8.46153846],0
r2,1,0.243029,1.362939,[86 10] ; [27  6],[84.09302326 11.90697674] ; [28.90697674  4.09302326],0
s2,1,0.269612,1.218719,[46 51] ; [12 21],[43.27692308 53.72307692] ; [14.72307692 18.27692308],0
u3,1,0.358196,0.844208,[15 16] ; [10  6],[16.4893617 14.5106383] ; [8.5106383 7.4893617],0
a8,1,0.389097,0.741762,[ 5 86] ; [ 3 27],[ 6.01652893 84.98347107] ; [ 1.98347107 28.01652893],0
n3,1,0.413783,0.667904,[24  4] ; [9 3],[23.1  4.9] ; [9.9 2.1],0
d2,1,0.448405,0.574681,[34 63] ; [14 19],[35.81538462 61.18461538] ; [12.18461538 20.81538462],0
b4,1,0.534137,0.386515,[56 41] ; [17 16],[54.46923077 42.53076923] ; [18.53076923 14.46923077],0
b5,1,0.588035,0.293424,[61 36] ; [19 14],[59.69230769 37.30769231] ; [20.30769231 12.69230769],0
p6,1,0.62414,0.240092,[34 61] ; [13 19],[35.15748031 59.84251969] ; [11.84251969 20.15748031],0
u2,1,0.676381,0.174229,[20 12] ; [9 7],[19.33333333 12.66666667] ; [9.66666667 6.33333333],0
s3,1,0.759385,0.093813,[49 46] ; [16 17],[48.2421875 46.7578125] ; [16.7578125 16.2421875],0
n2,1,0.81668,0.053739,[20  8] ; [9 3],[20.3  7.7] ; [8.7 3.3],0
s4,1,0.861445,0.030462,[25 72] ; [ 8 25],[24.62307692 72.37692308] ; [ 8.37692308 24.62307692],0
p8,1,0.951335,0.003725,[57 40] ; [19 13],[57.14728682 39.85271318] ; [18.85271318 13.14728682],0
