Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,35.356982,[78 45] ; [32 92],[54.77732794 68.22267206] ; [55.22267206 68.77732794],1
p3,1,0.0,31.911718,[80 44] ; [36 89],[57.76706827 66.23293173] ; [58.23293173 66.76706827],1
p6,1,2e-06,23.00698,[60 61] ; [25 98],[42.15163934 78.84836066] ; [42.84836066 80.15163934],1
p5,1,3.1e-05,17.376327,[ 23 100] ; [  3 121],[ 12.94736842 110.05263158] ; [ 13.05263158 110.94736842],1
p7,1,5.2e-05,16.389207,[88 34] ; [58 66],[72.40650407 49.59349593] ; [73.59349593 50.40650407],1
s6,1,0.0001,15.1424,[90 30] ; [62 60],[75.37190083 44.62809917] ; [76.62809917 45.37190083],1
p9,1,0.000232,13.554139,[108  16] ; [83 40],[95.88663968 28.11336032] ; [95.11336032 27.88663968],1
s8,1,0.000295,13.103018,[71 53] ; [43 82],[56.77108434 67.22891566] ; [57.22891566 67.77108434],1
s7,1,0.0003,13.070297,[75 45] ; [47 73],[61. 59.] ; [61. 59.],1
d3,1,0.0015,10.078542,[66 58] ; [42 84],[53.568 70.432] ; [54.432 71.568],0
d5,1,0.001516,10.05864,[101  22] ; [81 45],[89.90361446 33.09638554] ; [92.09638554 33.90361446],0
p10,1,0.00197,9.577443,[100  23] ; [79 45],[89.13765182 33.86234818] ; [89.86234818 34.13765182],0
p2,1,0.002301,9.292742,[100  22] ; [81 44],[89.40080972 32.59919028] ; [91.59919028 33.40080972],0
s5,1,0.007724,7.096313,[54 62] ; [36 85],[44.05063291 71.94936709] ; [45.94936709 75.05063291],0
d1,1,0.007967,7.040948,[69 55] ; [49 77],[58.528 65.472] ; [59.472 66.528],0
n5,1,0.009284,6.767354,[102  22] ; [85 40],[93.12449799 30.87550201] ; [93.87550201 31.12449799],0
r3,1,0.022791,5.184332,[117   7] ; [108  18],[111.6  12.4] ; [113.4  12.6],0
s2,1,0.030583,4.676192,[67 57] ; [50 74],[58.5 65.5] ; [58.5 65.5],0
b5,1,0.041292,4.163977,[49 75] ; [66 60],[57.04 66.96] ; [57.96 68.04],0
r4,1,0.056584,3.634785,[111  13] ; [102  24],[105.648  18.352] ; [107.352  18.648],0
u2,1,0.059076,3.563126,[20 14] ; [16 27],[15.8961039 18.1038961] ; [20.1038961 22.8961039],0
n4,1,0.060177,3.53249,[100  24] ; [88 37],[93.62248996 30.37751004] ; [94.37751004 30.62248996],0
v3,1,0.060752,3.516746,[51 69] ; [37 83],[44. 76.] ; [44. 76.],0
v4,1,0.062088,3.480702,[118   6] ; [110  14],[114.  10.] ; [114.  10.],0
a6,1,0.091085,2.855099,[45 79] ; [59 67],[51.584 72.416] ; [52.416 73.584],0
u4,1,0.094359,2.798387,[  5 119] ; [  1 125],[  2.976 121.024] ; [  3.024 122.976],0
d2,1,0.16229,1.952756,[66 58] ; [55 69],[60.5 63.5] ; [60.5 63.5],0
n6,1,0.167243,1.907482,[103  21] ; [95 30],[98.60240964 25.39759036] ; [99.39759036 25.60240964],0
v2,1,0.17478,1.841461,[61 58] ; [51 69],[55.76569038 63.23430962] ; [56.23430962 63.76569038],0
s3,1,0.193695,1.68929,[75 48] ; [66 59],[69.93145161 53.06854839] ; [71.06854839 53.93145161],0
a4,1,0.206317,1.597085,[61 62] ; [52 73],[56.04435484 66.95564516] ; [56.95564516 68.04435484],0
p1,1,0.211939,1.558132,[ 12 111] ; [  7 119],[  9.38554217 113.61445783] ; [  9.61445783 116.38554217],0
a8,1,0.221006,1.497828,[ 16 104] ; [ 10 109],[ 13.05439331 106.94560669] ; [ 12.94560669 106.05439331],0
a1,1,0.221704,1.49331,[  6 118] ; [ 11 115],[  8.432 115.568] ; [  8.568 117.432],0
d4,1,0.226352,1.46364,[94 29] ; [87 38],[89.77016129 33.22983871] ; [91.22983871 33.77016129],0
p11,1,0.265429,1.24022,[98 26] ; [92 34],[94.24 29.76] ; [95.76 30.24],0
a5,1,0.318322,0.995828,[88 36] ; [82 44],[84.32 39.68] ; [85.68 40.32],0
a3,1,0.358921,0.841663,[89 35] ; [83 42],[85.65461847 38.34538153] ; [86.34538153 38.65461847],0
v1,1,0.366553,0.815318,[65 55] ; [60 64],[61.47540984 58.52459016] ; [63.52459016 60.47540984],0
b1,1,0.379597,0.772006,[61 63] ; [55 71],[57.536 66.464] ; [58.464 67.536],0
u1,1,0.44308,0.588293,[  6 118] ; [  9 117],[  7.44 116.56] ; [  7.56 118.44],0
n1,1,0.522186,0.409574,[15 15] ; [20 27],[13.63636364 16.36363636] ; [21.36363636 25.63636364],0
n3,1,0.539615,0.376254,[22  8] ; [30 15],[20.8  9.2] ; [31.2 13.8],0
b4,1,0.693004,0.155853,[70 54] ; [68 58],[68.448 55.552] ; [69.552 56.448],0
u3,1,0.699194,0.149312,[17 18] ; [19 24],[16.15384615 18.84615385] ; [19.84615385 23.15384615],0
r1,1,0.724948,0.123801,[92 32] ; [91 35],[90.768 33.232] ; [92.232 33.768],0
n2,1,0.733053,0.116327,[22  9] ; [35 12],[22.65384615  8.34615385] ; [34.34615385 12.65384615],0
b2,1,0.782015,0.076559,[38 44] ; [34 43],[37.13207547 44.86792453] ; [34.86792453 42.13207547],0
b3,1,0.782015,0.076559,[38 44] ; [34 43],[37.13207547 44.86792453] ; [34.86792453 42.13207547],0
a2,1,0.858279,0.031886,[ 11 113] ; [ 12 114],[ 11.408 112.592] ; [ 11.592 114.408],0
s1,1,0.968721,0.001538,[  5 117] ; [  5 120],[  4.93927126 117.06072874] ; [  5.06072874 119.93927126],0
s4,1,0.975934,0.00091,[ 23 101] ; [ 23 102],[ 22.90763052 101.09236948] ; [ 23.09236948 101.90763052],0
p12,1,1.0,0.0,[  7 116] ; [  7 116],[  7. 116.] ; [  7. 116.],0
