Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.658455,[204  21] ; [2 9],[196.39830508  28.60169492] ; [9.60169492 1.39830508],1
r2,1,4e-06,21.207498,[206  14] ; [6 5],[201.9047619  18.0952381] ; [10.0952381  0.9047619],1
r1,1,1.2e-05,19.178305,[182  40] ; [3 8],[176.26609442  45.73390558] ; [8.73390558 2.26609442],1
v4,1,0.000315,12.979374,[213   8] ; [8 3],[210.52155172  10.47844828] ; [10.47844828  0.52155172],1
d4,1,0.000575,11.855734,[179  44] ; [4 7],[174.3974359  48.6025641] ; [8.6025641 2.3974359],1
a6,1,0.002653,9.032202,[142  82] ; [2 9],[137.25957447  86.74042553] ; [6.74042553 4.25957447],0
n6,1,0.002859,8.895191,[183  40] ; [5 6],[179.16239316  43.83760684] ; [8.83760684 2.16239316],0
a7,1,0.002937,8.846079,[157  67] ; [3 8],[152.5106383  71.4893617] ; [7.4893617 3.5106383],0
d3,1,0.003196,8.692066,[155  67] ; [3 8],[150.54077253  71.45922747] ; [7.45922747 3.54077253],0
d1,1,0.00378,8.386531,[121 104] ; [ 1 10],[116.31355932 108.68644068] ; [5.68644068 5.31355932],0
p9,1,0.004191,8.199216,[181  42] ; [5 6],[177.25641026  45.74358974] ; [8.74358974 2.25641026],0
d5,1,0.011164,6.439054,[175  48] ; [5 6],[171.53846154  51.46153846] ; [8.46153846 2.53846154],0
s8,1,0.026364,4.931999,[ 96 128] ; [ 1 10],[ 92.45957447 131.54042553] ; [4.54042553 6.45957447],0
s6,1,0.041859,4.140889,[146  74] ; [4 7],[142.85714286  77.14285714] ; [7.14285714 3.85714286],0
n4,1,0.050112,3.837719,[163  61] ; [5 6],[160.13617021  63.86382979] ; [7.86382979 3.13617021],0
b1,1,0.069233,3.301107,[ 82 143] ; [7 4],[ 84.85169492 140.14830508] ; [4.14830508 6.85169492],0
v2,1,0.095504,2.77907,[114 101] ; [3 8],[111.30530973 103.69469027] ; [5.69469027 5.30530973],0
b5,1,0.098582,2.728334,[138  87] ; [4 7],[135.38135593  89.61864407] ; [6.61864407 4.38135593],0
v3,1,0.117162,2.454852,[ 68 149] ; [ 1 10],[ 65.67105263 151.32894737] ; [3.32894737 7.67105263],0
s2,1,0.119091,2.42923,[115 109] ; [3 8],[112.47659574 111.52340426] ; [5.52340426 5.47659574],0
n1,1,0.119964,2.417793,[17 43] ; [4 3],[18.80597015 41.19402985] ; [2.19402985 4.80597015],0
s3,1,0.153576,2.036364,[128  92] ; [4 7],[125.71428571  94.28571429] ; [6.28571429 4.71428571],0
s7,1,0.209637,1.573932,[ 94 123] ; [2 7],[ 92.17699115 124.82300885] ; [3.82300885 5.17699115],0
n2,1,0.237942,1.392748,[48 14] ; [4 3],[46.72463768 15.27536232] ; [5.27536232 1.72463768],0
p10,1,0.247828,1.335508,[175  48] ; [7 4],[173.44444444  49.55555556] ; [8.55555556 2.44444444],0
p11,1,0.257672,1.281222,[176  49] ; [7 4],[174.47033898  50.52966102] ; [8.52966102 2.47033898],0
a1,1,0.349297,0.876011,[  8 217] ; [ 1 10],[  8.58050847 216.41949153] ; [ 0.41949153 10.58050847],0
p4,1,0.377138,0.780011,[112 112] ; [7 4],[113.42978723 110.57021277] ; [5.57021277 5.42978723],0
v1,1,0.418377,0.654868,[107 112] ; [4 7],[105.69130435 113.30869565] ; [5.30869565 5.69130435],0
s1,1,0.426485,0.632376,[  9 211] ; [ 1 10],[  9.52380952 210.47619048] ; [ 0.47619048 10.52380952],0
a5,1,0.444917,0.583568,[148  77] ; [6 5],[146.8220339  78.1779661] ; [7.1779661 3.8220339],0
b4,1,0.559235,0.341031,[123 102] ; [7 4],[123.94067797 101.05932203] ; [6.05932203 4.94067797],0
p6,1,0.560749,0.338408,[ 82 141] ; [5 6],[ 82.91025641 140.08974359] ; [4.08974359 6.91025641],0
p5,1,0.584077,0.29969,[ 13 211] ; [1 9],[ 13.4017094 210.5982906] ; [0.5982906 9.4017094],0
p2,1,0.616396,0.250966,[195  29] ; [9 2],[194.45106383  29.54893617] ; [9.54893617 1.45106383],0
b2,1,0.654541,0.200223,[39 91] ; [3 5],[39.56521739 90.43478261] ; [2.43478261 5.56521739],0
b3,1,0.654541,0.200223,[39 91] ; [3 5],[39.56521739 90.43478261] ; [2.43478261 5.56521739],0
a4,1,0.660753,0.19261,[ 87 137] ; [5 6],[ 87.69361702 136.30638298] ; [4.30638298 6.69361702],0
d2,1,0.670638,0.180856,[ 96 128] ; [4 7],[ 95.31914894 128.68085106] ; [4.68085106 6.31914894],0
a3,1,0.721469,0.12709,[154  70] ; [7 4],[153.46382979  70.53617021] ; [7.53617021 3.46382979],0
n3,1,0.721837,0.126739,[48 14] ; [5 2],[47.62318841 14.37681159] ; [5.37681159 1.62318841],0
s4,1,0.763754,0.090333,[ 33 189] ; [2 9],[ 33.34763948 188.65236052] ; [1.65236052 9.34763948],0
s5,1,0.789612,0.07119,[ 69 153] ; [3 8],[ 68.60085837 153.39914163] ; [3.39914163 7.60085837],0
u3,1,0.798282,0.065317,[30 39] ; [2 2],[30.24657534 38.75342466] ; [1.75342466 2.24657534],0
p8,1,0.801372,0.063289,[120 102] ; [5 5],[119.61206897 102.38793103] ; [5.38793103 4.61206897],0
n5,1,0.951035,0.003771,[161  63] ; [8 3],[161.0893617  62.9106383] ; [7.9106383 3.0893617],0
