Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000844,11.141403,[5 8] ; [45  9],[9.70149254 3.29850746] ; [40.29850746 13.70149254],1
s6,1,0.020596,5.360684,[4 8] ; [36 16],[7.5 4.5] ; [32.5 19.5],0
v1,1,0.020619,5.358672,[ 2 11] ; [27 26],[5.71212121 7.28787879] ; [23.28787879 29.71212121],0
s4,1,0.022035,5.243047,[6 7] ; [ 9 45],[ 2.91044776 10.08955224] ; [12.08955224 41.91044776],0
p8,1,0.025459,4.992417,[4 9] ; [35 19],[7.56716418 5.43283582] ; [31.43283582 22.56716418],0
p4,1,0.035207,4.43509,[6 7] ; [41 13],[9.11940299 3.88059701] ; [37.88059701 16.11940299],0
b1,1,0.064378,3.420846,[9 4] ; [22 32],[6.01492537 6.98507463] ; [24.98507463 29.01492537],0
b5,1,0.068608,3.316005,[11  2] ; [31 23],[8.14925373 4.85074627] ; [33.85074627 20.14925373],0
n6,1,0.082699,3.011041,[8 5] ; [45  9],[10.28358209  2.71641791] ; [42.71641791 11.28358209],0
v3,1,0.085686,2.953616,[ 2 10] ; [23 30],[4.61538462 7.38461538] ; [20.38461538 32.61538462],0
v4,1,0.097277,2.749627,[10  3] ; [50  4],[11.64179104  1.35820896] ; [48.35820896  5.64179104],0
s8,1,0.108537,2.575392,[4 9] ; [30 24],[6.59701493 6.40298507] ; [27.40298507 26.59701493],0
n5,1,0.122782,2.381474,[7 6] ; [40 13],[9.25757576 3.74242424] ; [37.74242424 15.25757576],0
p10,1,0.18188,1.782192,[8 5] ; [42 11],[9.84848485 3.15151515] ; [40.15151515 12.84848485],0
b4,1,0.215145,1.536466,[6 7] ; [35 19],[7.95522388 5.04477612] ; [33.04477612 20.95522388],0
u1,1,0.22601,1.465798,[ 2 11] ; [ 3 51],[ 0.97014925 12.02985075] ; [ 4.02985075 49.97014925],0
n4,1,0.254719,1.297234,[7 6] ; [38 16],[8.73134328 4.26865672] ; [36.26865672 17.73134328],0
a3,1,0.267312,1.23049,[6 7] ; [34 20],[7.76119403 5.23880597] ; [32.23880597 21.76119403],0
a2,1,0.365832,0.817773,[ 2 11] ; [ 4 50],[ 1.1641791 11.8358209] ; [ 4.8358209 49.1641791],0
d1,1,0.385963,0.751624,[5 8] ; [28 26],[6.40298507 6.59701493] ; [26.59701493 27.40298507],0
a5,1,0.391897,0.733047,[6 7] ; [32 22],[7.37313433 5.62686567] ; [30.62686567 23.37313433],0
a6,1,0.435242,0.608794,[9 4] ; [31 23],[7.76119403 5.23880597] ; [32.23880597 21.76119403],0
n2,1,0.438578,0.6,[2 2] ; [14  6],[2.66666667 1.33333333] ; [13.33333333  6.66666667],0
v2,1,0.488685,0.479421,[6 7] ; [29 22],[7.109375 5.890625] ; [27.890625 23.109375],0
r4,1,0.537715,0.37979,[8 5] ; [38 16],[8.92537313 4.07462687] ; [37.07462687 16.92537313],0
d2,1,0.544795,0.366725,[6 7] ; [20 34],[5.04477612 7.95522388] ; [20.95522388 33.04477612],0
p2,1,0.588411,0.292832,[10  3] ; [45  9],[10.67164179  2.32835821] ; [44.32835821  9.67164179],0
p9,1,0.588411,0.292832,[10  3] ; [45  9],[10.67164179  2.32835821] ; [44.32835821  9.67164179],0
u2,1,0.589951,0.29042,[5 2] ; [12  8],[4.40740741 2.59259259] ; [12.59259259  7.40740741],0
r2,1,0.642579,0.215385,[11  1] ; [46  7],[10.52307692  1.47692308] ; [46.47692308  6.52307692],0
u3,1,0.658387,0.195489,[3 4] ; [10  9],[3.5 3.5] ; [9.5 9.5],0
r3,1,0.669672,0.181986,[11  2] ; [48  6],[11.44776119  1.55223881] ; [47.55223881  6.44776119],0
a4,1,0.672195,0.179045,[4 9] ; [20 34],[4.65671642 8.34328358] ; [19.34328358 34.65671642],0
a8,1,0.74847,0.102821,[ 1 11] ; [ 6 46],[ 1.3125 10.6875] ; [ 5.6875 46.3125],0
a7,1,0.764902,0.089431,[7 5] ; [34 20],[7.45454545 4.54545455] ; [33.54545455 20.45454545],0
s3,1,0.803344,0.062012,[6 7] ; [27 27],[6.40298507 6.59701493] ; [26.59701493 27.40298507],0
p3,1,0.816027,0.05413,[7 6] ; [31 23],[7.37313433 5.62686567] ; [30.62686567 23.37313433],0
p1,1,0.818193,0.05284,[ 2 11] ; [ 7 47],[ 1.74626866 11.25373134] ; [ 7.25373134 46.74626866],0
d5,1,0.835467,0.043137,[9 3] ; [42 12],[9.27272727 2.72727273] ; [41.72727273 12.27272727],0
d3,1,0.875315,0.024621,[7 4] ; [33 21],[6.76923077 4.23076923] ; [33.23076923 20.76923077],0
p7,1,0.891541,0.018593,[9 4] ; [37 15],[9.2 3.8] ; [36.8 15.2],0
s2,1,0.89717,0.016702,[7 6] ; [28 26],[6.79104478 6.20895522] ; [28.20895522 25.79104478],0
s5,1,0.905475,0.014101,[4 6] ; [19 31],[3.83333333 6.16666667] ; [19.16666667 30.83333333],0
n1,1,0.923708,0.009171,[2 2] ; [ 9 10],[1.91304348 2.08695652] ; [9.08695652 9.91304348],0
b3,1,0.928523,0.008047,[2 3] ; [16 22],[2.09302326 2.90697674] ; [15.90697674 22.09302326],0
b2,1,0.928523,0.008047,[2 3] ; [16 22],[2.09302326 2.90697674] ; [15.90697674 22.09302326],0
s7,1,0.966279,0.001787,[6 5] ; [28 24],[5.93650794 5.06349206] ; [28.06349206 23.93650794],0
