Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,60.364942,[61 30] ; [523  36],[81.76  9.24] ; [502.24  56.76],1
p10,1,0.0,25.857387,[60 31] ; [482  72],[76.46821705 14.53178295] ; [465.53178295  88.46821705],1
p9,1,5e-05,16.446383,[66 25] ; [487  64],[78.3847352 12.6152648] ; [474.6152648  76.3847352],1
v1,1,0.000177,14.063363,[35 54] ; [331 216],[51.21698113 37.78301887] ; [314.78301887 232.21698113],1
p4,1,0.000353,12.76693,[43 47] ; [373 182],[58.04651163 31.95348837] ; [357.95348837 197.04651163],1
s6,1,0.000405,12.509285,[49 41] ; [397 148],[63.21259843 26.78740157] ; [382.78740157 162.21259843],1
s5,1,0.00057,11.872469,[16 68] ; [206 330],[30.07741935 53.92258065] ; [191.92258065 344.07741935],1
p8,1,0.000619,11.717146,[35 55] ; [318 228],[49.95283019 40.04716981] ; [303.04716981 242.95283019],1
p5,1,0.0021,9.459609,[ 3 88] ; [ 84 469],[12.29347826 78.70652174] ; [ 74.70652174 478.29347826],0
s2,1,0.007555,7.136004,[36 54] ; [305 248],[47.72939347 42.27060653] ; [293.27060653 259.72939347],0
p3,1,0.008976,6.827622,[38 53] ; [314 242],[49.50850077 41.49149923] ; [302.49149923 253.50850077],0
n1,1,0.009777,6.675012,[ 3 14] ; [49 46],[7.89285714 9.10714286] ; [44.10714286 50.89285714],0
v3,1,0.01339,6.116879,[28 59] ; [250 289],[38.63578275 48.36421725] ; [239.36421725 299.63578275],0
s3,1,0.025517,4.988466,[43 47] ; [331 218],[52.67605634 37.32394366] ; [321.32394366 227.67605634],0
p12,1,0.032014,4.597768,[ 3 87] ; [ 58 496],[ 8.52484472 81.47515528] ; [ 52.47515528 501.52484472],0
p7,1,0.040838,4.182713,[52 39] ; [371 174],[60.52358491 30.47641509] ; [362.47641509 182.52358491],0
d1,1,0.048426,3.895128,[48 43] ; [356 204],[56.47311828 34.52688172] ; [347.52688172 212.47311828],0
r2,1,0.049695,3.851716,[86  4] ; [549   8],[88.33075734  1.66924266] ; [546.66924266  10.33075734],0
u1,1,0.064638,3.414186,[12 79] ; [121 439],[18.59139785 72.40860215] ; [114.40860215 445.59139785],0
p2,1,0.070459,3.272288,[72 19] ; [481  76],[77.65895062 13.34104938] ; [475.34104938  81.65895062],0
s7,1,0.078095,3.104102,[39 48] ; [292 239],[46.59708738 40.40291262] ; [284.40291262 246.59708738],0
p6,1,0.139816,2.179987,[30 59] ; [231 319],[36.35211268 52.64788732] ; [224.64788732 325.35211268],0
s8,1,0.183364,1.770147,[38 53] ; [273 281],[43.87751938 47.12248062] ; [267.12248062 286.87751938],0
b3,1,0.183839,1.766315,[20 43] ; [143 209],[24.74457831 38.25542169] ; [138.25542169 213.74457831],0
b2,1,0.183839,1.766315,[20 43] ; [143 209],[24.74457831 38.25542169] ; [138.25542169 213.74457831],0
a8,1,0.189761,1.719471,[10 73] ; [ 90 413],[14.16382253 68.83617747] ; [ 85.83617747 417.16382253],0
v4,1,0.190887,1.710762,[86  4] ; [548  12],[87.78461538  2.21538462] ; [546.21538462  13.78461538],0
n2,1,0.213099,1.550245,[11  6] ; [77 21],[13.00869565  3.99130435] ; [74.99130435 23.00869565],0
b4,1,0.263005,1.252871,[58 33] ; [322 238],[53.11827957 37.88172043] ; [326.88172043 233.11827957],0
d5,1,0.264301,1.246088,[72 19] ; [467  90],[75.69290123 15.30709877] ; [463.30709877  93.69290123],0
a2,1,0.269596,1.218799,[20 71] ; [154 406],[24.32258065 66.67741935] ; [149.67741935 410.32258065],0
d2,1,0.28929,1.122922,[43 48] ; [296 260],[47.68006182 43.31993818] ; [291.31993818 264.68006182],0
u4,1,0.329326,0.951545,[ 1 90] ; [ 16 544],[ 2.37634409 88.62365591] ; [ 14.62365591 545.37634409],0
p11,1,0.362118,0.830536,[72 19] ; [465  95],[75.06451613 15.93548387] ; [461.93548387  98.06451613],0
n3,1,0.390096,0.738642,[14  2] ; [75 21],[12.71428571  3.28571429] ; [76.28571429 19.71428571],0
v2,1,0.433379,0.61375,[49 41] ; [316 221],[52.3923445 37.6076555] ; [312.6076555 224.3923445],0
a6,1,0.482477,0.493258,[60 31] ; [387 169],[62.87017002 28.12982998] ; [384.12982998 171.87017002],0
r1,1,0.485443,0.486611,[77 14] ; [487  71],[79.0816641 11.9183359] ; [484.9183359  73.0816641],0
a3,1,0.492254,0.471595,[65 26] ; [416 140],[67.65224111 23.34775889] ; [413.34775889 142.65224111],0
a1,1,0.519956,0.413981,[ 3 88] ; [ 27 533],[ 4.19354839 86.80645161] ; [ 25.80645161 534.19354839],0
u2,1,0.551834,0.354041,[16 10] ; [79 64],[14.61538462 11.38461538] ; [80.38461538 62.61538462],0
d3,1,0.556692,0.345464,[66 25] ; [387 170],[63.61574074 27.38425926] ; [389.38425926 167.61574074],0
p1,1,0.560416,0.338985,[ 7 83] ; [ 54 502],[ 8.49845201 81.50154799] ; [ 52.50154799 503.49845201],0
a4,1,0.602108,0.271828,[42 49] ; [273 283],[44.30448223 46.69551777] ; [270.69551777 285.30448223],0
a5,1,0.616479,0.250847,[69 22] ; [437 122],[70.84 20.16] ; [435.16 123.84],0
b5,1,0.633323,0.227582,[57 34] ; [336 224],[54.93548387 36.06451613] ; [338.06451613 221.93548387],0
s1,1,0.659707,0.19388,[ 4 87] ; [ 19 529],[ 3.27543036 87.72456964] ; [ 19.72456964 528.27543036],0
d4,1,0.687639,0.161654,[77 14] ; [461  95],[75.66924266 15.33075734] ; [462.33075734  93.66924266],0
u3,1,0.75989,0.093407,[16 10] ; [84 60],[15.29411765 10.70588235] ; [84.70588235 59.29411765],0
s4,1,0.803048,0.062203,[14 77] ; [ 79 470],[13.2234375 77.7765625] ; [ 79.7765625 469.2234375],0
b1,1,0.960313,0.002476,[36 55] ; [220 340],[35.78494624 55.21505376] ; [220.21505376 339.78494624],0
a7,1,0.97607,0.0009,[67 24] ; [410 148],[66.88289676 24.11710324] ; [410.11710324 147.88289676],0
