Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.001041,10.752448,[ 3 12] ; [8 1],[6.875 8.125] ; [4.125 4.875],0
p9,1,0.003501,8.526007,[ 1 12] ; [6 3],[4.13636364 8.86363636] ; [2.86363636 6.13636364],0
p3,1,0.007412,7.17037,[ 1 14] ; [5 4],[ 3.75 11.25] ; [2.25 6.75],0
p10,1,0.009865,6.659119,[ 1 13] ; [5 4],[ 3.65217391 10.34782609] ; [2.34782609 6.65217391],0
p2,1,0.014979,5.918881,[ 4 11] ; [7 2],[6.875 8.125] ; [4.125 4.875],0
p7,1,0.054319,3.702857,[ 4 11] ; [6 3],[6.25 8.75] ; [3.75 5.25],0
a5,1,0.054319,3.702857,[ 4 11] ; [6 3],[6.25 8.75] ; [3.75 5.25],0
v1,1,0.088376,2.903704,[ 2 13] ; [4 5],[ 3.75 11.25] ; [2.25 6.75],0
v3,1,0.089686,2.88,[ 1 14] ; [3 6],[ 2.5 12.5] ; [1.5 7.5],0
s2,1,0.089686,2.88,[ 1 14] ; [3 6],[ 2.5 12.5] ; [1.5 7.5],0
n6,1,0.11259,2.517483,[ 5 10] ; [6 3],[6.875 8.125] ; [4.125 4.875],0
a3,1,0.146976,2.103355,[5 9] ; [6 3],[6.69565217 7.30434783] ; [4.30434783 4.69565217],0
a4,1,0.156992,2.002963,[ 4 11] ; [5 4],[5.625 9.375] ; [3.375 5.625],0
b4,1,0.156992,2.002963,[11  4] ; [4 5],[9.375 5.625] ; [5.625 3.375],0
p11,1,0.202134,1.626891,[ 3 12] ; [4 5],[ 4.375 10.625] ; [2.625 6.375],0
n4,1,0.205903,1.6,[9 6] ; [3 6],[7.5 7.5] ; [4.5 4.5],0
d4,1,0.231101,1.434074,[8 7] ; [7 2],[9.375 5.625] ; [5.625 3.375],0
s7,1,0.247879,1.335216,[ 2 11] ; [3 5],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
s3,1,0.27976,1.168254,[ 2 12] ; [3 6],[ 3.04347826 10.95652174] ; [1.95652174 7.04347826],0
p6,1,0.294644,1.09828,[ 1 13] ; [2 7],[ 1.82608696 12.17391304] ; [1.17391304 7.82608696],0
a6,1,0.3411,0.906294,[7 8] ; [6 3],[8.125 6.875] ; [4.875 4.125],0
s4,1,0.363646,0.825263,[ 4 11] ; [1 8],[ 3.125 11.875] ; [1.875 7.125],0
r1,1,0.371093,0.8,[ 4 11] ; [4 5],[ 5. 10.] ; [3. 6.],0
n5,1,0.371093,0.8,[11  4] ; [5 4],[10.  5.] ; [6. 3.],0
d1,1,0.465209,0.533333,[ 3 12] ; [3 6],[ 3.75 11.25] ; [2.25 6.75],0
b1,1,0.562069,0.336134,[10  5] ; [7 2],[10.625  4.375] ; [6.375 2.625],0
s5,1,0.571608,0.32,[ 2 13] ; [2 7],[ 2.5 12.5] ; [1.5 7.5],0
v4,1,0.586214,0.296296,[ 5 10] ; [4 5],[5.625 9.375] ; [3.375 5.625],0
a7,1,0.586214,0.296296,[ 5 10] ; [4 5],[5.625 9.375] ; [3.375 5.625],0
u2,1,0.611541,0.257937,[5 5] ; [1 2],[4.61538462 5.38461538] ; [1.38461538 1.61538462],0
u3,1,0.630701,0.231111,[2 8] ; [1 2],[2.30769231 7.69230769] ; [0.69230769 2.30769231],0
n3,1,0.665006,0.1875,[3 5] ; [1 3],[2.66666667 5.33333333] ; [1.33333333 2.66666667],0
n2,1,0.678845,0.171429,[3 5] ; [2 2],[3.33333333 4.66666667] ; [1.66666667 2.33333333],0
s1,1,0.702918,0.145455,[ 1 14] ; [1 8],[ 1.25 13.75] ; [0.75 8.25],0
p12,1,0.702918,0.145455,[ 1 14] ; [1 8],[ 1.25 13.75] ; [0.75 8.25],0
s6,1,0.727943,0.121008,[ 4 11] ; [3 6],[ 4.375 10.625] ; [2.625 6.375],0
d2,1,0.727943,0.121008,[ 4 11] ; [3 6],[ 4.375 10.625] ; [2.625 6.375],0
b2,1,0.755497,0.09697,[4 8] ; [1 3],[3.75 8.25] ; [1.25 2.75],0
b3,1,0.755497,0.09697,[4 8] ; [1 3],[3.75 8.25] ; [1.25 2.75],0
p1,1,0.873382,0.025397,[ 2 13] ; [1 8],[ 1.875 13.125] ; [1.125 7.875],0
a2,1,0.873382,0.025397,[ 2 13] ; [1 8],[ 1.875 13.125] ; [1.125 7.875],0
d5,1,0.915759,0.011189,[7 8] ; [4 5],[6.875 8.125] ; [4.125 4.875],0
b5,1,0.915759,0.011189,[8 7] ; [5 4],[8.125 6.875] ; [4.875 4.125],0
v2,1,0.964079,0.002028,[ 3 11] ; [2 7],[ 3.04347826 10.95652174] ; [1.95652174 7.04347826],0
n1,1,1.0,0.0,[2 6] ; [1 3],[2. 6.] ; [1. 3.],0
