Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.145988,[223  11] ; [3 6],[217.62962963  16.37037037] ; [8.37037037 0.62962963],1
v4,1,0.0,36.63698,[229   3] ; [6 3],[226.22406639   5.77593361] ; [8.77593361 0.22406639],1
r1,1,2.6e-05,17.669771,[200  33] ; [3 6],[195.45041322  37.54958678] ; [7.54958678 1.45041322],1
n6,1,0.000305,13.037959,[211  19] ; [5 4],[207.86610879  22.13389121] ; [8.13389121 0.86610879],1
p9,1,0.000877,11.070875,[211  22] ; [5 4],[207.96694215  25.03305785] ; [8.03305785 0.96694215],1
n4,1,0.00426,8.169376,[193  41] ; [4 5],[189.7037037  44.2962963] ; [7.2962963 1.7037037],0
d5,1,0.004548,8.050949,[191  41] ; [4 5],[187.71784232  44.28215768] ; [7.28215768 1.71784232],0
a7,1,0.004639,8.015118,[176  57] ; [3 6],[172.34297521  60.65702479] ; [6.65702479 2.34297521],0
d1,1,0.004923,7.907634,[158  76] ; [2 7],[154.07407407  79.92592593] ; [5.92592593 3.07407407],0
r3,1,0.005456,7.721851,[225   8] ; [7 2],[223.37190083   9.62809917] ; [8.62809917 0.37190083],0
s7,1,0.017846,5.611235,[171  57] ; [3 5],[168.10169492  59.89830508] ; [5.89830508 2.10169492],0
n5,1,0.021575,5.279742,[197  36] ; [5 4],[194.48760331  38.51239669] ; [7.51239669 1.48760331],0
a3,1,0.043603,4.071885,[174  59] ; [4 5],[171.38016529  61.61983471] ; [6.61983471 2.38016529],0
a4,1,0.045054,4.016619,[105 129] ; [1 8],[102.07407407 131.92592593] ; [3.92592593 5.07407407],0
s3,1,0.070745,3.265644,[203  29] ; [6 3],[201.19502075  30.80497925] ; [7.80497925 1.19502075],0
d2,1,0.099303,2.716696,[117 116] ; [2 7],[114.57438017 118.42561983] ; [4.42561983 4.57438017],0
p3,1,0.12211,2.390042,[148  84] ; [8 1],[150.17427386  81.82572614] ; [5.82572614 3.17427386],0
s8,1,0.137931,2.20089,[158  74] ; [4 5],[155.95020747  76.04979253] ; [6.04979253 2.95020747],0
s4,1,0.139435,2.184182,[ 53 177] ; [4 5],[ 54.85355649 175.14644351] ; [2.14644351 6.85355649],0
b4,1,0.140278,2.174907,[136  98] ; [3 6],[133.85185185 100.14814815] ; [5.14814815 3.85185185],0
p2,1,0.14128,2.163961,[214  19] ; [7 2],[212.78099174  20.21900826] ; [8.21900826 0.78099174],0
p6,1,0.183587,1.768349,[129 104] ; [7 2],[130.94214876 102.05785124] ; [5.05785124 3.94214876],0
s5,1,0.192347,1.69955,[123  99] ; [3 6],[121.09090909 100.90909091] ; [4.90909091 4.09090909],0
d3,1,0.199565,1.645554,[174  59] ; [5 4],[172.34297521  60.65702479] ; [6.65702479 2.34297521],0
p10,1,0.282579,1.154646,[208  25] ; [7 2],[207.00413223  25.99586777] ; [7.99586777 1.00413223],0
b1,1,0.302402,1.063574,[ 90 144] ; [5 4],[ 91.48148148 142.51851852] ; [3.51851852 5.48148148],0
v1,1,0.315012,1.009545,[140  89] ; [4 5],[138.55462185  90.44537815] ; [5.44537815 3.55462185],0
b2,1,0.337856,0.918548,[58 82] ; [1 4],[56.96551724 83.03448276] ; [2.03448276 2.96551724],0
b3,1,0.337856,0.918548,[58 82] ; [1 4],[56.96551724 83.03448276] ; [2.03448276 2.96551724],0
v2,1,0.339877,0.910894,[137  90] ; [4 5],[135.62288136  91.37711864] ; [5.37711864 3.62288136],0
u2,1,0.342038,0.902778,[35 25] ; [4 1],[36. 24.] ; [3. 2.],0
v3,1,0.352572,0.864178,[112 116] ; [3 6],[110.63291139 117.36708861] ; [4.36708861 4.63291139],0
p4,1,0.357179,0.847788,[176  57] ; [8 1],[177.15702479  55.84297521] ; [6.84297521 2.15702479],0
a6,1,0.364064,0.823827,[146  86] ; [7 2],[147.28630705  84.71369295] ; [5.71369295 3.28630705],0
a5,1,0.455146,0.557806,[181  53] ; [6 3],[180.07407407  53.92592593] ; [6.92592593 2.07407407],0
b5,1,0.46357,0.53726,[127 107] ; [6 3],[128.07407407 105.92592593] ; [4.92592593 4.07407407],0
p12,1,0.496013,0.463456,[ 33 201] ; [2 7],[ 33.7037037 200.2962963] ; [1.2962963 7.7037037],0
p11,1,0.523826,0.406355,[200  34] ; [7 2],[199.33333333  34.66666667] ; [7.66666667 1.33333333],0
a1,1,0.621859,0.243263,[ 16 218] ; [1 8],[ 16.37037037 217.62962963] ; [0.62962963 8.37037037],0
a8,1,0.711612,0.136672,[ 38 180] ; [2 7],[ 38.41409692 179.58590308] ; [1.58590308 7.41409692],0
u3,1,0.904275,0.014463,[37 22] ; [3 2],[36.875 22.125] ; [3.125 1.875],0
p5,1,0.931427,0.007404,[ 49 184] ; [2 7],[ 49.10330579 183.89669421] ; [1.89669421 7.10330579],0
s6,1,0.989017,0.000189,[203  25] ; [8 1],[202.98734177  25.01265823] ; [8.01265823 0.98734177],0
d4,1,0.992868,8e-05,[206  26] ; [8 1],[206.00829876  25.99170124] ; [7.99170124 1.00829876],0
