Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,66.667507,[73  1] ; [13 31],[53.93220339 20.06779661] ; [32.06779661 11.93220339],1
r1,1,0.0,50.143611,[66  8] ; [11 33],[48.28813559 25.71186441] ; [28.71186441 15.28813559],1
v4,1,0.0,35.429684,[67  5] ; [19 25],[53.37931034 18.62068966] ; [32.62068966 11.37931034],1
r2,1,0.0,30.533313,[70  4] ; [22 21],[58.18803419 15.81196581] ; [33.81196581  9.18803419],1
p2,1,5e-06,20.906085,[58 16] ; [15 27],[46.56896552 27.43103448] ; [26.43103448 15.56896552],1
p11,1,2.2e-05,17.967414,[50 24] ; [12 32],[38.88135593 35.11864407] ; [23.11864407 20.88135593],1
p8,1,9.3e-05,15.266131,[35 38] ; [ 5 37],[25.39130435 47.60869565] ; [14.60869565 27.39130435],1
p3,1,0.00042,12.440513,[30 44] ; [ 4 38],[21.68965517 52.31034483] ; [12.31034483 29.68965517],1
a1,1,0.000866,11.09404,[ 1 73] ; [ 8 36],[ 5.6440678 68.3559322] ; [ 3.3559322 40.6440678],1
u3,1,0.00087,11.084652,[17  8] ; [ 3 15],[11.62790698 13.37209302] ; [8.37209302 9.62790698],1
p4,1,0.001547,10.02224,[33 40] ; [ 7 36],[25.17241379 47.82758621] ; [14.82758621 28.17241379],0
s8,1,0.008448,6.936036,[17 57] ; [ 2 42],[11.91525424 62.08474576] ; [ 7.08474576 36.91525424],0
p10,1,0.009096,6.80395,[41 32] ; [13 29],[34.27826087 38.72173913] ; [19.72173913 22.27826087],0
a6,1,0.018276,5.569462,[53 21] ; [22 22],[47.03389831 26.96610169] ; [27.96610169 16.03389831],0
p7,1,0.020278,5.387828,[39 32] ; [14 29],[33.00877193 37.99122807] ; [19.99122807 23.00877193],0
d5,1,0.021138,5.315364,[57 17] ; [25 19],[51.42372881 22.57627119] ; [30.57627119 13.42372881],0
p9,1,0.03387,4.50123,[47 26] ; [19 24],[41.53448276 31.46551724] ; [24.46551724 18.53448276],0
s6,1,0.03519,4.43592,[29 45] ; [ 9 35],[23.83050847 50.16949153] ; [14.16949153 29.83050847],0
b1,1,0.035541,4.41897,[34 40] ; [29 15],[39.50847458 34.49152542] ; [23.49152542 20.50847458],0
n2,1,0.036071,4.393762,[17  6] ; [10 13],[13.5  9.5] ; [13.5  9.5],0
v2,1,0.04448,4.038259,[32 36] ; [12 31],[26.95495495 41.04504505] ; [17.04504505 25.95495495],0
n3,1,0.053602,3.725066,[16  5] ; [11 12],[12.88636364  8.11363636] ; [14.11363636  8.88636364],0
n5,1,0.063545,3.442345,[27 46] ; [24 20],[31.82051282 41.17948718] ; [19.17948718 24.82051282],0
u2,1,0.06827,3.324123,[18  7] ; [ 8 10],[15.11627907  9.88372093] ; [10.88372093  7.11627907],0
d4,1,0.079359,3.077989,[53 20] ; [25 19],[48.66666667 24.33333333] ; [29.33333333 14.66666667],0
d3,1,0.081563,3.03348,[45 29] ; [19 24],[40.47863248 33.52136752] ; [23.52136752 19.47863248],0
b5,1,0.093324,2.81608,[47 27] ; [21 23],[42.6440678 31.3559322] ; [25.3559322 18.6440678],0
s7,1,0.094294,2.7995,[15 52] ; [ 4 37],[11.78703704 55.21296296] ; [ 7.21296296 33.78703704],0
a5,1,0.111936,2.526673,[48 26] ; [22 22],[43.89830508 30.10169492] ; [26.10169492 17.89830508],0
p6,1,0.122459,2.385587,[15 56] ; [ 4 37],[12.04464286 58.95535714] ; [ 6.95535714 34.04464286],0
b3,1,0.148535,2.087228,[11 32] ; [11 15],[13.71014493 29.28985507] ; [ 8.28985507 17.71014493],0
b2,1,0.148535,2.087228,[11 32] ; [11 15],[13.71014493 29.28985507] ; [ 8.28985507 17.71014493],0
d1,1,0.218494,1.514235,[32 42] ; [14 30],[28.84745763 45.15254237] ; [17.15254237 26.84745763],0
a8,1,0.288668,1.125825,[ 7 61] ; [ 2 41],[ 5.51351351 62.48648649] ; [ 3.48648649 39.51351351],0
v3,1,0.29066,1.116563,[18 49] ; [ 8 36],[15.69369369 51.30630631] ; [10.30630631 33.69369369],0
a7,1,0.307308,1.042212,[49 25] ; [25 19],[46.40677966 27.59322034] ; [27.59322034 16.40677966],0
b4,1,0.391851,0.73319,[43 31] ; [22 22],[40.76271186 33.23728814] ; [24.23728814 19.76271186],0
s3,1,0.517068,0.419738,[21 52] ; [10 33],[19.50862069 53.49137931] ; [11.49137931 31.50862069],0
a3,1,0.531821,0.39091,[49 25] ; [26 17],[47.43589744 26.56410256] ; [27.56410256 15.43589744],0
p1,1,0.572402,0.31868,[ 6 67] ; [ 5 39],[ 6.86324786 66.13675214] ; [ 4.13675214 39.86324786],0
n4,1,0.741171,0.1091,[41 33] ; [23 21],[40.13559322 33.86440678] ; [23.86440678 20.13559322],0
p5,1,0.743599,0.106989,[ 4 69] ; [ 3 40],[ 4.40517241 68.59482759] ; [ 2.59482759 40.40517241],0
v1,1,0.751811,0.100015,[27 46] ; [15 29],[26.20512821 46.79487179] ; [15.79487179 28.20512821],0
s1,1,0.767419,0.087469,[ 4 69] ; [ 3 41],[ 4.36752137 68.63247863] ; [ 2.63247863 41.36752137],0
s5,1,0.813028,0.055942,[ 9 61] ; [ 5 39],[ 8.59649123 61.40350877] ; [ 5.40350877 38.59649123],0
a4,1,0.838103,0.041747,[30 44] ; [17 27],[29.47457627 44.52542373] ; [17.52542373 26.47457627],0
n1,1,0.848242,0.036619,[ 8 14] ; [ 9 14],[ 8.31111111 13.68888889] ; [ 8.68888889 14.31111111],0
d2,1,0.890934,0.018803,[31 43] ; [19 25],[31.3559322 42.6440678] ; [18.6440678 25.3559322],0
s4,1,0.94691,0.004434,[ 7 67] ; [ 4 40],[ 6.89830508 67.10169492] ; [ 4.10169492 39.89830508],0
a2,1,0.964989,0.001927,[12 62] ; [ 7 37],[11.91525424 62.08474576] ; [ 7.08474576 36.91525424],0
