Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000327,12.90872,[20 40] ; [14  3],[26.49350649 33.50649351] ; [7.50649351 9.49350649],1
r4,1,0.000478,12.198211,[29 33] ; [16  1],[35.3164557 26.6835443] ; [9.6835443 7.3164557],1
p8,1,0.000513,12.067419,[13 49] ; [11  6],[18.83544304 43.16455696] ; [ 5.16455696 11.83544304],1
v2,1,0.009136,6.79607,[18 42] ; [11  6],[22.5974026 37.4025974] ; [ 6.4025974 10.5974026],0
s6,1,0.012727,6.206667,[24 36] ; [12  4],[28.42105263 31.57894737] ; [7.57894737 8.42105263],0
s5,1,0.024329,5.071053,[13 47] ; [8 8],[16.57894737 43.42105263] ; [ 4.42105263 11.57894737],0
p4,1,0.034538,4.467888,[22 39] ; [11  6],[25.80769231 35.19230769] ; [7.19230769 9.80769231],0
r3,1,0.036213,4.387064,[38 24] ; [15  2],[41.59493671 20.40506329] ; [11.40506329  5.59493671],0
p10,1,0.03919,4.252614,[22 38] ; [11  6],[25.71428571 34.28571429] ; [7.28571429 9.71428571],0
n3,1,0.051796,3.782336,[13 16] ; [6 1],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
s4,1,0.052979,3.744583,[ 9 53] ; [ 6 11],[11.7721519 50.2278481] ; [ 3.2278481 13.7721519],0
d1,1,0.06196,3.484136,[21 41] ; [10  7],[24.32911392 37.67088608] ; [ 6.67088608 10.32911392],0
p3,1,0.097612,2.74413,[19 42] ; [9 8],[21.8974359 39.1025641] ; [ 6.1025641 10.8974359],0
d2,1,0.106852,2.600167,[26 35] ; [11  6],[28.93589744 32.06410256] ; [8.06410256 8.93589744],0
s7,1,0.108134,2.581279,[17 38] ; [8 7],[19.64285714 35.35714286] ; [5.35714286 9.64285714],0
p9,1,0.11693,2.457969,[25 33] ; [11  6],[27.84 30.16] ; [8.16 8.84],0
p2,1,0.117397,2.451715,[30 31] ; [12  5],[32.84615385 28.15384615] ; [9.15384615 7.84615385],0
s8,1,0.121179,2.402015,[15 47] ; [7 9],[17.48717949 44.51282051] ; [ 4.51282051 11.48717949],0
a4,1,0.128367,2.312141,[20 41] ; [9 8],[22.67948718 38.32051282] ; [ 6.32051282 10.67948718],0
a6,1,0.13056,2.285836,[23 39] ; [ 3 14],[20.40506329 41.59493671] ; [ 5.59493671 11.40506329],0
r1,1,0.131052,2.280001,[31 31] ; [12  5],[33.74683544 28.25316456] ; [9.25316456 7.74683544],0
v4,1,0.171326,1.871299,[44 17] ; [15  2],[46.14102564 14.85897436] ; [12.85897436  4.14102564],0
v3,1,0.216178,1.529566,[16 42] ; [7 9],[18.02702703 39.97297297] ; [ 4.97297297 11.02702703],0
n4,1,0.229328,1.445025,[37 24] ; [13  4],[39.1025641 21.8974359] ; [10.8974359  6.1025641],0
d5,1,0.243433,1.360601,[34 28] ; [12  5],[36.10126582 25.89873418] ; [9.89873418 7.10126582],0
r2,1,0.245482,1.348832,[45 15] ; [15  2],[46.75324675 13.24675325] ; [13.24675325  3.75324675],0
b2,1,0.246504,1.34301,[16 21] ; [2 7],[14.47826087 22.52173913] ; [3.52173913 5.47826087],0
b3,1,0.246504,1.34301,[16 21] ; [2 7],[14.47826087 22.52173913] ; [3.52173913 5.47826087],0
u2,1,0.28637,1.136608,[ 8 19] ; [4 4],[ 9.25714286 17.74285714] ; [2.74285714 5.25714286],0
n6,1,0.301522,1.06745,[34 26] ; [12  5],[35.84415584 24.15584416] ; [10.15584416  6.84415584],0
p5,1,0.308096,1.038819,[ 3 58] ; [ 2 15],[ 3.91025641 57.08974359] ; [ 1.08974359 15.91025641],0
n1,1,0.372299,0.795978,[12 19] ; [4 3],[13.05263158 17.94736842] ; [2.94736842 4.05263158],0
a5,1,0.378692,0.774942,[29 33] ; [10  7],[30.60759494 31.39240506] ; [8.39240506 8.60759494],0
b4,1,0.398587,0.712585,[33 29] ; [11  6],[34.53164557 27.46835443] ; [9.46835443 7.53164557],0
p1,1,0.463826,0.536647,[ 4 58] ; [ 2 15],[ 4.70886076 57.29113924] ; [ 1.29113924 15.70886076],0
d3,1,0.534449,0.385926,[24 38] ; [8 9],[25.11392405 36.88607595] ; [ 6.88607595 10.11392405],0
a8,1,0.590176,0.29007,[ 6 53] ; [ 1 16],[ 5.43421053 53.56578947] ; [ 1.56578947 15.43421053],0
s2,1,0.706801,0.141493,[25 37] ; [ 6 11],[24.32911392 37.67088608] ; [ 6.67088608 10.32911392],0
b5,1,0.73935,0.110699,[30 32] ; [9 8],[30.60759494 31.39240506] ; [8.39240506 8.60759494],0
a3,1,0.744292,0.10639,[35 26] ; [9 8],[34.41025641 26.58974359] ; [9.58974359 7.41025641],0
d4,1,0.792007,0.06954,[41 20] ; [12  5],[41.44871795 19.55128205] ; [11.55128205  5.44871795],0
n5,1,0.855672,0.033083,[38 23] ; [11  6],[38.32051282 22.67948718] ; [10.67948718  6.32051282],0
v1,1,0.855672,0.033083,[23 38] ; [ 6 11],[22.67948718 38.32051282] ; [ 6.32051282 10.67948718],0
b1,1,0.891344,0.018661,[39 23] ; [11  6],[39.24050633 22.75949367] ; [10.75949367  6.24050633],0
s3,1,0.93255,0.007164,[28 33] ; [8 9],[28.15384615 32.84615385] ; [7.84615385 9.15384615],0
n2,1,0.964419,0.00199,[18 13] ; [4 3],[17.94736842 13.05263158] ; [4.05263158 2.94736842],0
u3,1,0.98101,0.000567,[10 17] ; [3 5],[10.02857143 16.97142857] ; [2.97142857 5.02857143],0
