Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.001434,10.16097,[72 28] ; [20 25],[63.44827586 36.55172414] ; [28.55172414 16.44827586],0
a6,1,0.001942,9.603122,[68 33] ; [18 27],[59.49315068 41.50684932] ; [26.50684932 18.49315068],0
p10,1,0.003893,8.333251,[67 32] ; [19 26],[59.125 39.875] ; [26.875 18.125],0
p2,1,0.004465,8.084413,[75 25] ; [23 22],[67.5862069 32.4137931] ; [30.4137931 14.5862069],0
r1,1,0.00496,7.894089,[69 31] ; [20 25],[61.37931034 38.62068966] ; [27.62068966 17.37931034],0
a1,1,0.01538,5.872442,[  1 100] ; [ 4 41],[ 3.45890411 97.54109589] ; [ 1.54109589 43.45890411],0
p9,1,0.017038,5.692503,[70 29] ; [22 22],[63.69230769 35.30769231] ; [28.30769231 15.69230769],0
b5,1,0.017772,5.618449,[66 35] ; [20 25],[59.49315068 41.50684932] ; [26.50684932 18.49315068],0
d5,1,0.017905,5.605419,[74 27] ; [24 21],[67.79452055 33.20547945] ; [30.20547945 14.79452055],0
d4,1,0.025775,4.971035,[78 23] ; [26 18],[72.44137931 28.55862069] ; [31.55862069 12.44137931],0
b1,1,0.034377,4.47586,[33 68] ; [23 22],[38.73972603 62.26027397] ; [17.26027397 27.73972603],0
d1,1,0.035011,4.444644,[48 53] ; [13 32],[42.19863014 58.80136986] ; [18.80136986 26.19863014],0
r3,1,0.035625,4.414942,[93  8] ; [36  9],[89.23972603 11.76027397] ; [39.76027397  5.23972603],0
n5,1,0.036901,4.354967,[26 75] ; [19 25],[31.34482759 69.65517241] ; [13.65517241 30.34482759],0
p1,1,0.053994,3.712896,[ 2 98] ; [ 4 41],[ 4.13793103 95.86206897] ; [ 1.86206897 43.13793103],0
v4,1,0.055551,3.665455,[91  9] ; [35  9],[87.5 12.5] ; [38.5  5.5],0
u1,1,0.139554,2.182867,[ 9 92] ; [ 1 44],[ 6.91780822 94.08219178] ; [ 3.08219178 41.91780822],0
n3,1,0.148187,2.090815,[27 10] ; [12 10],[24.45762712 12.54237288] ; [14.54237288  7.45762712],0
a3,1,0.180214,1.795859,[57 44] ; [20 25],[53.26712329 47.73287671] ; [23.73287671 21.26712329],0
n2,1,0.200466,1.638974,[19 17] ; [16  7],[21.3559322 14.6440678] ; [13.6440678  9.3559322],0
s2,1,0.247556,1.337043,[40 61] ; [13 31],[36.91724138 64.08275862] ; [16.08275862 27.91724138],0
v3,1,0.249,1.328908,[19 78] ; [ 5 38],[16.62857143 80.37142857] ; [ 7.37142857 35.62857143],0
r2,1,0.266218,1.236131,[88 13] ; [36  9],[85.78082192 15.21917808] ; [38.21917808  6.78082192],0
p6,1,0.283883,1.148407,[19 82] ; [12 33],[21.44520548 79.55479452] ; [ 9.55479452 35.44520548],0
s1,1,0.298845,1.07934,[ 3 98] ; [ 3 42],[ 4.15068493 96.84931507] ; [ 1.84931507 43.15068493],0
s6,1,0.301124,1.069211,[52 49] ; [19 26],[49.11643836 51.88356164] ; [21.88356164 23.11643836],0
r4,1,0.350076,0.873182,[77 24] ; [31 14],[74.71232877 26.28767123] ; [33.28767123 11.71232877],0
s8,1,0.383464,0.759568,[27 74] ; [ 9 36],[24.90410959 76.09589041] ; [11.09589041 33.90410959],0
v2,1,0.38367,0.758909,[36 59] ; [13 30],[33.73188406 61.26811594] ; [15.26811594 27.73188406],0
n1,1,0.426055,0.633554,[12 25] ; [ 5 17],[10.66101695 26.33898305] ; [ 6.33898305 15.66101695],0
p5,1,0.431135,0.619763,[ 5 94] ; [ 1 44],[ 4.125 94.875] ; [ 1.875 43.125],0
u2,1,0.450536,0.569302,[20 23] ; [14 11],[21.5 21.5] ; [12.5 12.5],0
d2,1,0.471451,0.518574,[32 69] ; [17 28],[33.89726027 67.10273973] ; [15.10273973 29.89726027],0
a8,1,0.481363,0.495774,[ 4 90] ; [ 3 39],[ 4.83823529 89.16176471] ; [ 2.16176471 39.83823529],0
a4,1,0.519067,0.415746,[22 79] ; [12 33],[23.52054795 77.47945205] ; [10.47945205 34.52054795],0
u3,1,0.592021,0.2872,[23 19] ; [12 13],[21.94029851 20.05970149] ; [13.05970149 11.94029851],0
b3,1,0.596746,0.279932,[11 40] ; [ 6 16],[11.87671233 39.12328767] ; [ 5.12328767 16.87671233],0
b2,1,0.596746,0.279932,[11 40] ; [ 6 16],[11.87671233 39.12328767] ; [ 5.12328767 16.87671233],0
p8,1,0.599219,0.276175,[42 57] ; [17 28],[40.5625 58.4375] ; [18.4375 26.5625],0
s3,1,0.607907,0.263233,[45 56] ; [18 27],[43.58219178 57.41780822] ; [19.41780822 25.58219178],0
b4,1,0.727629,0.121299,[57 44] ; [24 21],[56.03424658 44.96575342] ; [24.96575342 20.03424658],0
s4,1,0.867753,0.027726,[26 75] ; [11 34],[25.59589041 75.40410959] ; [11.40410959 33.59589041],0
p11,1,0.874037,0.025132,[62 39] ; [27 18],[61.56849315 39.43150685] ; [27.43150685 17.56849315],0
p3,1,0.89489,0.017456,[28 73] ; [12 33],[27.67123288 73.32876712] ; [12.32876712 32.67123288],0
a5,1,0.923603,0.009196,[48 53] ; [21 24],[47.73287671 53.26712329] ; [21.26712329 23.73287671],0
p7,1,0.954768,0.003217,[49 48] ; [22 22],[48.84397163 48.15602837] ; [22.15602837 21.84397163],0
s7,1,0.965019,0.001923,[24 73] ; [10 31],[23.89855072 73.10144928] ; [10.10144928 30.89855072],0
s5,1,0.966983,0.001713,[25 74] ; [11 32],[25.09859155 73.90140845] ; [10.90140845 32.09859155],0
p4,1,0.97168,0.00126,[41 60] ; [18 26],[41.09655172 59.90344828] ; [17.90344828 26.09655172],0
n6,1,0.985851,0.000314,[63 38] ; [28 17],[62.95205479 38.04794521] ; [28.04794521 16.95205479],0
