Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.009195,6.784615,[1 4] ; [11  2],[3.33333333 1.66666667] ; [8.66666667 4.33333333],0
n4,1,0.009195,6.784615,[1 4] ; [11  2],[3.33333333 1.66666667] ; [8.66666667 4.33333333],0
p8,1,0.057398,3.611014,[3 1] ; [ 3 10],[1.41176471 2.58823529] ; [4.58823529 8.41176471],0
s1,1,0.099481,2.713846,[2 3] ; [ 1 12],[0.83333333 4.16666667] ; [ 2.16666667 10.83333333],0
b4,1,0.136641,2.215385,[2 3] ; [10  3],[3.33333333 1.66666667] ; [8.66666667 4.33333333],0
b3,1,0.23568,1.40625,[1 1] ; [1 7],[0.4 1.6] ; [1.6 6.4],0
b2,1,0.23568,1.40625,[1 1] ; [1 7],[0.4 1.6] ; [1.6 6.4],0
a3,1,0.254524,1.298302,[2 3] ; [9 4],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
d5,1,0.254524,1.298302,[2 3] ; [9 4],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
p2,1,0.254524,1.298302,[2 3] ; [9 4],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
s4,1,0.260531,1.265934,[2 3] ; [ 2 11],[1.11111111 3.88888889] ; [ 2.88888889 10.11111111],0
v1,1,0.30797,1.039361,[1 4] ; [6 7],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
r2,1,0.30797,1.039361,[4 1] ; [7 6],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
d3,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
p9,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
p10,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
v2,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
b5,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
r1,1,0.410117,0.678462,[3 2] ; [5 8],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
d4,1,0.45675,0.553846,[4 1] ; [8 5],[3.33333333 1.66666667] ; [8.66666667 4.33333333],0
a8,1,0.45675,0.553846,[1 4] ; [ 1 12],[0.55555556 4.44444444] ; [ 1.44444444 11.55555556],0
s7,1,0.474549,0.511364,[1 3] ; [5 6],[1.6 2.4] ; [4.4 6.6],0
s6,1,0.536268,0.3825,[3 2] ; [9 3],[3.52941176 1.47058824] ; [8.47058824 3.52941176],0
p4,1,0.598725,0.276923,[2 3] ; [7 6],[2.5 2.5] ; [6.5 6.5],0
b1,1,0.598725,0.276923,[2 3] ; [7 6],[2.5 2.5] ; [6.5 6.5],0
p11,1,0.598725,0.276923,[2 3] ; [7 6],[2.5 2.5] ; [6.5 6.5],0
d2,1,0.598725,0.276923,[3 2] ; [6 7],[2.5 2.5] ; [6.5 6.5],0
a6,1,0.598725,0.276923,[2 3] ; [7 6],[2.5 2.5] ; [6.5 6.5],0
r4,1,0.647743,0.208757,[1 4] ; [4 9],[1.38888889 3.61111111] ; [3.61111111 9.38888889],0
s8,1,0.647743,0.208757,[1 4] ; [4 9],[1.38888889 3.61111111] ; [3.61111111 9.38888889],0
p7,1,0.813945,0.055385,[2 3] ; [6 7],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
a7,1,0.813945,0.055385,[2 3] ; [6 7],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
s5,1,0.824745,0.049038,[1 4] ; [3 9],[1.17647059 3.82352941] ; [2.82352941 9.17647059],0
r3,1,0.888153,0.01978,[4 1] ; [10  3],[3.88888889 1.11111111] ; [10.11111111  2.88888889],0
a4,1,0.888153,0.01978,[1 4] ; [ 3 10],[1.11111111 3.88888889] ; [ 2.88888889 10.11111111],0
p6,1,0.95218,0.003596,[2 3] ; [5 8],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
a5,1,0.95218,0.003596,[3 2] ; [8 5],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
d1,1,0.95218,0.003596,[2 3] ; [5 8],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
p3,1,0.95218,0.003596,[3 2] ; [8 5],[3.05555556 1.94444444] ; [7.94444444 5.05555556],0
v3,1,0.95218,0.003596,[2 3] ; [5 8],[1.94444444 3.05555556] ; [5.05555556 7.94444444],0
n2,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
n1,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
n3,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
