Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,6.6e-05,15.931373,[4 5] ; [98 10],[7.84615385 1.15384615] ; [94.15384615 13.84615385],1
r4,1,0.000327,12.90637,[3 6] ; [91 18],[7.16949153 1.83050847] ; [86.83050847 22.16949153],1
r3,1,0.017544,5.641071,[6 3] ; [99  9],[8.07692308 0.92307692] ; [96.92307692 11.07692308],0
d5,1,0.019533,5.45313,[4 5] ; [86 23],[6.86440678 2.13559322] ; [83.13559322 25.86440678],0
u2,1,0.040652,4.19045,[1 3] ; [29 10],[2.79069767 1.20930233] ; [27.20930233 11.79069767],0
p10,1,0.040694,4.188727,[3 6] ; [72 35],[5.81896552 3.18103448] ; [69.18103448 37.81896552],0
p9,1,0.050616,3.820922,[4 5] ; [80 27],[6.51724138 2.48275862] ; [77.48275862 29.51724138],0
n4,1,0.058056,3.592072,[2 7] ; [60 49],[4.72881356 4.27118644] ; [57.27118644 51.72881356],0
a6,1,0.065316,3.396968,[4 5] ; [80 29],[6.40677966 2.59322034] ; [77.59322034 31.40677966],0
a8,1,0.078841,3.088636,[2 6] ; [ 7 92],[0.6728972 7.3271028] ; [ 8.3271028 90.6728972],0
s6,1,0.111259,2.53624,[3 6] ; [66 43],[5.26271186 3.73728814] ; [63.73728814 45.26271186],0
s8,1,0.121303,2.400412,[1 8] ; [40 69],[3.12711864 5.87288136] ; [37.87288136 71.12711864],0
d3,1,0.141032,2.166667,[4 5] ; [74 34],[6. 3.] ; [72. 36.],0
d1,1,0.154428,2.027953,[2 7] ; [51 58],[4.04237288 4.95762712] ; [48.95762712 60.04237288],0
s7,1,0.178646,1.808856,[1 7] ; [37 66],[2.73873874 5.26126126] ; [35.26126126 67.73873874],0
r1,1,0.178743,1.808046,[5 4] ; [82 26],[6.69230769 2.30769231] ; [80.30769231 27.69230769],0
p3,1,0.203068,1.620174,[2 7] ; [48 61],[3.81355932 5.18644068] ; [46.18644068 62.81355932],0
n2,1,0.237663,1.394403,[2 2] ; [24  7],[2.97142857 1.02857143] ; [23.02857143  7.97142857],0
s3,1,0.250308,1.321584,[3 6] ; [57 50],[4.65517241 4.34482759] ; [55.34482759 51.65517241],0
a7,1,0.251802,1.313277,[5 4] ; [80 29],[6.48305085 2.51694915] ; [78.51694915 30.48305085],0
s2,1,0.2745,1.194121,[2 7] ; [44 64],[3.53846154 5.46153846] ; [42.46153846 65.53846154],0
p4,1,0.298124,1.082569,[3 6] ; [56 53],[4.5 4.5] ; [54.5 54.5],0
a5,1,0.316035,1.005286,[4 5] ; [67 42],[5.41525424 3.58474576] ; [65.58474576 43.41525424],0
p7,1,0.344625,0.893149,[4 5] ; [63 41],[5.33628319 3.66371681] ; [61.66371681 42.33628319],0
b1,1,0.349689,0.874586,[6 3] ; [55 54],[4.65254237 4.34745763] ; [56.34745763 52.65254237],0
d2,1,0.383376,0.759848,[2 7] ; [40 69],[3.20338983 5.79661017] ; [38.79661017 70.20338983],0
d4,1,0.394794,0.724126,[6 3] ; [86 23],[7.01694915 1.98305085] ; [84.98305085 24.01694915],0
v2,1,0.396709,0.718278,[3 6] ; [49 53],[4.21621622 4.78378378] ; [47.78378378 54.21621622],0
p11,1,0.449624,0.5716,[5 4] ; [74 35],[6.02542373 2.97457627] ; [72.97457627 36.02542373],0
n5,1,0.552891,0.352164,[3 6] ; [47 61],[3.84615385 5.15384615] ; [46.15384615 61.84615385],0
b3,1,0.602836,0.27074,[2 4] ; [14 45],[1.47692308 4.52307692] ; [14.52307692 44.47692308],0
b2,1,0.602836,0.27074,[2 4] ; [14 45],[1.47692308 4.52307692] ; [14.52307692 44.47692308],0
a3,1,0.64413,0.213381,[5 4] ; [69 40],[5.6440678 3.3559322] ; [68.3559322 40.6440678],0
p8,1,0.686079,0.163363,[3 5] ; [48 59],[3.54782609 4.45217391] ; [47.45217391 59.54782609],0
p6,1,0.71426,0.134059,[3 6] ; [29 76],[2.52631579 6.47368421] ; [29.47368421 75.52631579],0
a2,1,0.719082,0.129374,[1 8] ; [17 92],[1.37288136 7.62711864] ; [16.62711864 92.37288136],0
b4,1,0.81085,0.057279,[5 4] ; [65 44],[5.33898305 3.66101695] ; [64.66101695 44.33898305],0
s4,1,0.829636,0.046298,[2 7] ; [21 88],[1.75423729 7.24576271] ; [21.24576271 87.75423729],0
b5,1,0.882873,0.021706,[6 3] ; [70 39],[5.79661017 3.20338983] ; [70.20338983 38.79661017],0
v1,1,0.897929,0.016455,[4 5] ; [49 56],[4.18421053 4.81578947] ; [48.81578947 56.18421053],0
s5,1,0.914397,0.011555,[2 7] ; [25 80],[2.13157895 6.86842105] ; [24.86842105 80.13157895],0
a4,1,0.93983,0.005698,[3 6] ; [35 74],[2.89830508 6.10169492] ; [35.10169492 73.89830508],0
n3,1,0.972294,0.001206,[3 1] ; [23  8],[2.97142857 1.02857143] ; [23.02857143  7.97142857],0
