Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.038989,4.261364,[3 2] ; [1 9],[1.33333333 3.66666667] ; [2.66666667 7.33333333],0
n5,1,0.121335,2.4,[2 3] ; [8 2],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
p7,1,0.134802,2.23631,[1 4] ; [5 3],[2.30769231 2.69230769] ; [3.69230769 4.30769231],0
s1,1,0.170904,1.875,[2 3] ; [1 9],[1. 4.] ; [2. 8.],0
v1,1,0.197703,1.659259,[4 1] ; [4 5],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
p6,1,0.20686,1.593266,[2 3] ; [1 8],[1.07142857 3.92857143] ; [1.92857143 7.07142857],0
d2,1,0.263552,1.25,[1 4] ; [5 5],[2. 3.] ; [4. 6.],0
b1,1,0.263552,1.25,[3 2] ; [3 7],[2. 3.] ; [4. 6.],0
d1,1,0.263552,1.25,[1 4] ; [5 5],[2. 3.] ; [4. 6.],0
a4,1,0.263552,1.25,[3 2] ; [3 7],[2. 3.] ; [4. 6.],0
d4,1,0.408961,0.681818,[3 2] ; [8 2],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
a7,1,0.408961,0.681818,[3 2] ; [8 2],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
a3,1,0.438578,0.6,[4 1] ; [6 4],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
d3,1,0.464214,0.535714,[2 3] ; [6 4],[2.66666667 2.33333333] ; [5.33333333 4.66666667],0
n6,1,0.591208,0.288462,[4 1] ; [9 1],[4.33333333 0.66666667] ; [8.66666667 1.33333333],0
p11,1,0.591208,0.288462,[4 1] ; [9 1],[4.33333333 0.66666667] ; [8.66666667 1.33333333],0
n4,1,0.591208,0.288462,[4 1] ; [9 1],[4.33333333 0.66666667] ; [8.66666667 1.33333333],0
s6,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
s3,1,0.596701,0.28,[1 3] ; [4 6],[1.42857143 2.57142857] ; [3.57142857 6.42857143],0
p10,1,0.648807,0.207407,[4 1] ; [8 1],[4.28571429 0.71428571] ; [7.71428571 1.28571429],0
r3,1,0.679708,0.170455,[4 1] ; [7 3],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
r1,1,0.679708,0.170455,[4 1] ; [7 3],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
v2,1,0.679708,0.170455,[1 4] ; [3 7],[1.33333333 3.66666667] ; [2.66666667 7.33333333],0
d5,1,0.679708,0.170455,[4 1] ; [7 3],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
a6,1,0.698535,0.15,[3 2] ; [7 3],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
p2,1,0.698535,0.15,[3 2] ; [7 3],[3.33333333 1.66666667] ; [6.66666667 3.33333333],0
p3,1,0.698535,0.15,[2 3] ; [3 7],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
s7,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p8,1,0.803017,0.062222,[3 2] ; [6 3],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
s5,1,0.872081,0.025926,[3 2] ; [5 4],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
s8,1,0.872081,0.025926,[2 3] ; [4 5],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
b4,1,1.0,0.0,[4 1] ; [8 2],[4. 1.] ; [8. 2.],0
