Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000247,13.437094,[ 4 42] ; [3 1],[ 6.44 39.56] ; [0.56 3.44],1
s2,1,0.001977,9.57052,[ 6 40] ; [3 1],[ 8.28 37.72] ; [0.72 3.28],0
u1,1,0.025447,4.993207,[ 1 45] ; [1 3],[ 1.84 44.16] ; [0.16 3.84],0
v2,1,0.033169,4.537037,[ 5 40] ; [2 2],[ 6.42857143 38.57142857] ; [0.57142857 3.42857143],0
s3,1,0.044431,4.040098,[12 33] ; [3 1],[13.7755102 31.2244898] ; [1.2244898 2.7755102],0
p4,1,0.053136,3.739648,[ 6 40] ; [2 2],[ 7.36 38.64] ; [0.64 3.36],0
p7,1,0.088211,2.906728,[ 7 38] ; [2 2],[ 8.26530612 36.73469388] ; [0.73469388 3.26530612],0
p9,1,0.114406,2.492281,[15 28] ; [3 1],[16.46808511 26.53191489] ; [1.53191489 2.46808511],0
n6,1,0.16327,1.943671,[18 28] ; [3 1],[19.32 26.68] ; [1.68 2.32],0
r4,1,0.191345,1.707231,[ 3 43] ; [1 3],[ 3.68 42.32] ; [0.32 3.68],0
d2,1,0.206571,1.595296,[19 26] ; [3 1],[20.20408163 24.79591837] ; [1.79591837 2.20408163],0
b5,1,0.225026,1.47203,[20 26] ; [3 1],[21.16 24.84] ; [1.84 2.16],0
s6,1,0.306934,1.043823,[12 34] ; [2 2],[12.88 33.12] ; [1.12 2.88],0
p10,1,0.379981,0.770763,[13 32] ; [2 2],[13.7755102 31.2244898] ; [1.2244898 2.7755102],0
a2,1,0.404193,0.695817,[ 5 41] ; [1 3],[ 5.52 40.48] ; [0.48 3.52],0
n1,1,0.411314,0.675,[10 14] ; [2 1],[10.66666667 13.33333333] ; [1.33333333 1.66666667],0
b3,1,0.439002,0.598889,[13 17] ; [2 1],[13.63636364 16.36363636] ; [1.36363636 1.63636364],0
b2,1,0.439002,0.598889,[13 17] ; [2 1],[13.63636364 16.36363636] ; [1.36363636 1.63636364],0
n3,1,0.448599,0.574189,[10 13] ; [2 1],[10.61538462 12.38461538] ; [1.38461538 1.61538462],0
d3,1,0.472633,0.515814,[20 26] ; [1 3],[19.32 26.68] ; [1.68 2.32],0
d1,1,0.481259,0.496009,[15 31] ; [2 2],[15.64 30.36] ; [1.36 2.64],0
s5,1,0.489614,0.477375,[ 8 38] ; [1 2],[ 8.44897959 37.55102041] ; [0.55102041 2.44897959],0
p1,1,0.508599,0.436949,[ 6 40] ; [1 3],[ 6.44 39.56] ; [0.56 3.44],0
b1,1,0.543077,0.369867,[30 16] ; [2 2],[29.44 16.56] ; [2.56 1.44],0
a7,1,0.543077,0.369867,[16 30] ; [2 2],[16.56 29.44] ; [1.44 2.56],0
a3,1,0.555158,0.348158,[27 18] ; [3 1],[27.55102041 17.44897959] ; [2.44897959 1.55102041],0
n2,1,0.585957,0.296703,[12 12] ; [2 1],[12.44444444 11.55555556] ; [1.55555556 1.44444444],0
r1,1,0.63276,0.228336,[17 29] ; [1 3],[16.56 29.44] ; [1.44 2.56],0
a4,1,0.696566,0.152069,[18 27] ; [2 2],[18.36734694 26.63265306] ; [1.63265306 2.36734694],0
d4,1,0.73538,0.114229,[27 19] ; [2 2],[26.68 19.32] ; [2.32 1.68],0
s4,1,0.794368,0.067935,[ 9 37] ; [1 3],[ 9.2 36.8] ; [0.8 3.2],0
v3,1,0.794368,0.067935,[ 9 37] ; [1 3],[ 9.2 36.8] ; [0.8 3.2],0
p3,1,0.812053,0.056538,[ 9 36] ; [1 3],[ 9.18367347 35.81632653] ; [0.81632653 3.18367347],0
a5,1,0.867096,0.028005,[25 21] ; [2 2],[24.84 21.16] ; [2.16 1.84],0
b4,1,0.867096,0.028005,[25 21] ; [2 2],[24.84 21.16] ; [2.16 1.84],0
r2,1,0.877641,0.023704,[28 17] ; [2 1],[28.125 16.875] ; [1.875 1.125],0
p11,1,0.87997,0.022803,[10 36] ; [1 3],[10.12 35.88] ; [0.88 3.12],0
a6,1,0.933476,0.006968,[24 22] ; [2 2],[23.92 22.08] ; [2.08 1.92],0
