Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.008958,6.83112,[8 9] ; [ 4 27],[ 4.25 12.75] ; [ 7.75 23.25],0
s5,1,0.0121,6.296204,[ 6 11] ; [ 2 28],[ 2.89361702 14.10638298] ; [ 5.10638298 24.89361702],0
s6,1,0.025581,4.984132,[9 7] ; [ 7 23],[ 5.56521739 10.43478261] ; [10.43478261 19.56521739],0
p2,1,0.064162,3.426392,[11  6] ; [11 19],[7.95744681 9.04255319] ; [14.04255319 15.95744681],0
u3,1,0.123778,2.368852,[3 4] ; [ 2 13],[1.59090909 5.40909091] ; [ 3.40909091 11.59090909],0
u2,1,0.123778,2.368852,[3 4] ; [ 2 13],[1.59090909 5.40909091] ; [ 3.40909091 11.59090909],0
v2,1,0.156305,2.009614,[8 9] ; [ 8 22],[ 5.78723404 11.21276596] ; [10.21276596 19.78723404],0
r3,1,0.17016,1.881536,[12  5] ; [15 15],[9.76595745 7.23404255] ; [17.23404255 12.76595745],0
p8,1,0.178283,1.811879,[ 5 12] ; [ 4 26],[ 3.25531915 13.74468085] ; [ 5.74468085 24.25531915],0
d4,1,0.202194,1.626457,[12  5] ; [16 15],[9.91666667 7.08333333] ; [18.08333333 12.91666667],0
s7,1,0.204894,1.607143,[ 5 10] ; [ 5 25],[ 3.33333333 11.66666667] ; [ 6.66666667 23.33333333],0
s8,1,0.222579,1.487666,[ 6 11] ; [ 6 25],[ 4.25 12.75] ; [ 7.75 23.25],0
p5,1,0.240748,1.376209,[ 3 14] ; [ 2 28],[ 1.80851064 15.19148936] ; [ 3.19148936 26.80851064],0
v1,1,0.271878,1.207245,[ 7 10] ; [ 8 23],[ 5.3125 11.6875] ; [ 9.6875 21.3125],0
b1,1,0.277826,1.177691,[11  6] ; [15 16],[9.20833333 7.79166667] ; [16.79166667 14.20833333],0
s2,1,0.278587,1.173971,[ 6 10] ; [ 7 24],[ 4.42553191 11.57446809] ; [ 8.57446809 22.42553191],0
n6,1,0.308987,1.035,[12  4] ; [18 12],[10.43478261  5.56521739] ; [19.56521739 10.43478261],0
p6,1,0.334068,0.933063,[ 5 12] ; [ 5 24],[ 3.69565217 13.30434783] ; [ 6.30434783 22.69565217],0
s3,1,0.336595,0.923357,[8 8] ; [11 20],[6.46808511 9.53191489] ; [12.53191489 18.46808511],0
a6,1,0.341822,0.903587,[8 9] ; [19 12],[9.5625 7.4375] ; [17.4375 13.5625],0
n3,1,0.361466,0.832792,[2 5] ; [6 6],[2.94736842 4.05263158] ; [5.05263158 6.94736842],0
b5,1,0.365258,0.819734,[ 7 10] ; [17 14],[8.5 8.5] ; [15.5 15.5],0
p10,1,0.41757,0.657143,[10  6] ; [15 15],[8.69565217 7.30434783] ; [16.30434783 13.69565217],0
a7,1,0.464236,0.535662,[9 8] ; [13 18],[7.79166667 9.20833333] ; [14.20833333 16.79166667],0
a3,1,0.476845,0.506071,[10  6] ; [16 15],[8.85106383 7.14893617] ; [17.14893617 13.85106383],0
d5,1,0.507222,0.439794,[11  6] ; [17 14],[9.91666667 7.08333333] ; [18.08333333 12.91666667],0
a5,1,0.507222,0.439794,[11  6] ; [17 14],[9.91666667 7.08333333] ; [18.08333333 12.91666667],0
n1,1,0.514584,0.424735,[3 4] ; [7 5],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
n2,1,0.514584,0.424735,[4 3] ; [5 7],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
p7,1,0.536651,0.381782,[ 7 10] ; [10 21],[ 6.02083333 10.97916667] ; [10.97916667 20.02083333],0
b3,1,0.561496,0.33712,[5 9] ; [ 5 14],[4.24242424 9.75757576] ; [ 5.75757576 13.24242424],0
b2,1,0.561496,0.33712,[5 9] ; [ 5 14],[4.24242424 9.75757576] ; [ 5.75757576 13.24242424],0
a1,1,0.656057,0.198348,[ 3 14] ; [ 4 27],[ 2.47916667 14.52083333] ; [ 4.52083333 26.47916667],0
p1,1,0.682001,0.167882,[ 2 15] ; [ 5 26],[ 2.47916667 14.52083333] ; [ 4.52083333 26.47916667],0
p4,1,0.696819,0.151803,[ 7 10] ; [11 20],[ 6.375 10.625] ; [11.625 19.375],0
r2,1,0.716031,0.132328,[10  7] ; [16 14],[9.40425532 7.59574468] ; [16.59574468 13.40425532],0
p11,1,0.762807,0.091082,[9 8] ; [15 16],[8.5 8.5] ; [15.5 15.5],0
s1,1,0.820885,0.05126,[ 2 15] ; [ 3 28],[ 1.77083333 15.22916667] ; [ 3.22916667 27.77083333],0
p3,1,0.838766,0.041401,[ 5 12] ; [10 21],[ 5.3125 11.6875] ; [ 9.6875 21.3125],0
a4,1,0.839797,0.040866,[ 5 12] ; [ 8 22],[ 4.70212766 12.29787234] ; [ 8.29787234 21.70212766],0
b4,1,0.867259,0.027936,[10  7] ; [19 12],[10.27083333  6.72916667] ; [18.72916667 12.27083333],0
a2,1,0.909183,0.013012,[ 2 15] ; [ 4 27],[ 2.125 14.875] ; [ 3.875 27.125],0
s4,1,0.909183,0.013012,[ 2 15] ; [ 4 27],[ 2.125 14.875] ; [ 3.875 27.125],0
u1,1,0.937889,0.006072,[ 1 16] ; [ 2 29],[ 1.0625 15.9375] ; [ 1.9375 29.0625],0
v3,1,0.940376,0.005595,[ 4 13] ; [ 7 24],[ 3.89583333 13.10416667] ; [ 7.10416667 23.89583333],0
a8,1,0.958762,0.002674,[ 3 12] ; [ 6 25],[ 2.93478261 12.06521739] ; [ 6.06521739 24.93478261],0
d3,1,0.959315,0.002602,[ 7 10] ; [13 18],[7.08333333 9.91666667] ; [12.91666667 18.08333333],0
p9,1,0.978339,0.000737,[9 7] ; [17 13],[9.04347826 6.95652174] ; [16.95652174 13.04347826],0
p12,1,0.978625,0.000718,[ 1 15] ; [ 2 29],[ 1.0212766 14.9787234] ; [ 1.9787234 29.0212766],0
d2,1,0.979346,0.00067,[8 9] ; [14 16],[7.95744681 9.04255319] ; [14.04255319 15.95744681],0
d1,1,0.989511,0.000173,[ 6 11] ; [11 20],[ 6.02083333 10.97916667] ; [10.97916667 20.02083333],0
