Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000116,14.860524,[18 32] ; [32 10],[27.17391304 22.82608696] ; [22.82608696 19.17391304],1
a5,1,0.000387,12.592548,[21 29] ; [33  9],[29.34782609 20.65217391] ; [24.65217391 17.34782609],1
d5,1,0.004497,8.071202,[32 17] ; [38  4],[37.69230769 11.30769231] ; [32.30769231  9.69230769],0
a2,1,0.004723,7.982748,[ 4 46] ; [13 29],[ 9.23913043 40.76086957] ; [ 7.76086957 34.23913043],0
s6,1,0.005932,7.570931,[18 31] ; [27 14],[24.5 24.5] ; [20.5 20.5],0
d2,1,0.006863,7.308547,[18 32] ; [27 15],[24.45652174 25.54347826] ; [20.54347826 21.45652174],0
b1,1,0.007538,7.140017,[33 17] ; [16 26],[26.63043478 23.36956522] ; [22.36956522 19.63043478],0
u1,1,0.010276,6.586474,[ 2 48] ; [ 9 33],[ 5.97826087 44.02173913] ; [ 5.02173913 36.97826087],0
r1,1,0.016648,5.733094,[26 24] ; [32 10],[31.52173913 18.47826087] ; [26.47826087 15.52173913],0
v3,1,0.026134,4.947148,[ 9 38] ; [16 23],[13.6627907 33.3372093] ; [11.3372093 27.6627907],0
r2,1,0.02619,4.943421,[37 12] ; [39  3],[40.92307692  8.07692308] ; [35.07692308  6.92307692],0
d3,1,0.030177,4.69918,[28 21] ; [33  9],[32.84615385 16.15384615] ; [28.15384615 13.84615385],0
d4,1,0.042542,4.113491,[37 13] ; [38  4],[40.76086957  9.23913043] ; [34.23913043  7.76086957],0
a6,1,0.046974,3.946335,[23 27] ; [28 14],[27.7173913 22.2826087] ; [23.2826087 18.7173913],0
s8,1,0.055617,3.663498,[ 7 42] ; [13 29],[10.76923077 38.23076923] ; [ 9.23076923 32.76923077],0
r4,1,0.056164,3.647197,[30 20] ; [33  9],[34.23913043 15.76086957] ; [28.76086957 13.23913043],0
s7,1,0.087862,2.913118,[10 35] ; [15 23],[13.55421687 31.44578313] ; [11.44578313 26.55421687],0
b5,1,0.12626,2.337899,[34 16] ; [22 20],[30.43478261 19.56521739] ; [25.56521739 16.43478261],0
n4,1,0.143317,2.141973,[12 38] ; [16 26],[15.2173913 34.7826087] ; [12.7826087 29.2173913],0
v1,1,0.158314,1.990255,[13 36] ; [17 25],[16.15384615 32.84615385] ; [13.84615385 28.15384615],0
p6,1,0.163254,1.943827,[ 8 42] ; [11 28],[10.6741573 39.3258427] ; [ 8.3258427 30.6741573],0
a4,1,0.184512,1.760906,[17 33] ; [20 22],[20.10869565 29.89130435] ; [16.89130435 25.10869565],0
v4,1,0.2032,1.619223,[39 11] ; [37  5],[41.30434783  8.69565217] ; [34.69565217  7.30434783],0
s5,1,0.204017,1.613382,[11 36] ; [14 25],[13.6627907 33.3372093] ; [11.3372093 27.6627907],0
s1,1,0.219718,1.506213,[ 6 44] ; [ 2 40],[ 4.34782609 45.65217391] ; [ 3.65217391 38.34782609],0
n6,1,0.250785,1.318926,[22 28] ; [23 18],[24.72527473 25.27472527] ; [20.27472527 20.72527473],0
a3,1,0.26071,1.264983,[27 22] ; [28 14],[29.61538462 19.38461538] ; [25.38461538 16.61538462],0
s2,1,0.352391,0.86483,[19 31] ; [20 22],[21.19565217 28.80434783] ; [17.80434783 24.19565217],0
a7,1,0.40891,0.681967,[31 18] ; [30 12],[32.84615385 16.15384615] ; [28.15384615 13.84615385],0
n2,1,0.433273,0.614035,[12  8] ; [7 8],[10.85714286  9.14285714] ; [8.14285714 6.85714286],0
s4,1,0.441641,0.592015,[13 37] ; [14 28],[14.67391304 35.32608696] ; [12.32608696 29.67391304],0
s3,1,0.448903,0.57342,[20 29] ; [20 21],[21.77777778 27.22222222] ; [18.22222222 22.77777778],0
p8,1,0.499015,0.457031,[13 37] ; [13 27],[14.44444444 35.55555556] ; [11.55555556 28.44444444],0
p10,1,0.527288,0.399615,[20 29] ; [19 21],[21.47191011 27.52808989] ; [17.52808989 22.47191011],0
p4,1,0.529649,0.395065,[18 32] ; [17 23],[19.44444444 30.55555556] ; [15.55555556 24.44444444],0
p3,1,0.588067,0.293373,[19 31] ; [13 27],[17.77777778 32.22222222] ; [14.22222222 25.77777778],0
n3,1,0.609923,0.260287,[13  6] ; [9 6],[12.29411765  6.70588235] ; [9.70588235 5.29411765],0
a1,1,0.663185,0.189677,[ 2 48] ; [ 1 41],[ 1.63043478 48.36956522] ; [ 1.36956522 40.63043478],0
u2,1,0.67558,0.175144,[11 11] ; [8 6],[11.61111111 10.38888889] ; [7.38888889 6.61111111],0
p9,1,0.696794,0.151829,[22 26] ; [20 20],[22.90909091 25.09090909] ; [19.09090909 20.90909091],0
n1,1,0.727383,0.121528,[ 5 15] ; [ 3 12],[ 4.57142857 15.42857143] ; [ 3.42857143 11.57142857],0
p1,1,0.801121,0.063452,[ 3 47] ; [ 3 38],[ 3.2967033 46.7032967] ; [ 2.7032967 38.2967033],0
p2,1,0.823254,0.04989,[28 22] ; [22 19],[27.47252747 22.52747253] ; [22.52747253 18.47252747],0
b3,1,0.869456,0.027011,[ 6 22] ; [ 4 13],[ 6.22222222 21.77777778] ; [ 3.77777778 13.22222222],0
b2,1,0.869456,0.027011,[ 6 22] ; [ 4 13],[ 6.22222222 21.77777778] ; [ 3.77777778 13.22222222],0
p7,1,0.924555,0.008968,[20 30] ; [16 25],[19.78021978 30.21978022] ; [16.21978022 24.78021978],0
b4,1,0.962993,0.002153,[30 20] ; [25 17],[29.89130435 20.10869565] ; [25.10869565 16.89130435],0
u3,1,1.0,0.0,[11 11] ; [7 7],[11. 11.] ; [7. 7.],0
