Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.05813,3.589959,[6 7] ; [7 1],[8.04761905 4.95238095] ; [4.95238095 3.04761905],0
n3,1,0.098943,2.7225,[1 3] ; [4 1],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
u2,1,0.133614,2.25,[5 1] ; [1 2],[4. 2.] ; [2. 1.],0
d5,1,0.194567,1.682692,[6 7] ; [6 2],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
n4,1,0.200933,1.635577,[5 8] ; [1 7],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
a4,1,0.203737,1.615385,[ 3 10] ; [4 4],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
d1,1,0.203737,1.615385,[ 3 10] ; [4 4],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
p2,1,0.284117,1.14729,[8 5] ; [3 5],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
v1,1,0.33235,0.939719,[6 7] ; [2 6],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
v3,1,0.339802,0.911178,[4 9] ; [1 7],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
s6,1,0.339802,0.911178,[4 9] ; [1 7],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
d2,1,0.339802,0.911178,[4 9] ; [1 7],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
a5,1,0.378175,0.776627,[4 9] ; [4 4],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
a7,1,0.466394,0.530507,[6 7] ; [5 3],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
p9,1,0.466394,0.530507,[7 6] ; [3 5],[6.19047619 6.80952381] ; [3.80952381 4.19047619],0
p8,1,0.52511,0.403846,[5 8] ; [2 6],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
b1,1,0.52511,0.403846,[8 5] ; [6 2],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
p11,1,0.52511,0.403846,[5 8] ; [2 6],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
d3,1,0.52511,0.403846,[8 5] ; [6 2],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
s2,1,0.548893,0.359304,[ 3 10] ; [1 7],[ 2.47619048 10.52380952] ; [1.52380952 6.47619048],0
s4,1,0.585804,0.296946,[ 2 11] ; [2 6],[ 2.47619048 10.52380952] ; [1.52380952 6.47619048],0
v4,1,0.697161,0.151442,[7 6] ; [5 3],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
a3,1,0.697161,0.151442,[7 6] ; [5 3],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
b5,1,0.697161,0.151442,[7 6] ; [5 3],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
s1,1,0.715501,0.132844,[ 1 12] ; [1 7],[ 1.23809524 11.76190476] ; [0.76190476 7.23809524],0
a2,1,0.715501,0.132844,[ 1 12] ; [1 7],[ 1.23809524 11.76190476] ; [0.76190476 7.23809524],0
s3,1,0.718904,0.129545,[2 9] ; [2 6],[2.31578947 8.68421053] ; [1.68421053 6.31578947],0
n6,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
a6,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
p4,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
p7,1,0.852179,0.034722,[5 7] ; [3 5],[4.8 7.2] ; [3.2 4.8],0
r2,1,0.852179,0.034722,[7 5] ; [5 3],[7.2 4.8] ; [4.8 3.2],0
p10,1,0.863926,0.029371,[6 7] ; [4 4],[6.19047619 6.80952381] ; [3.80952381 4.19047619],0
p3,1,0.964854,0.001942,[5 8] ; [3 5],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
