Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.009578,6.711746,[11  4] ; [1 6],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
v3,1,0.040424,4.2,[ 2 12] ; [4 3],[ 4. 10.] ; [2. 5.],0
p7,1,0.044888,4.022857,[9 6] ; [1 6],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
p2,1,0.081481,3.035102,[12  3] ; [3 4],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
p8,1,0.082735,3.010338,[8 7] ; [1 6],[6.13636364 8.86363636] ; [2.86363636 4.13636364],0
p11,1,0.094638,2.793651,[10  5] ; [2 5],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
a5,1,0.094638,2.793651,[10  5] ; [2 5],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
s3,1,0.094638,2.793651,[10  5] ; [2 5],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
u2,1,0.186858,1.742222,[1 4] ; [2 1],[1.875 3.125] ; [1.125 1.875],0
b4,1,0.227776,1.454694,[9 6] ; [6 1],[10.22727273  4.77272727] ; [4.77272727 2.22727273],0
p6,1,0.227776,1.454694,[6 9] ; [1 6],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
n6,1,0.262193,1.257143,[12  3] ; [4 3],[10.90909091  4.09090909] ; [5.09090909 1.90909091],0
d2,1,0.29008,1.119251,[10  5] ; [3 4],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
r1,1,0.350122,0.873016,[10  5] ; [6 1],[10.90909091  4.09090909] ; [5.09090909 1.90909091],0
s5,1,0.416793,0.659341,[4 9] ; [1 6],[3.25 9.75] ; [1.75 5.25],0
b1,1,0.421374,0.646479,[8 7] ; [5 2],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
d3,1,0.421374,0.646479,[8 7] ; [5 2],[8.86363636 6.13636364] ; [4.13636364 2.86363636],0
a2,1,0.562591,0.335238,[ 1 14] ; [1 6],[ 1.36363636 13.63636364] ; [0.63636364 6.36363636],0
p3,1,0.603743,0.269388,[6 9] ; [2 5],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
a7,1,0.603743,0.269388,[9 6] ; [5 2],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
a6,1,0.647141,0.209524,[7 8] ; [4 3],[7.5 7.5] ; [3.5 3.5],0
d1,1,0.647141,0.209524,[8 7] ; [3 4],[7.5 7.5] ; [3.5 3.5],0
s2,1,0.654992,0.199664,[ 3 12] ; [2 5],[ 3.40909091 11.59090909] ; [1.59090909 5.40909091],0
a3,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
v2,1,0.665362,0.187075,[10  5] ; [4 3],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
b2,1,0.706879,0.141414,[5 6] ; [1 2],[4.71428571 6.28571429] ; [1.28571429 1.71428571],0
b3,1,0.706879,0.141414,[5 6] ; [1 2],[4.71428571 6.28571429] ; [1.28571429 1.71428571],0
s8,1,0.823261,0.049887,[ 5 10] ; [2 5],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
a4,1,0.823261,0.049887,[ 5 10] ; [2 5],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
v1,1,0.823261,0.049887,[ 5 10] ; [2 5],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
s6,1,0.84822,0.03663,[8 5] ; [4 3],[7.8 5.2] ; [4.2 2.8],0
u3,1,0.850436,0.035556,[2 3] ; [1 2],[1.875 3.125] ; [1.125 1.875],0
n5,1,0.867258,0.027937,[8 7] ; [4 3],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
p4,1,0.867258,0.027937,[7 8] ; [3 4],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
b5,1,0.867258,0.027937,[8 7] ; [4 3],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
n4,1,0.925558,0.00873,[11  4] ; [5 2],[10.90909091  4.09090909] ; [5.09090909 1.90909091],0
d5,1,0.951655,0.003676,[13  2] ; [6 1],[12.95454545  2.04545455] ; [6.04545455 0.95454545],0
a8,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
s7,1,1.0,0.0,[ 5 10] ; [2 4],[ 5. 10.] ; [2. 4.],0
