Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.006104,7.519444,[ 1 12] ; [17 16],[5.08695652 7.91304348] ; [12.91304348 20.08695652],0
p10,1,0.010392,6.56636,[ 1 13] ; [16 19],[4.85714286 9.14285714] ; [12.14285714 22.85714286],0
v4,1,0.020695,5.352256,[ 5 10] ; [24 11],[8.7 6.3] ; [20.3 14.7],0
a3,1,0.065714,3.386955,[5 9] ; [22 12],[7.875 6.125] ; [19.125 14.875],0
a5,1,0.072546,3.224446,[ 4 11] ; [19 16],[6.9 8.1] ; [16.1 18.9],0
u2,1,0.073691,3.198832,[5 5] ; [ 2 11],[3.04347826 6.95652174] ; [3.95652174 9.04347826],0
v1,1,0.092261,2.834467,[ 2 13] ; [13 22],[ 4.5 10.5] ; [10.5 24.5],0
n1,1,0.094264,2.8,[2 6] ; [12  8],[4. 4.] ; [10. 10.],0
v3,1,0.122823,2.380952,[ 1 14] ; [ 9 26],[ 3. 12.] ; [ 7. 28.],0
r1,1,0.150401,2.068184,[ 4 11] ; [17 18],[6.3 8.7] ; [14.7 20.3],0
p3,1,0.160037,1.973878,[ 1 14] ; [ 8 26],[ 2.75510204 12.24489796] ; [ 6.24489796 27.75510204],0
d3,1,0.171285,1.871658,[ 3 12] ; [14 21],[5.1 9.9] ; [11.9 23.1],0
s4,1,0.178022,1.814059,[ 4 11] ; [ 4 31],[ 2.4 12.6] ; [ 5.6 29.4],0
d2,1,0.18072,1.791697,[ 4 11] ; [16 18],[6.12244898 8.87755102] ; [13.87755102 20.12244898],0
s3,1,0.181858,1.782374,[ 2 12] ; [11 22],[ 3.87234043 10.12765957] ; [ 9.12765957 23.87234043],0
n2,1,0.184054,1.764583,[3 5] ; [13  7],[4.57142857 3.42857143] ; [11.42857143  8.57142857],0
b4,1,0.207712,1.587302,[11  4] ; [19 16],[9. 6.] ; [21. 14.],0
v2,1,0.21486,1.538372,[ 3 11] ; [ 3 32],[ 1.71428571 12.28571429] ; [ 4.28571429 30.71428571],0
p7,1,0.228339,1.451175,[ 4 11] ; [ 4 28],[ 2.55319149 12.44680851] ; [ 5.44680851 26.55319149],0
s2,1,0.238593,1.388889,[ 1 14] ; [ 7 28],[ 2.4 12.6] ; [ 5.6 29.4],0
d1,1,0.312422,1.020408,[ 3 12] ; [12 23],[ 4.5 10.5] ; [10.5 24.5],0
a7,1,0.319868,0.989487,[ 5 10] ; [17 18],[6.6 8.4] ; [15.4 19.6],0
n3,1,0.33281,0.937934,[3 5] ; [11  8],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
n6,1,0.528733,0.396825,[ 5 10] ; [15 20],[6. 9.] ; [14. 21.],0
b1,1,0.528733,0.396825,[10  5] ; [20 15],[9. 6.] ; [21. 14.],0
n4,1,0.557659,0.343774,[9 6] ; [24 11],[9.9 5.1] ; [23.1 11.9],0
u3,1,0.559847,0.33997,[2 8] ; [4 9],[2.60869565 7.39130435] ; [3.39130435 9.60869565],0
a1,1,0.573919,0.31617,[ 2 13] ; [ 7 28],[ 2.7 12.3] ; [ 6.3 28.7],0
s5,1,0.573919,0.31617,[ 2 13] ; [ 7 28],[ 2.7 12.3] ; [ 6.3 28.7],0
s1,1,0.607011,0.26455,[ 1 14] ; [ 4 31],[ 1.5 13.5] ; [ 3.5 31.5],0
a2,1,0.607011,0.26455,[ 2 13] ; [ 3 32],[ 1.5 13.5] ; [ 3.5 31.5],0
d5,1,0.621189,0.2442,[7 8] ; [19 16],[7.8 7.2] ; [18.2 16.8],0
b5,1,0.621189,0.2442,[8 7] ; [16 19],[7.2 7.8] ; [16.8 18.2],0
s7,1,0.621769,0.243389,[ 2 11] ; [ 7 25],[ 2.6 10.4] ; [ 6.4 25.6],0
a4,1,0.644167,0.213333,[ 4 11] ; [11 22],[ 4.6875 10.3125] ; [10.3125 22.6875],0
p11,1,0.664612,0.18797,[ 3 12] ; [ 9 26],[ 3.6 11.4] ; [ 8.4 26.6],0
p2,1,0.690601,0.158435,[ 4 11] ; [11 23],[ 4.59183673 10.40816327] ; [10.40816327 23.59183673],0
b3,1,0.706082,0.142222,[4 8] ; [ 8 12],[4.5 7.5] ; [ 7.5 12.5],0
b2,1,0.706082,0.142222,[4 8] ; [ 8 12],[4.5 7.5] ; [ 7.5 12.5],0
p1,1,0.73633,0.113379,[ 2 13] ; [ 6 29],[ 2.4 12.6] ; [ 5.6 29.4],0
d4,1,0.757621,0.095238,[8 7] ; [17 18],[7.5 7.5] ; [17.5 17.5],0
a6,1,0.803606,0.061843,[7 8] ; [15 20],[6.6 8.4] ; [15.4 19.6],0
s6,1,0.844579,0.038431,[ 4 11] ; [10 24],[ 4.28571429 10.71428571] ; [ 9.71428571 24.28571429],0
p6,1,0.868951,0.027222,[ 1 13] ; [ 3 32],[ 1.14285714 12.85714286] ; [ 2.85714286 32.14285714],0
n5,1,0.890664,0.018896,[11  4] ; [25 10],[10.8  4.2] ; [25.2  9.8],0
