Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000283,13.17931,[8 5] ; [ 2 24],[3.33333333 9.66666667] ; [ 6.66666667 19.33333333],1
p8,1,0.011863,6.331169,[7 6] ; [ 4 22],[3.66666667 9.33333333] ; [ 7.33333333 18.66666667],0
p6,1,0.018805,5.519576,[6 7] ; [ 3 22],[3.07894737 9.92105263] ; [ 5.92105263 19.07894737],0
u3,1,0.038989,4.261364,[3 1] ; [2 9],[1.33333333 2.66666667] ; [3.66666667 7.33333333],0
p7,1,0.065541,3.391304,[8 5] ; [ 8 18],[5.33333333 7.66666667] ; [10.66666667 15.33333333],0
s6,1,0.090628,2.863176,[8 3] ; [11 15],[5.64864865 5.35135135] ; [13.35135135 12.64864865],0
a4,1,0.091696,2.844341,[6 7] ; [ 5 20],[3.76315789 9.23684211] ; [ 7.23684211 17.76315789],0
p9,1,0.103031,2.657991,[10  2] ; [14 11],[7.78378378 4.21621622] ; [16.21621622  8.78378378],0
n4,1,0.106864,2.6,[12  1] ; [18  8],[10.  3.] ; [20.  6.],0
r1,1,0.109959,2.554813,[8 5] ; [ 9 17],[5.66666667 7.33333333] ; [11.33333333 14.66666667],0
a8,1,0.120903,2.405587,[4 8] ; [ 3 22],[2.27027027 9.72972973] ; [ 4.72972973 20.27027027],0
p10,1,0.121458,2.398422,[10  2] ; [15 11],[7.89473684 4.10526316] ; [17.10526316  8.89473684],0
s7,1,0.126645,2.333159,[6 5] ; [ 7 18],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
p11,1,0.141032,2.166667,[11  2] ; [16 10],[9. 4.] ; [18.  8.],0
a7,1,0.172955,1.857143,[8 5] ; [10 16],[6. 7.] ; [12. 14.],0
d3,1,0.172955,1.857143,[5 8] ; [16 10],[7. 6.] ; [14. 12.],0
p12,1,0.173096,1.855922,[ 2 10] ; [ 1 25],[ 0.94736842 11.05263158] ; [ 2.05263158 23.94736842],0
d5,1,0.208359,1.582792,[11  2] ; [17  9],[9.33333333 3.66666667] ; [18.66666667  7.33333333],0
u2,1,0.217832,1.518595,[2 2] ; [2 9],[1.06666667 2.93333333] ; [2.93333333 8.06666667],0
b3,1,0.234657,1.412406,[4 6] ; [ 3 13],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
b2,1,0.234657,1.412406,[4 6] ; [ 3 13],[2.69230769 7.30769231] ; [ 4.30769231 11.69230769],0
r4,1,0.249745,1.324728,[7 6] ; [ 9 17],[5.33333333 7.66666667] ; [10.66666667 15.33333333],0
v2,1,0.257362,1.282895,[8 5] ; [11 15],[6.33333333 6.66666667] ; [12.66666667 13.33333333],0
v1,1,0.263107,1.252336,[6 7] ; [ 7 18],[4.44736842 8.55263158] ; [ 8.55263158 16.44736842],0
n2,1,0.303052,1.060714,[3 1] ; [3 4],[2.18181818 1.81818182] ; [3.81818182 3.18181818],0
d2,1,0.304976,1.052308,[8 5] ; [11 14],[6.5 6.5] ; [12.5 12.5],0
s4,1,0.346465,0.886364,[ 1 12] ; [ 5 21],[ 2. 11.] ; [ 4. 22.],0
p2,1,0.357168,0.847826,[9 4] ; [14 12],[7.66666667 5.33333333] ; [15.33333333 10.66666667],0
s3,1,0.357744,0.845798,[7 5] ; [11 15],[5.68421053 6.31578947] ; [12.31578947 13.68421053],0
n5,1,0.420113,0.65,[11  2] ; [19  7],[10.  3.] ; [20.  6.],0
p5,1,0.455414,0.557143,[ 2 11] ; [ 2 24],[ 1.33333333 11.66666667] ; [ 2.66666667 23.33333333],0
r2,1,0.477897,0.503658,[6 7] ; [14 10],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
a3,1,0.485045,0.4875,[9 4] ; [15 11],[8. 5.] ; [16. 10.],0
s1,1,0.607717,0.263514,[ 1 12] ; [ 1 25],[ 0.66666667 12.33333333] ; [ 1.33333333 24.66666667],0
d4,1,0.614798,0.253247,[10  3] ; [18  8],[9.33333333 3.66666667] ; [18.66666667  7.33333333],0
a6,1,0.650506,0.205263,[7 6] ; [12 14],[6.33333333 6.66666667] ; [12.66666667 13.33333333],0
p1,1,0.708992,0.139286,[ 1 12] ; [ 3 23],[ 1.33333333 11.66666667] ; [ 2.66666667 23.33333333],0
u1,1,0.708992,0.139286,[ 1 12] ; [ 3 23],[ 1.33333333 11.66666667] ; [ 2.66666667 23.33333333],0
s5,1,0.729456,0.119612,[3 9] ; [ 5 20],[2.59459459 9.40540541] ; [ 5.40540541 19.59459459],0
b4,1,0.801336,0.063312,[9 4] ; [19  7],[9.33333333 3.66666667] ; [18.66666667  7.33333333],0
p3,1,0.813403,0.055714,[5 8] ; [ 9 17],[4.66666667 8.33333333] ; [ 9.33333333 16.66666667],0
a5,1,0.817941,0.052989,[8 5] ; [15 11],[7.66666667 5.33333333] ; [15.33333333 10.66666667],0
d1,1,0.817941,0.052989,[5 8] ; [11 15],[5.33333333 7.66666667] ; [10.66666667 15.33333333],0
n1,1,0.818971,0.052381,[2 2] ; [3 4],[1.81818182 2.18181818] ; [3.18181818 3.81818182],0
p4,1,0.819382,0.052139,[6 7] ; [11 15],[5.66666667 7.33333333] ; [11.33333333 14.66666667],0
b5,1,0.819382,0.052139,[7 6] ; [15 11],[7.33333333 5.66666667] ; [14.66666667 11.33333333],0
b1,1,0.820789,0.051316,[6 7] ; [13 13],[6.33333333 6.66666667] ; [12.66666667 13.33333333],0
s2,1,0.938278,0.005996,[4 8] ; [ 9 17],[4.10526316 7.89473684] ; [ 8.89473684 17.10526316],0
