Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.5e-05,18.72091,[40 15] ; [19 40],[28.46491228 26.53508772] ; [30.53508772 28.46491228],1
d4,1,0.010871,6.486217,[37 17] ; [52  7],[42.53097345 11.46902655] ; [46.46902655 12.53097345],0
a8,1,0.012809,6.195339,[10 42] ; [ 2 51],[ 5.94285714 46.05714286] ; [ 6.05714286 46.94285714],0
p7,1,0.013971,6.041859,[35 17] ; [25 32],[28.62385321 23.37614679] ; [31.37614679 25.62385321],0
b1,1,0.014825,5.937134,[34 21] ; [23 36],[27.5 27.5] ; [29.5 29.5],0
b3,1,0.045,4.018632,[ 6 26] ; [13 18],[ 9.65079365 22.34920635] ; [ 9.34920635 21.65079365],0
b2,1,0.045,4.018632,[ 6 26] ; [13 18],[ 9.65079365 22.34920635] ; [ 9.34920635 21.65079365],0
p1,1,0.061279,3.502423,[ 2 53] ; [ 8 51],[ 4.8245614 50.1754386] ; [ 5.1754386 53.8245614],0
d3,1,0.071015,3.259404,[30 23] ; [43 16],[34.54464286 18.45535714] ; [38.45535714 20.54464286],0
d1,1,0.131998,2.268846,[23 32] ; [33 26],[27.01754386 27.98245614] ; [28.98245614 30.01754386],0
p6,1,0.15095,2.062621,[16 36] ; [11 47],[12.76363636 39.23636364] ; [14.23636364 43.76363636],0
n2,1,0.166485,1.914312,[15  1] ; [13  4],[13.57575758  2.42424242] ; [14.42424242  2.57575758],0
p3,1,0.168666,1.894763,[17 37] ; [26 33],[20.54867257 33.45132743] ; [22.45132743 36.54867257],0
s5,1,0.212567,1.553857,[10 45] ; [15 38],[12.73148148 42.26851852] ; [12.26851852 40.73148148],0
a2,1,0.233906,1.416949,[11 44] ; [ 7 52],[ 8.68421053 46.31578947] ; [ 9.31578947 49.68421053],0
p11,1,0.240909,1.375266,[41 14] ; [38 21],[38.11403509 16.88596491] ; [40.88596491 18.11403509],0
v1,1,0.260262,1.267362,[28 24] ; [25 33],[25.05454545 26.94545455] ; [27.94545455 30.05454545],0
a1,1,0.282269,1.156133,[ 2 53] ; [ 5 54],[ 3.37719298 51.62280702] ; [ 3.62280702 55.37719298],0
p4,1,0.313177,1.017231,[28 26] ; [25 34],[25.32743363 28.67256637] ; [27.67256637 31.32743363],0
b4,1,0.366675,0.814901,[28 27] ; [35 24],[30.39473684 24.60526316] ; [32.60526316 26.39473684],0
r4,1,0.387306,0.747385,[39 16] ; [46 13],[41.00877193 13.99122807] ; [43.99122807 15.00877193],0
p5,1,0.416944,0.658914,[ 5 50] ; [ 3 55],[ 3.89380531 51.10619469] ; [ 4.10619469 53.89380531],0
b5,1,0.443459,0.587316,[40 15] ; [39 20],[38.11403509 16.88596491] ; [40.88596491 18.11403509],0
s7,1,0.443793,0.586455,[18 35] ; [23 33],[19.93577982 33.06422018] ; [21.06422018 34.93577982],0
v3,1,0.458392,0.549818,[16 34] ; [14 41],[14.28571429 35.71428571] ; [15.71428571 39.28571429],0
u3,1,0.477897,0.503658,[10  7] ; [14  6],[11.02702703  5.97297297] ; [12.97297297  7.02702703],0
a4,1,0.503913,0.446686,[21 34] ; [19 40],[19.29824561 35.70175439] ; [20.70175439 38.29824561],0
a7,1,0.513059,0.427823,[37 18] ; [43 16],[38.59649123 16.40350877] ; [41.40350877 17.59649123],0
a6,1,0.516633,0.42061,[37 17] ; [37 22],[35.36283186 18.63716814] ; [38.63716814 20.36283186],0
r1,1,0.550517,0.356392,[36 19] ; [41 17],[37.47787611 17.52212389] ; [39.52212389 18.47787611],0
a3,1,0.596015,0.281048,[38 17] ; [38 21],[36.66666667 18.33333333] ; [39.33333333 19.66666667],0
n1,1,0.61093,0.258824,[8 8] ; [ 7 10],[7.27272727 8.72727273] ; [7.72727273 9.27272727],0
s8,1,0.623558,0.240898,[19 36] ; [23 36],[20.26315789 34.73684211] ; [21.73684211 37.26315789],0
v2,1,0.628475,0.234134,[26 26] ; [24 29],[24.76190476 27.23809524] ; [25.23809524 27.76190476],0
p10,1,0.632788,0.228299,[41 13] ; [47 12],[42.05309735 11.94690265] ; [45.94690265 13.05309735],0
v4,1,0.653434,0.201598,[49  5] ; [52  7],[48.26548673  5.73451327] ; [52.73451327  6.26548673],0
r3,1,0.666611,0.185592,[49  6] ; [51  8],[48.24561404  6.75438596] ; [51.75438596  7.24561404],0
s3,1,0.682164,0.1677,[29 24] ; [30 29],[27.91964286 25.08035714] ; [31.08035714 27.91964286],0
s2,1,0.685775,0.163697,[24 30] ; [24 35],[22.9380531 31.0619469] ; [25.0619469 33.9380531],0
s4,1,0.725066,0.12369,[ 8 47] ; [10 49],[ 8.68421053 46.31578947] ; [ 9.31578947 49.68421053],0
s1,1,0.737272,0.112539,[ 2 51] ; [ 3 56],[ 2.36607143 50.63392857] ; [ 2.63392857 56.36607143],0
u2,1,0.763307,0.090686,[12  5] ; [15  5],[12.40540541  4.59459459] ; [14.59459459  5.40540541],0
n3,1,0.776105,0.080882,[12  4] ; [12  5],[11.63636364  4.36363636] ; [12.36363636  4.63636364],0
d5,1,0.777131,0.080123,[39 15] ; [44 15],[39.66371681 14.33628319] ; [43.33628319 15.66371681],0
s6,1,0.808435,0.05878,[32 23] ; [33 26],[31.35964912 23.64035088] ; [33.64035088 25.35964912],0
d2,1,0.885712,0.020659,[19 35] ; [20 39],[18.63716814 35.36283186] ; [20.36283186 38.63716814],0
p8,1,0.896559,0.016903,[23 31] ; [24 34],[22.66071429 31.33928571] ; [24.33928571 33.66071429],0
u1,1,0.907462,0.013512,[ 5 50] ; [ 5 54],[ 4.8245614 50.1754386] ; [ 5.1754386 53.8245614],0
p2,1,0.912992,0.011939,[40 13] ; [44 15],[39.75 13.25] ; [44.25 14.75],0
a5,1,0.921635,0.009677,[34 21] ; [37 22],[34.25438596 20.74561404] ; [36.74561404 22.25438596],0
p12,1,0.928134,0.008135,[ 2 52] ; [ 2 57],[ 1.91150442 52.08849558] ; [ 2.08849558 56.91150442],0
r2,1,0.92854,0.008043,[47  6] ; [52  7],[46.84821429  6.15178571] ; [52.15178571  6.84821429],0
