Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.003689,8.430882,[2 3] ; [ 1 33],[0.38461538 4.61538462] ; [ 2.61538462 31.38461538],0
r4,1,0.051538,3.790692,[2 3] ; [ 3 31],[0.64102564 4.35897436] ; [ 4.35897436 29.64102564],0
s5,1,0.051538,3.790692,[2 3] ; [ 3 31],[0.64102564 4.35897436] ; [ 4.35897436 29.64102564],0
p6,1,0.113288,2.507744,[1 4] ; [ 1 32],[0.26315789 4.73684211] ; [ 1.73684211 31.26315789],0
v4,1,0.133924,2.246424,[4 1] ; [15 19],[2.43589744 2.56410256] ; [16.56410256 17.43589744],0
d1,1,0.175504,1.835294,[3 2] ; [10 24],[1.66666667 3.33333333] ; [11.33333333 22.66666667],0
a4,1,0.247782,1.335769,[2 3] ; [ 6 28],[1.02564103 3.97435897] ; [ 6.97435897 27.02564103],0
n4,1,0.305982,1.047938,[4 1] ; [19 15],[2.94871795 2.05128205] ; [20.05128205 13.94871795],0
a6,1,0.355582,0.853437,[3 2] ; [13 21],[2.05128205 2.94871795] ; [13.94871795 20.05128205],0
a5,1,0.363466,0.825882,[1 4] ; [14 20],[1.92307692 3.07692308] ; [13.07692308 20.92307692],0
r3,1,0.402154,0.701876,[4 1] ; [20 13],[3.15789474 1.84210526] ; [20.84210526 12.15789474],0
p1,1,0.441819,0.591555,[1 4] ; [ 3 31],[0.51282051 4.48717949] ; [ 3.48717949 30.51282051],0
d4,1,0.498174,0.458824,[4 1] ; [22 12],[3.33333333 1.66666667] ; [22.66666667 11.33333333],0
b1,1,0.505949,0.442437,[2 3] ; [19 15],[2.69230769 2.30769231] ; [18.30769231 15.69230769],0
d3,1,0.505949,0.442437,[3 2] ; [15 19],[2.30769231 2.69230769] ; [15.69230769 18.30769231],0
d2,1,0.530193,0.394022,[2 3] ; [ 9 25],[1.41025641 3.58974359] ; [ 9.58974359 24.41025641],0
b4,1,0.530193,0.394022,[3 2] ; [25  9],[3.58974359 1.41025641] ; [24.41025641  9.58974359],0
r1,1,0.530193,0.394022,[2 3] ; [ 9 25],[1.41025641 3.58974359] ; [ 9.58974359 24.41025641],0
a3,1,0.543831,0.368485,[3 2] ; [15 18],[2.36842105 2.63157895] ; [15.63157895 17.36842105],0
v2,1,0.550029,0.357265,[1 4] ; [11 22],[1.57894737 3.42105263] ; [10.42105263 22.57894737],0
a8,1,0.670249,0.181311,[1 4] ; [ 4 27],[0.69444444 4.30555556] ; [ 4.30555556 26.69444444],0
a7,1,0.676166,0.174474,[3 2] ; [17 17],[2.56410256 2.43589744] ; [17.43589744 16.56410256],0
p11,1,0.676166,0.174474,[3 2] ; [17 17],[2.56410256 2.43589744] ; [17.43589744 16.56410256],0
p9,1,0.72739,0.121522,[3 2] ; [16 15],[2.63888889 2.36111111] ; [16.36111111 14.63888889],0
s6,1,0.734849,0.114706,[2 3] ; [11 23],[1.66666667 3.33333333] ; [11.33333333 22.66666667],0
p10,1,0.774207,0.082298,[2 3] ; [15 17],[2.2972973 2.7027027] ; [14.7027027 17.2972973],0
n5,1,0.837716,0.04195,[3 2] ; [22 12],[3.20512821 1.79487179] ; [21.79487179 12.20512821],0
v1,1,0.861162,0.030588,[1 4] ; [ 8 26],[1.15384615 3.84615385] ; [ 7.84615385 26.15384615],0
b5,1,0.862362,0.030057,[3 2] ; [19 15],[2.82051282 2.17948718] ; [19.17948718 14.82051282],0
b2,1,0.906537,0.013784,[1 2] ; [ 7 12],[1.09090909 1.90909091] ; [ 6.90909091 12.09090909],0
b3,1,0.906537,0.013784,[1 2] ; [ 7 12],[1.09090909 1.90909091] ; [ 6.90909091 12.09090909],0
s7,1,0.913641,0.011761,[1 3] ; [ 7 24],[0.91428571 3.08571429] ; [ 7.08571429 23.91428571],0
