Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,34.938593,[42 66] ; [ 11 129],[23.08064516 84.91935484] ; [ 29.91935484 110.08064516],1
p8,1,0.0,30.532625,[57 51] ; [ 27 113],[36.58064516 71.41935484] ; [47.41935484 92.58064516],1
p2,1,0.0,29.631559,[95 13] ; [79 62],[75.46987952 32.53012048] ; [98.53012048 42.46987952],1
p4,1,0.0,26.963781,[55 54] ; [ 27 113],[35.89558233 73.10441767] ; [46.10441767 93.89558233],1
p11,1,0.000289,13.141777,[83 26] ; [76 65],[69.324 39.676] ; [89.676 51.324],1
r3,1,0.000396,12.551112,[101   8] ; [106  34],[90.61445783 18.38554217] ; [116.38554217  23.61445783],1
s6,1,0.000546,11.950306,[69 39] ; [58 81],[55.53036437 52.46963563] ; [71.46963563 67.53036437],1
s8,1,0.0009,11.022557,[43 65] ; [ 29 112],[31.22891566 76.77108434] ; [ 40.77108434 100.22891566],1
p10,1,0.002035,9.518058,[79 28] ; [76 63],[67.41869919 39.58130081] ; [87.58130081 51.41869919],0
r4,1,0.002413,9.205703,[93 16] ; [97 44],[82.84 26.16] ; [107.16  33.84],0
s3,1,0.005662,7.654771,[59 49] ; [51 87],[48.29268293 59.70731707] ; [61.70731707 76.29268293],0
s2,1,0.007049,7.26037,[49 59] ; [40 99],[38.91497976 69.08502024] ; [50.08502024 88.91497976],0
v4,1,0.00713,7.239963,[101   8] ; [113  27],[93.67871486 15.32128514] ; [120.32128514  19.67871486],0
r1,1,0.008973,6.828145,[80 27] ; [83 58],[70.3266129 36.6733871] ; [92.6733871 48.3266129],0
d5,1,0.016673,5.730462,[80 27] ; [85 56],[71.18951613 35.81048387] ; [93.81048387 47.18951613],0
s5,1,0.024448,5.062582,[33 75] ; [ 25 112],[25.56734694 82.43265306] ; [ 32.43265306 104.56734694],0
n3,1,0.048153,3.904643,[26  9] ; [30 26],[21.53846154 13.46153846] ; [34.46153846 21.53846154],0
a6,1,0.053465,3.72931,[55 53] ; [89 52],[62.45783133 45.54216867] ; [81.54216867 59.45783133],0
a1,1,0.082084,3.023139,[  2 107] ; [  9 132],[  4.796 104.204] ; [  6.204 134.796],0
p9,1,0.086054,2.946691,[79 28] ; [87 50],[72.79508197 34.20491803] ; [93.20491803 43.79508197],0
n6,1,0.088172,2.907435,[86 23] ; [97 43],[80.10843373 28.89156627] ; [102.89156627  37.10843373],0
d1,1,0.11443,2.491952,[51 58] ; [52 89],[44.908 64.092] ; [58.092 82.908],0
b4,1,0.120686,2.408394,[55 54] ; [85 56],[61.04 47.96] ; [78.96 62.04],0
s7,1,0.126852,2.330618,[40 67] ; [38 97],[34.48760331 72.51239669] ; [43.51239669 91.48760331],0
v1,1,0.168793,1.893631,[40 68] ; [40 99],[34.97975709 73.02024291] ; [45.02024291 93.97975709],0
r2,1,0.196062,1.671466,[97 11] ; [117  22],[93.5708502 14.4291498] ; [120.4291498  18.5708502],0
a8,1,0.219281,1.509073,[18 85] ; [ 16 119],[14.71428571 88.28571429] ; [ 19.28571429 115.71428571],0
a3,1,0.23146,1.431866,[71 37] ; [81 58],[66.46153846 41.53846154] ; [85.53846154 53.46153846],0
v3,1,0.265726,1.238676,[13 94] ; [ 24 115],[16.09349593 90.90650407] ; [ 20.90650407 118.09349593],0
n2,1,0.281221,1.16118,[27  9] ; [38 21],[24.63157895 11.36842105] ; [40.36842105 18.63157895],0
d4,1,0.303547,1.058548,[80 28] ; [96 45],[76.3373494 31.6626506] ; [99.6626506 41.3373494],0
n4,1,0.353059,0.862433,[75 33] ; [90 51],[71.56626506 36.43373494] ; [93.43373494 47.56626506],0
a5,1,0.388897,0.742388,[70 39] ; [83 58],[66.708 42.292] ; [86.292 54.708],0
u3,1,0.420048,0.650181,[16 21] ; [31 29],[17.92783505 19.07216495] ; [29.07216495 30.92783505],0
a2,1,0.464509,0.535007,[17 92] ; [ 27 114],[19.184 89.816] ; [ 24.816 116.184],0
u2,1,0.479652,0.499654,[20 17] ; [28 32],[18.30927835 18.69072165] ; [29.69072165 30.30927835],0
d2,1,0.501796,0.451135,[47 61] ; [55 85],[44.41935484 63.58064516] ; [57.58064516 82.41935484],0
u1,1,0.526196,0.401732,[  9 100] ; [ 15 126],[10.464 98.536] ; [ 13.536 127.464],0
s4,1,0.52695,0.400269,[16 91] ; [ 25 114],[17.83333333 89.16666667] ; [ 23.16666667 115.83333333],0
p1,1,0.613913,0.254516,[  6 102] ; [ 10 130],[  6.96774194 101.03225806] ; [  9.03225806 130.96774194],0
s1,1,0.664666,0.187905,[ 6 99] ; [ 10 131],[ 6.82926829 98.17073171] ; [  9.17073171 131.82926829],0
b1,1,0.668285,0.183615,[47 62] ; [57 84],[45.344 63.656] ; [58.656 82.344],0
u4,1,0.718272,0.130154,[  1 108] ; [  2 139],[  1.308 107.692] ; [  1.692 139.308],0
p12,1,0.726056,0.122764,[  4 105] ; [  4 135],[  3.51612903 105.48387097] ; [  4.48387097 134.51612903],0
b2,1,0.745836,0.105063,[25 38] ; [30 51],[24.0625 38.9375] ; [30.9375 50.0625],0
b3,1,0.745836,0.105063,[25 38] ; [30 51],[24.0625 38.9375] ; [30.9375 50.0625],0
n1,1,0.760882,0.092612,[15 20] ; [23 35],[14.30107527 20.69892473] ; [23.69892473 34.30107527],0
b5,1,0.764179,0.089998,[66 43] ; [88 53],[67.144 41.856] ; [86.856 54.144],0
n5,1,0.809863,0.05789,[75 34] ; [95 46],[74.12 34.88] ; [95.88 45.12],0
d3,1,0.81155,0.056848,[61 45] ; [79 62],[60.08097166 45.91902834] ; [79.91902834 61.08097166],0
p5,1,0.915578,0.011237,[  5 102] ; [  7 134],[  5.17741935 101.82258065] ; [  6.82258065 134.17741935],0
a7,1,0.928941,0.007953,[68 40] ; [88 53],[67.6626506 40.3373494] ; [88.3373494 52.6626506],0
a4,1,0.9949,4.1e-05,[42 66] ; [54 85],[41.9757085 66.0242915] ; [54.0242915 84.9757085],0
