Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.856076,[5 5] ; [273  14],[9.36026936 0.63973064] ; [268.63973064  18.36026936],1
r2,1,0.0,28.229835,[6 4] ; [273  10],[9.5221843 0.4778157] ; [269.4778157  13.5221843],1
p2,1,0.000171,14.128287,[6 4] ; [266  20],[9.18918919 0.81081081] ; [262.81081081  23.18918919],1
s1,1,0.000584,11.825322,[2 8] ; [  6 281],[0.26936027 9.73063973] ; [  7.73063973 279.26936027],1
a7,1,0.002361,9.244996,[3 7] ; [211  75],[7.22972973 2.77027027] ; [206.77027027  79.22972973],0
d5,1,0.00708,7.25255,[5 5] ; [238  48],[8.20945946 1.79054054] ; [234.79054054  51.20945946],0
r3,1,0.009293,6.765659,[8 2] ; [276  10],[9.59459459 0.40540541] ; [274.40540541  11.59459459],0
p9,1,0.015597,5.847775,[7 3] ; [264  23],[9.12457912 0.87542088] ; [261.87542088  25.12457912],0
d1,1,0.018316,5.565639,[3 7] ; [190  97],[6.4983165 3.5016835] ; [186.5016835 100.4983165],0
a4,1,0.01923,5.480454,[1 9] ; [136 150],[4.62837838 5.37162162] ; [132.37162162 153.62837838],0
p10,1,0.029291,4.750414,[7 3] ; [259  26],[9.01694915 0.98305085] ; [256.98305085  28.01694915],0
r1,1,0.033106,4.540311,[6 4] ; [244  43],[8.41750842 1.58249158] ; [241.58249158  45.41750842],0
n4,1,0.051509,3.791654,[6 4] ; [240  47],[8.28282828 1.71717172] ; [237.71717172  49.28282828],0
s7,1,0.070896,3.262143,[3 7] ; [158 111],[5.77060932 4.22939068] ; [155.22939068 113.77060932],0
a3,1,0.085672,2.953877,[5 5] ; [212  73],[7.3559322 2.6440678] ; [209.6440678  75.3559322],0
p11,1,0.108122,2.581462,[7 3] ; [251  36],[8.68686869 1.31313131] ; [249.31313131  37.68686869],0
d3,1,0.120854,2.406219,[5 5] ; [208  79],[7.17171717 2.82828283] ; [205.82828283  81.17171717],0
d4,1,0.171087,1.873391,[7 3] ; [245  41],[8.51351351 1.48648649] ; [243.48648649  42.51351351],0
a6,1,0.197828,1.658334,[5 5] ; [198  88],[6.85810811 3.14189189] ; [196.14189189  89.85810811],0
n6,1,0.265086,1.242,[7 2] ; [256  30],[8.02372881 0.97627119] ; [254.97627119  31.02372881],0
p6,1,0.267833,1.227812,[4 6] ; [162 119],[5.70446735 4.29553265] ; [160.29553265 120.70446735],0
v3,1,0.285568,1.140399,[3 7] ; [132 148],[4.65517241 5.34482759] ; [130.34482759 149.65517241],0
n5,1,0.344928,0.89203,[7 3] ; [234  52],[8.14189189 1.85810811] ; [232.85810811  53.14189189],0
u3,1,0.35891,0.841703,[2 3] ; [45 29],[2.97468354 2.02531646] ; [44.02531646 29.97468354],0
s4,1,0.369504,0.805333,[3 7] ; [ 53 231],[1.9047619 8.0952381] ; [ 54.0952381 229.9047619],0
s8,1,0.369706,0.804653,[4 6] ; [155 130],[5.38983051 4.61016949] ; [153.61016949 131.38983051],0
s5,1,0.404704,0.694305,[3 7] ; [119 156],[4.28070175 5.71929825] ; [117.71929825 157.28070175],0
v2,1,0.412944,0.670308,[5 5] ; [177 105],[6.23287671 3.76712329] ; [175.76712329 106.23287671],0
a5,1,0.413705,0.668129,[9 1] ; [228  59],[7.97979798 2.02020202] ; [229.02020202  57.97979798],0
v1,1,0.435585,0.607887,[5 5] ; [176 107],[6.1774744 3.8225256] ; [174.8225256 108.1774744],0
b1,1,0.485013,0.48757,[5 5] ; [112 175],[3.93939394 6.06060606] ; [113.06060606 173.93939394],0
n2,1,0.491839,0.4725,[1 1] ; [29 11],[1.42857143 0.57142857] ; [28.57142857 11.42857143],0
s3,1,0.541506,0.372755,[5 5] ; [170 115],[5.93220339 4.06779661] ; [169.06779661 115.93220339],0
b2,1,0.570332,0.322128,[2 5] ; [ 71 110],[2.71808511 4.28191489] ; [ 70.28191489 110.71808511],0
b3,1,0.570332,0.322128,[2 5] ; [ 71 110],[2.71808511 4.28191489] ; [ 70.28191489 110.71808511],0
b4,1,0.621941,0.243149,[5 5] ; [166 121],[5.75757576 4.24242424] ; [165.24242424 121.75757576],0
b5,1,0.630144,0.231866,[6 4] ; [150 137],[5.25252525 4.74747475] ; [150.74747475 136.25252525],0
s6,1,0.693611,0.155204,[7 2] ; [201  79],[6.47750865 2.52249135] ; [201.52249135  78.47750865],0
n3,1,0.722403,0.126202,[1 1] ; [25 15],[1.23809524 0.76190476] ; [24.76190476 15.23809524],0
p4,1,0.722727,0.125895,[9 1] ; [247  40],[8.61952862 1.38047138] ; [247.38047138  39.61952862],0
n1,1,0.778577,0.079059,[1 1] ; [16 24],[0.80952381 1.19047619] ; [16.19047619 23.80952381],0
a8,1,0.818061,0.052918,[1 8] ; [ 36 225],[1.23333333 7.76666667] ; [ 35.76666667 225.23333333],0
p12,1,0.83047,0.045838,[1 8] ; [ 39 248],[1.21621622 7.78378378] ; [ 38.78378378 248.21621622],0
s2,1,0.844613,0.038415,[5 5] ; [152 134],[5.30405405 4.69594595] ; [151.69594595 134.30405405],0
p7,1,0.849903,0.035813,[9 1] ; [250  34],[8.80952381 1.19047619] ; [250.19047619  33.80952381],0
p5,1,0.863477,0.029567,[2 8] ; [ 64 223],[2.22222222 7.77777778] ; [ 63.77777778 223.22222222],0
d2,1,0.922308,0.009511,[5 5] ; [148 139],[5.15151515 4.84848485] ; [147.84848485 139.15151515],0
u2,1,0.953239,0.003439,[3 2] ; [44 31],[2.9375 2.0625] ; [44.0625 30.9375],0
