Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.963271,[23 44] ; [86 23],[41.49431818 25.50568182] ; [67.50568182 41.49431818],1
n6,1,9.6e-05,15.204609,[32 35] ; [82 25],[43.89655172 23.10344828] ; [70.10344828 36.89655172],1
a6,1,0.008067,7.018465,[32 35] ; [74 35],[40.35227273 26.64772727] ; [65.64772727 43.35227273],0
a5,1,0.009434,6.738844,[29 38] ; [69 40],[37.30681818 29.69318182] ; [60.69318182 48.30681818],0
a8,1,0.01096,6.471862,[ 2 61] ; [16 84],[ 6.95705521 56.04294479] ; [11.04294479 88.95705521],0
n1,1,0.02944,4.74168,[ 5 20] ; [17 19],[ 9.01639344 15.98360656] ; [12.98360656 23.01639344],0
p9,1,0.031392,4.631404,[34 32] ; [72 34],[40.6744186 25.3255814] ; [65.3255814 40.6744186],0
a2,1,0.044569,4.034862,[ 5 62] ; [20 89],[ 9.51704545 57.48295455] ; [15.48295455 93.51704545],0
v3,1,0.049434,3.860554,[ 4 59] ; [18 89],[ 8.15294118 54.84705882] ; [13.84705882 93.15294118],0
v1,1,0.063319,3.448245,[13 53] ; [35 72],[18.31213873 47.68786127] ; [29.68786127 77.31213873],0
p10,1,0.076347,3.14101,[31 34] ; [67 42],[36.6091954 28.3908046] ; [61.3908046 47.6091954],0
s8,1,0.077127,3.124431,[ 4 63] ; [16 93],[ 7.61363636 59.38636364] ; [12.38636364 96.61363636],0
a3,1,0.079006,3.085236,[33 33] ; [68 39],[38.53179191 27.46820809] ; [62.46820809 44.53179191],0
p8,1,0.100476,2.697965,[17 50] ; [40 67],[21.94827586 45.05172414] ; [35.05172414 71.94827586],0
d1,1,0.111564,2.531922,[22 45] ; [49 60],[27.02840909 39.97159091] ; [43.97159091 65.02840909],0
d2,1,0.135086,2.233066,[23 44] ; [49 58],[27.72413793 39.27586207] ; [44.27586207 62.72413793],0
s1,1,0.150212,2.070094,[ 6 61] ; [  4 103],[ 3.85057471 63.14942529] ; [  6.14942529 100.85057471],0
u3,1,0.155451,2.017925,[18 16] ; [15 26],[14.96 19.04] ; [18.04 22.96],0
u1,1,0.181387,1.786224,[ 3 64] ; [11 98],[ 5.32954545 61.67045455] ; [  8.67045455 100.32954545],0
p4,1,0.197129,1.663521,[20 47] ; [43 66],[23.98295455 43.01704545] ; [39.01704545 69.98295455],0
p1,1,0.198886,1.650535,[ 3 62] ; [11 98],[ 5.22988506 59.77011494] ; [  8.77011494 100.22988506],0
a4,1,0.224328,1.476471,[20 47] ; [42 66],[23.73714286 43.26285714] ; [38.26285714 69.73714286],0
a1,1,0.225645,1.468106,[ 2 65] ; [  8 101],[ 3.80681818 63.19318182] ; [  6.19318182 102.80681818],0
b2,1,0.283918,1.148238,[11 26] ; [27 40],[13.51923077 23.48076923] ; [24.48076923 42.51923077],0
b3,1,0.283918,1.148238,[11 26] ; [27 40],[13.51923077 23.48076923] ; [24.48076923 42.51923077],0
r2,1,0.290869,1.115593,[52 14] ; [91 16],[54.55491329 11.44508671] ; [88.44508671 18.55491329],0
u2,1,0.32126,0.983808,[18 16] ; [17 24],[15.86666667 18.13333333] ; [19.13333333 21.86666667],0
d5,1,0.327062,0.960496,[40 26] ; [74 35],[42.99428571 23.00571429] ; [71.00571429 37.99428571],0
p11,1,0.373544,0.791841,[36 31] ; [66 43],[38.82954545 28.17045455] ; [63.17045455 45.82954545],0
p5,1,0.391257,0.735032,[ 1 65] ; [  4 102],[ 1.91860465 64.08139535] ; [  3.08139535 102.91860465],0
s3,1,0.408701,0.682575,[20 45] ; [27 81],[17.65895954 47.34104046] ; [29.34104046 78.65895954],0
n2,1,0.42635,0.632747,[13 12] ; [23 14],[14.51612903 10.48387097] ; [21.48387097 15.51612903],0
s7,1,0.435181,0.608955,[10 50] ; [23 83],[11.92771084 48.07228916] ; [21.07228916 84.92771084],0
r1,1,0.455567,0.556763,[38 29] ; [55 53],[35.60571429 31.39428571] ; [57.39428571 50.60571429],0
s5,1,0.469685,0.522717,[ 7 58] ; [ 8 98],[ 5.70175439 59.29824561] ; [ 9.29824561 96.70175439],0
v4,1,0.485331,0.486862,[53 12] ; [84 25],[51.17816092 13.82183908] ; [85.82183908 23.17816092],0
n3,1,0.530509,0.393416,[15  9] ; [19 16],[13.83050847 10.16949153] ; [20.16949153 14.83050847],0
r4,1,0.547677,0.361495,[40 27] ; [70 39],[41.875 25.125] ; [68.125 40.875],0
s2,1,0.550297,0.356786,[13 54] ; [17 90],[11.55172414 55.44827586] ; [18.44827586 88.55172414],0
s4,1,0.556519,0.345768,[ 8 59] ; [10 99],[ 6.85227273 60.14772727] ; [11.14772727 97.85227273],0
p6,1,0.565945,0.329514,[12 55] ; [23 84],[13.47701149 53.52298851] ; [21.52298851 85.47701149],0
p2,1,0.620612,0.245008,[44 22] ; [68 40],[42.48275862 23.51724138] ; [69.51724138 38.48275862],0
p7,1,0.637665,0.221809,[28 37] ; [43 66],[26.52298851 38.47701149] ; [44.47701149 64.52298851],0
r3,1,0.694127,0.154654,[52 15] ; [81 27],[50.92 16.08] ; [82.08 25.92],0
b5,1,0.81571,0.05432,[40 27] ; [67 42],[40.73295455 26.26704545] ; [66.26704545 42.73295455],0
d4,1,0.816658,0.053753,[46 21] ; [73 36],[45.30113636 21.69886364] ; [73.69886364 35.30113636],0
a7,1,0.868152,0.027558,[42 24] ; [68 41],[41.48571429 24.51428571] ; [68.51428571 40.48571429],0
p3,1,0.92143,0.009728,[20 47] ; [33 75],[20.29142857 46.70857143] ; [32.70857143 75.29142857],0
b1,1,0.947186,0.004388,[28 39] ; [45 64],[27.78977273 39.21022727] ; [45.21022727 63.78977273],0
b4,1,0.981607,0.000531,[37 30] ; [60 49],[36.92613636 30.07386364] ; [60.07386364 48.92613636],0
d3,1,0.991366,0.000117,[36 30] ; [59 49],[36.03448276 29.96551724] ; [58.96551724 49.03448276],0
