Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00486,7.930712,[44  3] ; [2 2],[42.39215686  4.60784314] ; [3.60784314 0.39215686],0
r4,1,0.01623,5.777778,[38 10] ; [1 3],[36. 12.] ; [3. 1.],0
p2,1,0.024052,5.090852,[37 11] ; [1 3],[35.07692308 12.92307692] ; [2.92307692 1.07692308],0
p10,1,0.026433,4.927493,[36 11] ; [1 3],[34.09803922 12.90196078] ; [2.90196078 1.09803922],0
b3,1,0.067431,3.344465,[ 8 20] ; [3 1],[ 9.625 18.375] ; [1.375 2.625],0
b2,1,0.067431,3.344465,[ 8 20] ; [3 1],[ 9.625 18.375] ; [1.375 2.625],0
s2,1,0.077216,3.122549,[33 15] ; [1 3],[31.38461538 16.61538462] ; [2.61538462 1.38461538],0
d2,1,0.10385,2.645393,[16 31] ; [3 1],[17.50980392 29.49019608] ; [1.49019608 2.50980392],0
p9,1,0.110757,2.543383,[39  8] ; [2 2],[37.78431373  9.21568627] ; [3.21568627 0.78431373],0
p7,1,0.120755,2.407495,[29 16] ; [1 3],[27.55102041 17.44897959] ; [2.44897959 1.55102041],0
n4,1,0.228385,1.450893,[27 21] ; [1 3],[25.84615385 22.15384615] ; [2.15384615 1.84615385],0
b5,1,0.228385,1.450893,[27 21] ; [1 3],[25.84615385 22.15384615] ; [2.15384615 1.84615385],0
p1,1,0.277327,1.180142,[ 4 44] ; [1 3],[ 4.61538462 43.38461538] ; [0.38461538 3.61538462],0
r2,1,0.287038,1.133464,[43  4] ; [3 1],[42.39215686  4.60784314] ; [3.60784314 0.39215686],0
a6,1,0.292485,1.108149,[35 12] ; [2 2],[34.09803922 12.90196078] ; [2.90196078 1.09803922],0
a4,1,0.331061,0.944745,[13 35] ; [2 2],[13.84615385 34.15384615] ; [1.15384615 2.84615385],0
d1,1,0.336311,0.924444,[24 24] ; [3 1],[24.92307692 23.07692308] ; [2.07692308 1.92307692],0
d3,1,0.346517,0.88617,[34 13] ; [2 2],[33.17647059 13.82352941] ; [2.82352941 1.17647059],0
s3,1,0.346517,0.88617,[34 13] ; [2 2],[33.17647059 13.82352941] ; [2.82352941 1.17647059],0
p4,1,0.377062,0.780258,[23 25] ; [1 3],[22.15384615 25.84615385] ; [1.84615385 2.15384615],0
b4,1,0.377062,0.780258,[25 23] ; [3 1],[25.84615385 22.15384615] ; [2.15384615 1.84615385],0
s4,1,0.385744,0.752315,[14 34] ; [2 2],[14.76923077 33.23076923] ; [1.23076923 2.76923077],0
n5,1,0.400076,0.708099,[22 25] ; [1 3],[21.19607843 25.80392157] ; [1.80392157 2.19607843],0
v2,1,0.429795,0.623377,[24 20] ; [3 1],[24.75 19.25] ; [2.25 1.75],0
a7,1,0.442452,0.589916,[33 15] ; [2 2],[32.30769231 15.69230769] ; [2.69230769 1.30769231],0
p3,1,0.513953,0.426011,[20 28] ; [1 3],[19.38461538 28.61538462] ; [1.61538462 2.38461538],0
p11,1,0.56061,0.33865,[31 17] ; [2 2],[30.46153846 17.53846154] ; [2.53846154 1.46153846],0
a5,1,0.56061,0.33865,[31 17] ; [2 2],[30.46153846 17.53846154] ; [2.53846154 1.46153846],0
d4,1,0.593648,0.284683,[40  7] ; [3 1],[39.62745098  7.37254902] ; [3.37254902 0.62745098],0
s5,1,0.630672,0.23115,[17 28] ; [2 2],[17.44897959 27.55102041] ; [1.55102041 2.44897959],0
a2,1,0.6721,0.179156,[ 8 40] ; [1 3],[ 8.30769231 39.69230769] ; [0.69230769 3.30769231],0
p6,1,0.774783,0.081867,[15 32] ; [1 3],[14.74509804 32.25490196] ; [1.25490196 2.74509804],0
d5,1,0.777217,0.08006,[38  9] ; [3 1],[37.78431373  9.21568627] ; [3.21568627 0.78431373],0
a3,1,0.794703,0.067708,[33 15] ; [3 1],[33.23076923 14.76923077] ; [2.76923077 1.23076923],0
b1,1,0.808929,0.058471,[27 21] ; [2 2],[26.76923077 21.23076923] ; [2.23076923 1.76923077],0
v3,1,0.820377,0.051556,[12 32] ; [1 2],[12.17021277 31.82978723] ; [0.82978723 2.17021277],0
v1,1,0.837384,0.042124,[26 21] ; [2 2],[25.80392157 21.19607843] ; [2.19607843 1.80392157],0
s6,1,0.924303,0.009028,[37 11] ; [3 1],[36.92307692 11.07692308] ; [3.07692308 0.92307692],0
