Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000718,11.441263,[31 24] ; [44  7],[38.91509434 16.08490566] ; [36.08490566 14.91509434],1
v3,1,0.002889,8.875989,[ 8 45] ; [20 28],[14.69306931 38.30693069] ; [13.30693069 34.69306931],0
r3,1,0.007316,7.193738,[44 12] ; [49  2],[48.6728972  7.3271028] ; [44.3271028  6.6728972],0
a3,1,0.019062,5.495816,[32 24] ; [40 11],[37.68224299 18.31775701] ; [34.31775701 16.68224299],0
a5,1,0.027349,4.868634,[29 27] ; [37 14],[34.54205607 21.45794393] ; [31.45794393 19.54205607],0
p11,1,0.047486,3.928086,[34 22] ; [40 11],[38.72897196 17.27102804] ; [35.27102804 15.72897196],0
v1,1,0.0513,3.79844,[21 33] ; [29 21],[25.96153846 28.03846154] ; [24.03846154 25.96153846],0
r1,1,0.062085,3.480785,[33 23] ; [38 12],[37.50943396 18.49056604] ; [33.49056604 16.50943396],0
p4,1,0.067577,3.340909,[21 34] ; [28 22],[25.66666667 29.33333333] ; [23.33333333 26.66666667],0
d1,1,0.069036,3.305787,[22 34] ; [29 22],[26.69158879 29.30841121] ; [24.30841121 26.69158879],0
u2,1,0.084146,2.982955,[15  9] ; [10  1],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
b5,1,0.113114,2.51017,[43 13] ; [32 19],[39.25233645 16.74766355] ; [35.74766355 15.25233645],0
a8,1,0.1206,2.409507,[ 9 44] ; [ 3 42],[ 6.48979592 46.51020408] ; [ 5.51020408 39.48979592],0
n3,1,0.150584,2.066327,[8 6] ; [13  3],[9.8 4.2] ; [11.2  4.8],0
a2,1,0.15404,2.031781,[11 45] ; [ 5 46],[ 8.37383178 47.62616822] ; [ 7.62616822 43.37383178],0
s1,1,0.205119,1.605545,[ 4 51] ; [ 1 49],[ 2.61904762 52.38095238] ; [ 2.38095238 47.61904762],0
s3,1,0.205686,1.601531,[31 24] ; [22 28],[27.76190476 27.23809524] ; [25.23809524 24.76190476],0
p10,1,0.280615,1.164107,[41 15] ; [41  9],[43.32075472 12.67924528] ; [38.67924528 11.32075472],0
p2,1,0.28109,1.161813,[39 16] ; [40 10],[41.38095238 13.61904762] ; [37.61904762 12.38095238],0
a1,1,0.295485,1.094459,[ 5 51] ; [ 2 49],[ 3.6635514 52.3364486] ; [ 3.3364486 47.6635514],0
s7,1,0.296816,1.088444,[17 36] ; [21 29],[19.55339806 33.44660194] ; [18.44660194 31.55339806],0
v4,1,0.307916,1.039595,[48  8] ; [46  4],[49.66037736  6.33962264] ; [44.33962264  5.66037736],0
r2,1,0.325244,0.967742,[48  8] ; [45  4],[49.6  6.4] ; [43.4  5.6],0
p7,1,0.361853,0.83145,[26 25] ; [30 20],[28.27722772 22.72277228] ; [27.72277228 22.27722772],0
n4,1,0.370999,0.800316,[27 29] ; [29 22],[29.30841121 26.69158879] ; [26.69158879 24.30841121],0
p5,1,0.3824,0.762971,[ 3 53] ; [ 5 46],[ 4.18691589 51.81308411] ; [ 3.81308411 47.18691589],0
b4,1,0.400259,0.707549,[32 24] ; [25 26],[29.8317757 26.1682243] ; [27.1682243 23.8317757],0
r4,1,0.427429,0.629799,[39 17] ; [39 12],[40.82242991 15.17757009] ; [37.17757009 13.82242991],0
p8,1,0.441849,0.591476,[21 35] ; [22 27],[22.93333333 33.06666667] ; [20.06666667 28.93333333],0
s6,1,0.464733,0.534471,[29 27] ; [30 21],[30.87850467 25.12149533] ; [28.12149533 22.87850467],0
a7,1,0.468684,0.525077,[37 19] ; [37 14],[38.72897196 17.27102804] ; [35.27102804 15.72897196],0
n1,1,0.490644,0.475113,[7 7] ; [ 6 10],[6.06666667 7.93333333] ; [6.93333333 9.06666667],0
b1,1,0.500971,0.452879,[30 26] ; [24 27],[28.26168224 27.73831776] ; [25.73831776 25.26168224],0
u3,1,0.554015,0.350173,[15  9] ; [8 3],[15.77142857  8.22857143] ; [7.22857143 3.77142857],0
d4,1,0.615132,0.252769,[42 13] ; [41 10],[43.06603774 11.93396226] ; [39.93396226 11.06603774],0
u1,1,0.620369,0.245349,[ 4 52] ; [ 5 46],[ 4.71028037 51.28971963] ; [ 4.28971963 46.71028037],0
a6,1,0.625116,0.238742,[37 18] ; [32 19],[35.80188679 19.19811321] ; [33.19811321 17.80188679],0
n5,1,0.628475,0.234134,[26 29] ; [26 24],[27.23809524 27.76190476] ; [24.76190476 25.23809524],0
a4,1,0.634974,0.225376,[20 36] ; [16 35],[18.8411215 37.1588785] ; [17.1588785 33.8411215],0
p3,1,0.64953,0.206494,[20 36] ; [20 30],[21.13207547 34.86792453] ; [18.86792453 31.13207547],0
s8,1,0.652837,0.202342,[21 35] ; [17 34],[19.88785047 36.11214953] ; [18.11214953 32.88785047],0
s2,1,0.785123,0.074338,[23 32] ; [20 31],[22.31132075 32.68867925] ; [20.68867925 30.31132075],0
b2,1,0.81409,0.055297,[10 23] ; [ 8 21],[ 9.58064516 23.41935484] ; [ 8.41935484 20.58064516],0
b3,1,0.81409,0.055297,[10 23] ; [ 8 21],[ 9.58064516 23.41935484] ; [ 8.41935484 20.58064516],0
p1,1,0.839884,0.040821,[ 5 51] ; [ 4 47],[ 4.71028037 51.28971963] ; [ 4.28971963 46.71028037],0
d3,1,0.841633,0.039922,[35 19] ; [34 17],[35.48571429 18.51428571] ; [33.51428571 17.48571429],0
n2,1,0.854813,0.033482,[11  3] ; [13  3],[11.2  2.8] ; [12.8  3.2],0
d2,1,0.935606,0.006528,[19 36] ; [18 33],[19.19811321 35.80188679] ; [17.80188679 33.19811321],0
p6,1,0.944442,0.004856,[14 40] ; [13 36],[14.15533981 39.84466019] ; [12.84466019 36.15533981],0
s4,1,0.95659,0.002963,[ 9 47] ; [ 8 43],[ 8.89719626 47.10280374] ; [ 8.10280374 42.89719626],0
s5,1,0.996396,2e-05,[13 40] ; [12 37],[12.99019608 40.00980392] ; [12.00980392 36.99019608],0
