Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,36.061485,[11 78] ; [21 10],[23.73333333 65.26666667] ; [ 8.26666667 22.73333333],1
s6,1,0.0,26.4188,[31 63] ; [28  5],[43.66929134 50.33070866] ; [15.33070866 17.66929134],1
s2,1,7e-06,20.062447,[24 69] ; [23 10],[34.69047619 58.30952381] ; [12.30952381 20.69047619],1
s3,1,0.000242,13.473882,[31 63] ; [23 10],[39.96850394 54.03149606] ; [14.03149606 18.96850394],1
p1,1,0.004156,8.214302,[ 3 90] ; [ 6 27],[ 6.64285714 86.35714286] ; [ 2.35714286 30.64285714],0
p10,1,0.007267,7.205777,[51 41] ; [27  6],[57.408 34.592] ; [20.592 12.408],0
p4,1,0.010374,6.569448,[30 63] ; [19 14],[36.16666667 56.83333333] ; [12.83333333 20.16666667],0
p8,1,0.014465,5.980478,[31 62] ; [19 14],[36.9047619 56.0952381] ; [13.0952381 19.9047619],0
p9,1,0.01857,5.541591,[57 34] ; [28  5],[62.37903226 28.62096774] ; [22.62096774 10.37903226],0
b3,1,0.042515,4.114572,[ 9 40] ; [ 8 11],[12.25 36.75] ; [ 4.75 14.25],0
b2,1,0.042515,4.114572,[ 9 40] ; [ 8 11],[12.25 36.75] ; [ 4.75 14.25],0
p6,1,0.056235,3.645097,[16 76] ; [11 22],[19.872 72.128] ; [ 7.128 25.872],0
a8,1,0.057812,3.599061,[ 3 86] ; [ 4 28],[ 5.14876033 83.85123967] ; [ 1.85123967 30.14876033],0
v1,1,0.065175,3.400551,[22 71] ; [13 19],[26.04 66.96] ; [ 8.96 23.04],0
r4,1,0.069788,3.288011,[61 33] ; [27  6],[65.13385827 28.86614173] ; [22.86614173 10.13385827],0
p2,1,0.080994,3.044851,[61 32] ; [27  6],[64.95238095 28.04761905] ; [23.04761905  9.95238095],0
p3,1,0.089913,2.875926,[25 69] ; [14 19],[28.86614173 65.13385827] ; [10.13385827 22.86614173],0
u2,1,0.094026,2.804067,[25 24] ; [10  3],[27.66129032 21.33870968] ; [7.33870968 5.66129032],0
v4,1,0.116024,2.470186,[77 16] ; [31  2],[79.71428571 13.28571429] ; [28.28571429  4.71428571],0
s5,1,0.12183,2.393633,[21 72] ; [12 21],[24.35714286 68.64285714] ; [ 8.64285714 24.35714286],0
r1,1,0.145605,2.117705,[46 48] ; [21 12],[49.59055118 44.40944882] ; [17.40944882 15.59055118],0
r3,1,0.146383,2.109542,[75 19] ; [30  3],[77.71653543 16.28346457] ; [27.28346457  5.71653543],0
p11,1,0.148443,2.088176,[52 42] ; [23 10],[55.51181102 38.48818898] ; [19.48818898 13.51181102],0
a5,1,0.159872,1.97544,[38 56] ; [18 15],[41.4488189 52.5511811] ; [14.5511811 18.4488189],0
d1,1,0.161814,1.957195,[30 64] ; [15 18],[33.30708661 60.69291339] ; [11.69291339 21.30708661],0
a3,1,0.18939,1.722354,[44 49] ; [20 13],[47.23809524 45.76190476] ; [16.76190476 16.23809524],0
s4,1,0.263161,1.25205,[22 72] ; [11 22],[24.42519685 69.57480315] ; [ 8.57480315 24.42519685],0
n6,1,0.291537,1.112509,[61 33] ; [18 15],[58.47244094 35.52755906] ; [20.52755906 12.47244094],0
a2,1,0.292364,1.108705,[ 6 88] ; [ 4 29],[ 7.4015748 86.5984252] ; [ 2.5984252 30.4015748],0
p7,1,0.323181,0.976032,[43 47] ; [18 13],[45.37190083 44.62809917] ; [15.62809917 15.37190083],0
b4,1,0.328798,0.953627,[52 42] ; [15 18],[49.59055118 44.40944882] ; [17.40944882 15.59055118],0
d2,1,0.388769,0.74279,[32 62] ; [14 19],[34.04724409 59.95275591] ; [11.95275591 21.04724409],0
u3,1,0.429614,0.623867,[28 21] ; [9 4],[29.24193548 19.75806452] ; [7.75806452 5.24193548],0
r2,1,0.446469,0.579601,[74 20] ; [28  5],[75.49606299 18.50393701] ; [26.50393701  6.49606299],0
a6,1,0.461272,0.542806,[50 44] ; [20 13],[51.81102362 42.18897638] ; [18.18897638 14.81102362],0
n3,1,0.468962,0.524421,[23 15] ; [10  4],[24.11538462 13.88461538] ; [8.88461538 5.11538462],0
b5,1,0.471499,0.518462,[56 38] ; [22 11],[57.73228346 36.26771654] ; [20.26771654 12.73228346],0
n1,1,0.506983,0.44029,[10 28] ; [5 9],[10.96153846 27.03846154] ; [4.03846154 9.96153846],0
n5,1,0.530376,0.393671,[31 62] ; [13 20],[32.47619048 60.52380952] ; [11.52380952 21.47619048],0
d4,1,0.537154,0.38084,[68 26] ; [22 11],[66.61417323 27.38582677] ; [23.38582677  9.61417323],0
n2,1,0.578169,0.309204,[24 14] ; [10  4],[24.84615385 13.15384615] ; [9.15384615 4.84615385],0
d5,1,0.650116,0.205754,[55 38] ; [21 12],[56.0952381 36.9047619] ; [19.9047619 13.0952381],0
b1,1,0.691814,0.157129,[39 55] ; [15 18],[39.96850394 54.03149606] ; [14.03149606 18.96850394],0
d3,1,0.764408,0.089818,[53 39] ; [20 13],[53.728 38.272] ; [19.272 13.728],0
a4,1,0.84447,0.038486,[24 70] ; [ 9 24],[24.42519685 69.57480315] ; [ 8.57480315 24.42519685],0
a7,1,0.896816,0.016818,[58 35] ; [21 12],[58.30952381 34.69047619] ; [20.69047619 12.30952381],0
v3,1,0.907878,0.01339,[ 9 83] ; [ 3 30],[ 8.832 83.168] ; [ 3.168 29.832],0
