Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,51.734653,[ 35 123] ; [87 50],[65.34237288 92.65762712] ; [56.65762712 80.34237288],1
p8,1,0.0,28.613458,[ 50 108] ; [86 51],[72.84067797 85.15932203] ; [63.15932203 73.84067797],1
p7,1,1e-06,24.978753,[66 91] ; [98 40],[87.28135593 69.71864407] ; [76.71864407 61.28135593],1
p6,1,3e-06,21.819226,[ 25 130] ; [56 82],[ 42.84982935 112.15017065] ; [38.15017065 99.84982935],1
v1,1,2.5e-05,17.773387,[ 51 106] ; [77 58],[68.82191781 88.17808219] ; [59.17808219 75.82191781],1
p2,1,3e-05,17.389914,[110  49] ; [123  15],[124.73737374  34.26262626] ; [108.26262626  29.73737374],1
p10,1,0.000107,15.005972,[97 61] ; [113  25],[112.09459459  45.90540541] ; [97.90540541 40.09459459],1
p11,1,0.000395,12.555612,[108  51] ; [118  20],[120.98989899  38.01010101] ; [105.01010101  32.98989899],1
s7,1,0.00128,10.3711,[ 23 125] ; [42 90],[ 34.35714286 113.64285714] ; [ 30.64285714 101.35714286],0
p9,1,0.003944,8.309634,[104  51] ; [113  25],[114.79522184  40.20477816] ; [102.20477816  35.79522184],0
s8,1,0.012667,6.21502,[ 24 135] ; [ 37 101],[ 32.65656566 126.34343434] ; [ 28.34343434 109.65656566],0
p5,1,0.017103,5.685786,[  4 155] ; [ 12 124],[  8.62372881 150.37627119] ; [  7.37627119 128.62372881],0
p12,1,0.019272,5.47669,[  1 156] ; [  7 131],[  4.25762712 152.74237288] ; [  3.74237288 134.25762712],0
n4,1,0.020833,5.340714,[100  59] ; [104  34],[109.21212121  49.78787879] ; [94.78787879 43.21212121],0
a5,1,0.021359,5.297291,[95 64] ; [100  38],[104.39393939  54.60606061] ; [90.60606061 47.39393939],0
n5,1,0.027353,4.868369,[94 64] ; [99 39],[103.02027027  54.97972973] ; [89.97972973 48.02027027],0
n6,1,0.031914,4.6031,[116  43] ; [115  23],[123.66666667  35.33333333] ; [107.33333333  30.66666667],0
v3,1,0.050935,3.810411,[ 45 108] ; [53 78],[ 52.79577465 100.20422535] ; [45.20422535 85.79577465],0
p1,1,0.062672,3.465233,[  8 150] ; [ 15 123],[ 12.27702703 145.72297297] ; [ 10.72297297 127.27702703],0
a7,1,0.067598,3.340413,[103  54] ; [104  34],[110.16610169  46.83389831] ; [96.83389831 41.16610169],0
d5,1,0.086228,2.943426,[111  47] ; [109  29],[117.43243243  40.56756757] ; [102.56756757  35.43243243],0
v2,1,0.111311,2.535514,[73 80] ; [76 57],[79.70979021 73.29020979] ; [69.29020979 63.70979021],0
u1,1,0.121094,2.403109,[ 13 146] ; [ 19 119],[ 17.13131313 141.86868687] ; [ 14.86868687 123.13131313],0
s5,1,0.135278,2.230863,[ 15 139] ; [ 21 114],[ 19.183391 134.816609] ; [ 16.816609 118.183391],0
n3,1,0.136724,2.214445,[32 17] ; [22  5],[34.81578947 14.18421053] ; [19.18421053  7.81578947],0
b2,1,0.155246,2.019931,[29 54] ; [41 49],[33.58381503 49.41618497] ; [36.41618497 53.58381503],0
b3,1,0.155246,2.019931,[29 54] ; [41 49],[33.58381503 49.41618497] ; [36.41618497 53.58381503],0
r1,1,0.16459,1.931541,[110  48] ; [106  32],[115.2972973  42.7027027] ; [100.7027027  37.2972973],0
d1,1,0.168947,1.892259,[76 83] ; [77 61],[81.90909091 77.09090909] ; [71.09090909 66.90909091],0
r4,1,0.173818,1.8497,[129  30] ; [120  18],[133.3030303  25.6969697] ; [115.6969697  22.3030303],0
a2,1,0.183857,1.766171,[ 24 135] ; [ 29 109],[ 28.37373737 130.62626263] ; [ 24.62626263 113.37373737],0
n1,1,0.205948,1.599681,[12 37] ; [10 16],[14.37333333 34.62666667] ; [ 7.62666667 18.37333333],0
n2,1,0.208938,1.578772,[32 19] ; [20  6],[34.44155844 16.55844156] ; [17.55844156  8.44155844],0
s4,1,0.242198,1.367753,[ 15 144] ; [  8 130],[ 12.31313131 146.68686869] ; [ 10.68686869 127.31313131],0
a4,1,0.307739,1.040353,[61 98] ; [61 77],[65.31313131 93.68686869] ; [56.68686869 81.31313131],0
s3,1,0.35842,0.843422,[ 37 122] ; [38 98],[ 40.42372881 118.57627119] ; [ 34.57627119 101.42372881],0
r3,1,0.382494,0.762672,[142  16] ; [128  10],[144.12162162  13.87837838] ; [125.87837838  12.12162162],0
s1,1,0.571379,0.320381,[  3 154] ; [  4 133],[  3.73809524 153.26190476] ; [  3.26190476 133.73809524],0
b1,1,0.616356,0.251023,[60 99] ; [56 82],[62.1010101 96.8989899] ; [53.8989899 84.1010101],0
d3,1,0.618085,0.248569,[98 59] ; [90 48],[100.05423729  56.94576271] ; [87.94576271 50.05423729],0
b5,1,0.651076,0.204546,[94 65] ; [78 60],[92.08080808 66.91919192] ; [79.91919192 58.08080808],0
s2,1,0.651243,0.204336,[ 29 129] ; [ 28 109],[ 30.52881356 127.47118644] ; [ 26.47118644 110.52881356],0
a8,1,0.656735,0.197514,[ 14 138] ; [ 13 107],[ 15.08823529 136.91176471] ; [ 11.91176471 108.08823529],0
a3,1,0.693259,0.15558,[105  53] ; [94 43],[106.58305085  51.41694915] ; [92.41694915 44.58305085],0
a6,1,0.704022,0.144321,[105  54] ; [94 44],[106.53535354  52.46464646] ; [92.46464646 45.53535354],0
u3,1,0.822866,0.050114,[27 27] ; [23 21],[27.55102041 26.44897959] ; [22.44897959 21.55102041],0
b4,1,0.850329,0.035607,[87 72] ; [74 64],[86.19191919 72.80808081] ; [74.80808081 63.19191919],0
r2,1,0.862828,0.029851,[147  12] ; [125  11],[146.60338983  12.39661017] ; [125.39661017  10.60338983],0
d4,1,0.877505,0.023757,[119  39] ; [105  33],[119.56756757  38.43243243] ; [104.43243243  33.56756757],0
a1,1,0.90179,0.015228,[  5 154] ; [  4 134],[  4.81818182 154.18181818] ; [  4.18181818 133.81818182],0
u2,1,0.946216,0.004551,[28 26] ; [22 21],[27.83505155 26.16494845] ; [22.16494845 20.83505155],0
d2,1,0.977079,0.000826,[68 89] ; [60 78],[68.1220339 88.8779661] ; [59.8779661 78.1220339],0
