Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000119,14.812395,[ 5 17] ; [11  1],[10.35294118 11.64705882] ; [5.64705882 6.35294118],1
s2,1,0.008656,6.892514,[ 3 20] ; [7 6],[ 6.38888889 16.61111111] ; [3.61111111 9.38888889],0
p7,1,0.016776,5.719607,[ 5 18] ; [7 4],[ 8.11764706 14.88235294] ; [3.88235294 7.11764706],0
p2,1,0.024444,5.062876,[ 7 16] ; [9 4],[10.22222222 12.77777778] ; [5.77777778 7.22222222],0
s7,1,0.025718,4.974892,[ 6 16] ; [8 4],[ 9.05882353 12.94117647] ; [4.94117647 7.05882353],0
p6,1,0.027547,4.856187,[ 3 20] ; [6 7],[ 5.75 17.25] ; [3.25 9.75],0
p5,1,0.035821,4.405594,[ 2 20] ; [5 8],[ 4.4 17.6] ; [ 2.6 10.4],0
p4,1,0.036102,4.392303,[ 6 17] ; [8 5],[ 8.94444444 14.05555556] ; [5.05555556 7.94444444],0
a5,1,0.043092,4.091793,[14  9] ; [12  1],[16.61111111  6.38888889] ; [9.38888889 3.61111111],0
n6,1,0.043866,4.061701,[ 9 14] ; [9 3],[11.82857143 11.17142857] ; [6.17142857 5.82857143],0
b5,1,0.051596,3.788817,[12 11] ; [11  2],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
p10,1,0.082751,3.010033,[ 9 14] ; [9 4],[11.5 11.5] ; [6.5 6.5],0
p3,1,0.095803,2.774063,[ 6 17] ; [7 6],[ 8.30555556 14.69444444] ; [4.69444444 8.30555556],0
a4,1,0.105264,2.62392,[13  9] ; [4 9],[10.68571429 11.31428571] ; [6.31428571 6.68571429],0
r4,1,0.126645,2.333159,[ 5 18] ; [6 7],[ 7.02777778 15.97222222] ; [3.97222222 9.02777778],0
v2,1,0.160814,1.966555,[ 4 19] ; [5 8],[ 5.75 17.25] ; [3.25 9.75],0
v1,1,0.166356,1.915476,[ 7 16] ; [7 6],[ 8.94444444 14.05555556] ; [5.05555556 7.94444444],0
p9,1,0.190732,1.711957,[12 11] ; [9 3],[13.8  9.2] ; [7.2 4.8],0
s8,1,0.21545,1.53442,[ 5 18] ; [5 7],[ 6.57142857 16.42857143] ; [3.42857143 8.57142857],0
a6,1,0.220922,1.498373,[13 10] ; [10  3],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
s1,1,0.230744,1.436271,[ 2 21] ; [ 3 10],[ 3.19444444 19.80555556] ; [ 1.80555556 11.19444444],0
s6,1,0.255506,1.292946,[ 7 16] ; [6 6],[ 8.54285714 14.45714286] ; [4.45714286 7.54285714],0
