Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,56.462719,[64  1] ; [1 8],[57.09459459  7.90540541] ; [7.90540541 1.09459459],1
p11,1,3e-05,17.391531,[55 10] ; [2 7],[50.06756757 14.93243243] ; [6.93243243 2.06756757],1
p6,1,0.028172,4.817508,[32 32] ; [1 8],[28.93150685 35.06849315] ; [4.06849315 4.93150685],0
n6,1,0.038137,4.298909,[59  6] ; [6 3],[57.09459459  7.90540541] ; [7.90540541 1.09459459],0
r4,1,0.048579,3.889835,[62  3] ; [7 2],[60.60810811  4.39189189] ; [8.39189189 0.60810811],0
p7,1,0.062605,3.466987,[47 16] ; [4 5],[44.625 18.375] ; [6.375 2.625],0
d1,1,0.071592,3.246142,[42 23] ; [3 6],[39.52702703 25.47297297] ; [5.47297297 3.52702703],0
s5,1,0.087429,2.92108,[38 22] ; [3 6],[35.65217391 24.34782609] ; [5.34782609 3.65217391],0
p8,1,0.103883,2.644898,[39 24] ; [3 6],[36.75 26.25] ; [5.25 3.75],0
s8,1,0.107981,2.58353,[40 25] ; [3 6],[37.77027027 27.22972973] ; [5.22972973 3.77027027],0
s6,1,0.167411,1.905973,[52  9] ; [6 3],[50.54285714 10.45714286] ; [7.45714286 1.54285714],0
n1,1,0.210209,1.569986,[ 4 10] ; [2 1],[4.94117647 9.05882353] ; [1.05882353 1.94117647],0
d4,1,0.23877,1.387839,[54 11] ; [6 3],[52.7027027 12.2972973] ; [7.2972973 1.7027027],0
s1,1,0.252056,1.311874,[ 2 63] ; [1 8],[ 2.63513514 62.36486486] ; [0.36486486 8.63513514],0
r3,1,0.252056,1.311874,[63  2] ; [8 1],[62.36486486  2.63513514] ; [8.63513514 0.36486486],0
a4,1,0.326675,0.962033,[33 32] ; [3 6],[31.62162162 33.37837838] ; [4.37837838 4.62162162],0
a8,1,0.359981,0.837959,[ 4 58] ; [1 5],[ 4.55882353 57.44117647] ; [0.44117647 5.55882353],0
n5,1,0.362472,0.82931,[52 13] ; [6 3],[50.94594595 14.05405405] ; [7.05405405 1.94594595],0
p4,1,0.411437,0.674644,[45 20] ; [5 4],[43.91891892 21.08108108] ; [6.08108108 2.91891892],0
r2,1,0.419271,0.652357,[62  3] ; [8 1],[61.48648649  3.51351351] ; [8.51351351 0.48648649],0
a5,1,0.430486,0.621513,[51 14] ; [6 3],[50.06756757 14.93243243] ; [6.93243243 2.06756757],0
n2,1,0.432246,0.61678,[12  2] ; [2 1],[11.52941176  2.47058824] ; [2.47058824 0.52941176],0
s7,1,0.438578,0.6,[41 23] ; [4 4],[40. 24.] ; [5. 3.],0
s2,1,0.449467,0.571996,[48 16] ; [5 3],[47.11111111 16.88888889] ; [5.88888889 2.11111111],0
b4,1,0.537082,0.380975,[36 29] ; [4 5],[35.13513514 29.86486486] ; [4.86486486 4.13513514],0
a7,1,0.540081,0.375389,[44 21] ; [7 2],[44.7972973 20.2027027] ; [6.2027027 2.7972973],0
v2,1,0.56407,0.332706,[35 29] ; [4 5],[34.19178082 29.80821918] ; [4.80821918 4.19178082],0
a3,1,0.574721,0.314847,[49 16] ; [6 3],[48.31081081 16.68918919] ; [6.68918919 2.31081081],0
d3,1,0.574721,0.314847,[49 16] ; [6 3],[48.31081081 16.68918919] ; [6.68918919 2.31081081],0
a6,1,0.578716,0.308316,[37 28] ; [6 3],[37.77027027 27.22972973] ; [5.22972973 3.77027027],0
v4,1,0.58879,0.292239,[60  4] ; [8 1],[59.61643836  4.38356164] ; [8.38356164 0.61643836],0
p3,1,0.730404,0.118741,[40 25] ; [5 4],[39.52702703 25.47297297] ; [5.47297297 3.52702703],0
b1,1,0.730404,0.118741,[25 40] ; [4 5],[25.47297297 39.52702703] ; [3.52702703 5.47297297],0
s3,1,0.737194,0.112608,[45 20] ; [6 2],[45.4109589 19.5890411] ; [5.5890411 2.4109589],0
n3,1,0.761001,0.092517,[8 6] ; [2 1],[8.23529412 5.76470588] ; [1.76470588 1.23529412],0
u2,1,0.763573,0.090476,[ 4 12] ; [1 2],[ 4.21052632 11.78947368] ; [0.78947368 2.21052632],0
b5,1,0.766234,0.08839,[40 25] ; [6 3],[40.40540541 24.59459459] ; [5.59459459 3.40540541],0
d2,1,0.787739,0.072495,[32 33] ; [4 5],[31.62162162 33.37837838] ; [4.37837838 4.62162162],0
n4,1,0.800229,0.064035,[48 17] ; [7 2],[48.31081081 16.68918919] ; [6.68918919 2.31081081],0
u1,1,0.875377,0.024596,[16 49] ; [2 7],[15.81081081 49.18918919] ; [2.18918919 6.81081081],0
p2,1,0.876489,0.024156,[52 13] ; [7 2],[51.82432432 13.17567568] ; [7.17567568 1.82432432],0
u3,1,0.8908,0.018849,[10  6] ; [2 1],[10.10526316  5.89473684] ; [1.89473684 1.10526316],0
v3,1,0.950833,0.003802,[22 42] ; [3 6],[21.91780822 42.08219178] ; [3.08219178 5.91780822],0
r1,1,0.962752,0.002181,[51 14] ; [7 2],[50.94594595 14.05405405] ; [7.05405405 1.94594595],0
a2,1,0.962752,0.002181,[14 51] ; [2 7],[14.05405405 50.94594595] ; [1.94594595 7.05405405],0
