Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.029345,4.747253,[6 7] ; [12  2],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
n5,1,0.034057,4.491852,[5 8] ; [11  3],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
p6,1,0.037219,4.340345,[ 1 12] ; [6 8],[3.37037037 9.62962963] ; [ 3.62962963 10.37037037],0
v2,1,0.047168,3.939394,[ 3 10] ; [8 5],[5.5 7.5] ; [5.5 7.5],0
v3,1,0.05659,3.634615,[ 2 11] ; [7 7],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
p9,1,0.106864,2.6,[6 7] ; [10  3],[8. 5.] ; [8. 5.],0
n6,1,0.125695,2.344877,[5 7] ; [10  4],[6.92307692 5.07692308] ; [8.07692308 5.92307692],0
a4,1,0.147758,2.095249,[ 3 10] ; [7 7],[4.81481481 8.18518519] ; [5.18518519 8.81481481],0
p2,1,0.152057,2.051491,[8 5] ; [12  2],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
s5,1,0.162862,1.947453,[ 1 12] ; [ 4 10],[ 2.40740741 10.59259259] ; [ 2.59259259 11.40740741],0
p5,1,0.162862,1.947453,[ 1 12] ; [ 4 10],[ 2.40740741 10.59259259] ; [ 2.59259259 11.40740741],0
a7,1,0.168201,1.898901,[9 4] ; [6 8],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
p8,1,0.168201,1.898901,[4 9] ; [8 6],[5.77777778 7.22222222] ; [6.22222222 7.77777778],0
p7,1,0.181709,1.783591,[6 7] ; [10  4],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
b4,1,0.275973,1.186813,[10  3] ; [8 6],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
v1,1,0.275973,1.186813,[ 3 10] ; [6 8],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
n3,1,0.303052,1.060714,[4 3] ; [1 3],[3.18181818 3.81818182] ; [1.81818182 2.18181818],0
n2,1,0.303052,1.060714,[3 4] ; [3 1],[3.81818182 3.18181818] ; [2.18181818 1.81818182],0
s7,1,0.305319,1.050816,[5 8] ; [6 4],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
a8,1,0.315086,1.009234,[ 3 10] ; [ 1 11],[ 2.08 10.92] ; [ 1.92 10.08],0
b1,1,0.344503,0.893601,[7 6] ; [10  4],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
p11,1,0.344503,0.893601,[7 6] ; [10  4],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
s2,1,0.35188,0.866667,[4 9] ; [ 2 11],[ 3. 10.] ; [ 3. 10.],0
b3,1,0.464214,0.535714,[3 4] ; [2 6],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
b2,1,0.464214,0.535714,[3 4] ; [2 6],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
d2,1,0.472423,0.516303,[ 3 10] ; [5 9],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
d3,1,0.567996,0.326048,[6 7] ; [8 6],[6.74074074 6.25925926] ; [7.25925926 6.74074074],0
d4,1,0.579997,0.30624,[9 4] ; [11  3],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
v4,1,0.581206,0.304289,[7 6] ; [9 5],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
a5,1,0.581206,0.304289,[7 6] ; [9 5],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
n4,1,0.581206,0.304289,[7 6] ; [9 5],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
a2,1,0.585957,0.296703,[ 1 12] ; [ 2 12],[ 1.44444444 11.55555556] ; [ 1.55555556 12.44444444],0
s4,1,0.585957,0.296703,[ 1 12] ; [ 2 12],[ 1.44444444 11.55555556] ; [ 1.55555556 12.44444444],0
a3,1,0.618757,0.247619,[8 4] ; [8 6],[7.38461538 4.61538462] ; [8.61538462 5.38461538],0
p10,1,0.658387,0.195489,[9 4] ; [10  3],[9.5 3.5] ; [9.5 3.5],0
s3,1,0.658387,0.195489,[ 3 10] ; [4 9],[3.5 9.5] ; [3.5 9.5],0
u3,1,0.740144,0.11,[3 2] ; [3 3],[2.72727273 2.27272727] ; [3.27272727 2.72727273],0
s8,1,0.816334,0.053946,[5 8] ; [6 8],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
r4,1,0.816334,0.053946,[5 8] ; [6 8],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
u2,1,0.818971,0.052381,[3 2] ; [4 2],[3.18181818 1.81818182] ; [3.81818182 2.18181818],0
b5,1,0.86324,0.02967,[7 6] ; [8 6],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
s6,1,0.86324,0.02967,[6 7] ; [6 8],[5.77777778 7.22222222] ; [6.22222222 7.77777778],0
a6,1,0.882577,0.021816,[5 8] ; [5 9],[4.81481481 8.18518519] ; [5.18518519 8.81481481],0
d1,1,0.900552,0.015616,[4 9] ; [ 4 10],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
r3,1,0.900552,0.015616,[9 4] ; [10  4],[9.14814815 3.85185185] ; [9.85185185 4.14814815],0
p1,1,0.95656,0.002967,[ 1 12] ; [ 1 13],[ 0.96296296 12.03703704] ; [ 1.03703704 12.96296296],0
