Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.006284,7.466986,[4 1] ; [ 4 18],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
p5,1,0.006632,7.369981,[3 2] ; [ 2 21],[0.89285714 4.10714286] ; [ 4.10714286 18.89285714],0
s7,1,0.011412,6.4,[3 1] ; [ 3 17],[1. 3.] ; [ 5. 15.],0
r4,1,0.011466,6.39166,[4 1] ; [ 5 18],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
b1,1,0.096759,2.758172,[1 4] ; [14  9],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
b3,1,0.11863,2.435317,[2 1] ; [ 3 11],[0.88235294 2.11764706] ; [4.11764706 9.88235294],0
b2,1,0.11863,2.435317,[2 1] ; [ 3 11],[0.88235294 2.11764706] ; [4.11764706 9.88235294],0
p7,1,0.191071,1.709342,[4 1] ; [11 12],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
d3,1,0.211128,1.563671,[2 3] ; [16  7],[3.21428571 1.78571429] ; [14.78571429  8.21428571],0
v3,1,0.211128,1.563671,[3 2] ; [ 7 16],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
p1,1,0.218065,1.517057,[1 4] ; [ 1 22],[0.35714286 4.64285714] ; [ 1.64285714 21.35714286],0
p6,1,0.238821,1.38754,[3 2] ; [ 7 15],[1.85185185 3.14814815] ; [ 8.14814815 13.85185185],0
r1,1,0.295366,1.095001,[3 2] ; [ 8 15],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
a7,1,0.295366,1.095001,[2 3] ; [15  8],[3.03571429 1.96428571] ; [13.96428571  9.03571429],0
a4,1,0.329929,0.949175,[1 4] ; [10 13],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
n6,1,0.418442,0.654686,[4 1] ; [14  9],[3.21428571 1.78571429] ; [14.78571429  8.21428571],0
a3,1,0.418442,0.654686,[4 1] ; [14  9],[3.21428571 1.78571429] ; [14.78571429  8.21428571],0
s2,1,0.483522,0.490909,[1 4] ; [ 8 14],[1.66666667 3.33333333] ; [ 7.33333333 14.66666667],0
a6,1,0.50198,0.450747,[2 3] ; [13 10],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
p8,1,0.50198,0.450747,[3 2] ; [10 13],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
v4,1,0.521213,0.411492,[4 1] ; [15  8],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
s8,1,0.532528,0.389565,[2 3] ; [ 6 17],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
s3,1,0.601389,0.272907,[1 4] ; [ 7 15],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
d2,1,0.621705,0.243478,[2 3] ; [12 11],[2.5 2.5] ; [11.5 11.5],0
d1,1,0.621705,0.243478,[2 3] ; [12 11],[2.5 2.5] ; [11.5 11.5],0
p12,1,0.687031,0.162319,[1 4] ; [ 3 20],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
a5,1,0.750469,0.101137,[3 2] ; [12 11],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
b5,1,0.750469,0.101137,[3 2] ; [12 11],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
b4,1,0.750469,0.101137,[3 2] ; [12 11],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
s6,1,0.886731,0.02029,[3 2] ; [13 10],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
s4,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
