Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.644308,[4 7] ; [90  8],[9.48623853 1.51376147] ; [84.51376147 13.48623853],1
v4,1,1e-06,23.669864,[5 6] ; [92  6],[9.78899083 1.21100917] ; [87.21100917 10.78899083],1
r1,1,3.5e-05,17.128187,[2 9] ; [76 22],[7.87155963 3.12844037] ; [70.12844037 27.87155963],1
u3,1,0.013425,6.112233,[1 5] ; [27 12],[3.73333333 2.26666667] ; [24.26666667 14.73333333],0
d1,1,0.028244,4.813123,[2 9] ; [52 46],[5.44954128 5.55045872] ; [48.55045872 49.44954128],0
n4,1,0.042966,4.096756,[5 6] ; [73 25],[7.87155963 3.12844037] ; [70.12844037 27.87155963],0
r3,1,0.051865,3.780127,[9 2] ; [94  4],[10.39449541  0.60550459] ; [92.60550459  5.39449541],0
d5,1,0.053896,3.715905,[4 7] ; [64 33],[6.92592593 4.07407407] ; [61.07407407 35.92592593],0
s3,1,0.135176,2.232036,[3 8] ; [49 47],[5.34579439 5.65420561] ; [46.65420561 49.34579439],0
n6,1,0.140053,2.177382,[7 4] ; [79 17],[8.8411215 2.1588785] ; [77.1588785 18.8411215],0
s7,1,0.146908,2.104069,[2 8] ; [42 54],[4.1509434 5.8490566] ; [39.8490566 56.1509434],0
s2,1,0.152853,2.043545,[3 8] ; [48 48],[5.24299065 5.75700935] ; [45.75700935 50.24299065],0
a8,1,0.162833,1.947721,[2 9] ; [ 6 88],[ 0.83809524 10.16190476] ; [ 7.16190476 86.83809524],0
p3,1,0.191441,1.706494,[2 9] ; [37 60],[3.97222222 7.02777778] ; [35.02777778 61.97222222],0
p1,1,0.207189,1.59096,[2 9] ; [ 7 91],[ 0.90825688 10.09174312] ; [ 8.09174312 89.90825688],0
d3,1,0.223596,1.481139,[4 7] ; [54 43],[5.90740741 5.09259259] ; [52.09259259 44.90740741],0
a6,1,0.261035,1.263258,[5 6] ; [61 36],[6.72222222 4.27777778] ; [59.27777778 37.72222222],0
p6,1,0.268998,1.22185,[ 1 10] ; [23 74],[2.44444444 8.55555556] ; [21.55555556 75.44444444],0
s8,1,0.278257,1.175581,[3 8] ; [43 54],[4.68518519 6.31481481] ; [41.31481481 55.68518519],0
s6,1,0.292287,1.109056,[5 6] ; [60 37],[6.62037037 4.37962963] ; [58.37962963 38.62037037],0
a4,1,0.31952,0.990909,[3 8] ; [42 56],[4.5412844 6.4587156] ; [40.4587156 57.5412844],0
a3,1,0.346133,0.887584,[5 6] ; [59 39],[6.4587156 4.5412844] ; [57.5412844 40.4587156],0
a7,1,0.382003,0.764245,[5 6] ; [58 40],[6.35779817 4.64220183] ; [56.64220183 41.35779817],0
s4,1,0.388517,0.74358,[ 1 10] ; [19 77],[2.05607477 8.94392523] ; [17.94392523 78.05607477],0
s5,1,0.43645,0.605597,[2 9] ; [27 65],[3.09708738 7.90291262] ; [25.90291262 66.09708738],0
b2,1,0.436858,0.604523,[1 4] ; [25 42],[1.80555556 3.19444444] ; [24.19444444 42.80555556],0
b3,1,0.436858,0.604523,[1 4] ; [25 42],[1.80555556 3.19444444] ; [24.19444444 42.80555556],0
p9,1,0.439874,0.596611,[7 4] ; [73 25],[8.0733945 2.9266055] ; [71.9266055 26.0733945],0
d4,1,0.452595,0.564146,[7 4] ; [72 25],[8.0462963 2.9537037] ; [70.9537037 26.0462963],0
n5,1,0.453395,0.562151,[9 2] ; [69 28],[7.94444444 3.05555556] ; [70.05555556 26.94444444],0
b1,1,0.459034,0.548249,[6 5] ; [42 56],[4.8440367 6.1559633] ; [43.1559633 54.8440367],0
p4,1,0.464345,0.535401,[3 8] ; [37 59],[4.11214953 6.88785047] ; [35.88785047 60.11214953],0
v1,1,0.488286,0.480302,[4 7] ; [45 50],[5.08490566 5.91509434] ; [43.91509434 51.08490566],0
p8,1,0.488708,0.47937,[4 7] ; [26 72],[3.02752294 7.97247706] ; [26.97247706 71.02752294],0
p7,1,0.499758,0.455451,[3 8] ; [35 58],[4.01923077 6.98076923] ; [33.98076923 59.01923077],0
v3,1,0.510907,0.432209,[3 8] ; [34 57],[3.99019608 7.00980392] ; [33.00980392 57.99019608],0
b4,1,0.577467,0.310348,[8 3] ; [63 35],[7.16513761 3.83486239] ; [63.83486239 34.16513761],0
a2,1,0.580741,0.305038,[ 1 10] ; [15 83],[1.6146789 9.3853211] ; [14.3853211 83.6146789],0
n1,1,0.583013,0.301389,[2 1] ; [14 14],[1.5483871 1.4516129] ; [14.4516129 13.5483871],0
u1,1,0.635341,0.224887,[ 1 10] ; [14 84],[1.51376147 9.48623853] ; [13.48623853 84.51376147],0
a5,1,0.667367,0.184697,[6 5] ; [60 38],[6.66055046 4.33944954] ; [59.33944954 38.66055046],0
s1,1,0.718146,0.130276,[ 1 10] ; [ 6 90],[ 0.71962617 10.28037383] ; [ 6.28037383 89.71962617],0
b5,1,0.767029,0.087772,[6 5] ; [58 40],[6.4587156 4.5412844] ; [57.5412844 40.4587156],0
u2,1,0.774062,0.082406,[4 2] ; [23 15],[3.68181818 2.31818182] ; [23.31818182 14.68181818],0
p5,1,0.874015,0.025141,[ 1 10] ; [10 84],[1.15238095 9.84761905] ; [ 9.84761905 84.15238095],0
v2,1,0.893845,0.017806,[5 5] ; [47 43],[5.2 4.8] ; [46.8 43.2],0
d2,1,0.966602,0.001753,[5 6] ; [43 53],[4.93457944 6.06542056] ; [43.06542056 52.93457944],0
p10,1,0.984366,0.000384,[8 3] ; [71 27],[7.97247706 3.02752294] ; [71.02752294 26.97247706],0
