Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00161,9.948757,[2 3] ; [69  8],[4.32926829 0.67073171] ; [66.67073171 10.32926829],0
r4,1,0.004895,7.917859,[2 3] ; [68 10],[4.21686747 0.78313253] ; [65.78313253 12.21686747],0
r1,1,0.00562,7.668178,[1 4] ; [59 18],[3.65853659 1.34146341] ; [56.34146341 20.65853659],0
a5,1,0.009349,6.754947,[1 4] ; [58 20],[3.55421687 1.44578313] ; [55.44578313 22.55421687],0
v4,1,0.017643,5.631231,[3 2] ; [72  6],[4.51807229 0.48192771] ; [70.48192771  7.51807229],0
s2,1,0.019428,5.462534,[1 4] ; [55 23],[3.37349398 1.62650602] ; [52.62650602 25.37349398],0
s3,1,0.047496,3.927744,[1 4] ; [49 27],[3.08641975 1.91358025] ; [46.91358025 29.08641975],0
p5,1,0.093875,2.806633,[2 3] ; [10 68],[0.72289157 4.27710843] ; [11.27710843 66.72289157],0
p1,1,0.093875,2.806633,[2 3] ; [10 68],[0.72289157 4.27710843] ; [11.27710843 66.72289157],0
a3,1,0.096098,2.769134,[2 3] ; [58 20],[3.61445783 1.38554217] ; [56.38554217 21.61445783],0
p4,1,0.133909,2.246588,[4 1] ; [35 42],[2.37804878 2.62195122] ; [36.62195122 40.37804878],0
a4,1,0.175009,1.839501,[1 4] ; [40 38],[2.46987952 2.53012048] ; [38.53012048 39.46987952],0
b5,1,0.176217,1.829243,[2 3] ; [54 24],[3.37349398 1.62650602] ; [52.62650602 25.37349398],0
v2,1,0.193442,1.691209,[1 4] ; [38 38],[2.40740741 2.59259259] ; [36.59259259 39.40740741],0
u3,1,0.21371,1.546111,[1 2] ; [14  6],[1.95652174 1.04347826] ; [13.04347826  6.95652174],0
d5,1,0.225614,1.468303,[3 2] ; [64 14],[4.03614458 0.96385542] ; [62.96385542 15.03614458],0
s7,1,0.246637,1.342254,[1 3] ; [41 34],[2.12658228 1.87341772] ; [39.87341772 35.12658228],0
d1,1,0.340088,0.910098,[2 3] ; [48 30],[3.01204819 1.98795181] ; [46.98795181 31.01204819],0
d2,1,0.365555,0.81872,[2 3] ; [46 30],[2.96296296 2.03703704] ; [45.03703704 30.96296296],0
p11,1,0.408074,0.684405,[4 1] ; [48 30],[3.13253012 1.86746988] ; [48.86746988 29.13253012],0
a6,1,0.408074,0.684405,[4 1] ; [48 30],[3.13253012 1.86746988] ; [48.86746988 29.13253012],0
v3,1,0.467671,0.527473,[1 4] ; [27 48],[1.75 3.25] ; [26.25 48.75],0
d3,1,0.537282,0.3806,[4 1] ; [52 26],[3.37349398 1.62650602] ; [52.62650602 25.37349398],0
a7,1,0.58626,0.296223,[3 2] ; [55 22],[3.53658537 1.46341463] ; [54.46341463 22.53658537],0
b4,1,0.610872,0.258907,[4 1] ; [54 24],[3.4939759 1.5060241] ; [54.5060241 23.4939759],0
v1,1,0.664604,0.187979,[2 3] ; [39 39],[2.46987952 2.53012048] ; [38.53012048 39.46987952],0
u2,1,0.70386,0.144487,[2 1] ; [11  9],[1.69565217 1.30434783] ; [11.30434783  8.69565217],0
n4,1,0.759874,0.09342,[3 2] ; [52 26],[3.31325301 1.68674699] ; [51.68674699 26.31325301],0
p2,1,0.759874,0.09342,[3 2] ; [52 26],[3.31325301 1.68674699] ; [51.68674699 26.31325301],0
n5,1,0.806603,0.059932,[3 2] ; [51 27],[3.25301205 1.74698795] ; [50.74698795 27.25301205],0
n6,1,0.846992,0.037233,[4 1] ; [65 13],[4.15662651 0.84337349] ; [64.84337349 13.15662651],0
s6,1,0.846992,0.037233,[4 1] ; [65 13],[4.15662651 0.84337349] ; [64.84337349 13.15662651],0
p10,1,0.86233,0.030071,[4 1] ; [59 18],[3.84146341 1.15853659] ; [59.15853659 17.84146341],0
s8,1,0.900392,0.015667,[2 3] ; [33 44],[2.13414634 2.86585366] ; [32.86585366 44.13414634],0
p9,1,0.901797,0.015226,[4 1] ; [59 17],[3.88888889 1.11111111] ; [59.11111111 16.88888889],0
b1,1,0.919315,0.010261,[2 3] ; [33 45],[2.10843373 2.89156627] ; [32.89156627 45.10843373],0
p3,1,0.990939,0.000129,[2 3] ; [31 47],[1.98795181 3.01204819] ; [31.01204819 46.98795181],0
