Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.036525,[47  5] ; [ 7 23],[34.24390244 17.75609756] ; [19.75609756 10.24390244],1
s6,1,0.00339,8.584598,[47  4] ; [20 10],[42.18518519  8.81481481] ; [24.81481481  5.18518519],0
a2,1,0.017015,5.694809,[15 37] ; [ 2 28],[10.7804878 41.2195122] ; [ 6.2195122 23.7804878],0
a8,1,0.017545,5.641026,[ 4 45] ; [ 8 20],[ 7.63636364 41.36363636] ; [ 4.36363636 23.63636364],0
s4,1,0.021177,5.312196,[17 35] ; [ 3 27],[12.68292683 39.31707317] ; [ 7.31707317 22.68292683],0
s7,1,0.032815,4.555417,[34 14] ; [14 16],[29.53846154 18.46153846] ; [18.46153846 11.53846154],0
p11,1,0.036166,4.389262,[34 18] ; [26  4],[38.04878049 13.95121951] ; [21.95121951  8.04878049],0
r2,1,0.04268,4.108028,[49  2] ; [24  5],[46.5375  4.4625] ; [26.4625  2.5375],0
s5,1,0.049842,3.846777,[22 27] ; [ 6 21],[18.05263158 30.94736842] ; [ 9.94736842 17.05263158],0
n1,1,0.055991,3.652315,[7 7] ; [1 8],[4.86956522 9.13043478] ; [3.13043478 5.86956522],0
n4,1,0.086682,2.934939,[21 31] ; [18 12],[24.73170732 27.26829268] ; [14.26829268 15.73170732],0
d1,1,0.097485,2.746217,[34 18] ; [14 16],[30.43902439 21.56097561] ; [17.56097561 12.43902439],0
u1,1,0.098753,2.725568,[13 39] ; [ 3 27],[10.14634146 41.85365854] ; [ 5.85365854 24.14634146],0
d2,1,0.12263,2.383407,[30 22] ; [12 18],[26.63414634 25.36585366] ; [15.36585366 14.63414634],0
b4,1,0.149988,2.072373,[36 16] ; [16 14],[32.97560976 19.02439024] ; [19.02439024 10.97560976],0
a5,1,0.155261,2.019789,[39 13] ; [18 12],[36.14634146 15.85365854] ; [20.85365854  9.14634146],0
p6,1,0.168809,1.893491,[21 31] ; [ 7 21],[18.2 33.8] ; [ 9.8 18.2],0
b2,1,0.171115,1.873148,[ 9 23] ; [11 13],[11.42857143 20.57142857] ; [ 8.57142857 15.42857143],0
b3,1,0.171115,1.873148,[ 9 23] ; [11 13],[11.42857143 20.57142857] ; [ 8.57142857 15.42857143],0
p7,1,0.188132,1.732188,[27 22] ; [21  9],[29.7721519 19.2278481] ; [18.2278481 11.7721519],0
d5,1,0.214338,1.54188,[44  8] ; [22  8],[41.85365854 10.14634146] ; [24.14634146  5.85365854],0
p10,1,0.216786,1.525517,[42  8] ; [21  8],[39.87341772 10.12658228] ; [23.12658228  5.87341772],0
p1,1,0.233401,1.420017,[ 8 43] ; [ 2 28],[ 6.2962963 44.7037037] ; [ 3.7037037 26.2962963],0
d4,1,0.252492,1.309465,[45  7] ; [23  7],[43.12195122  8.87804878] ; [24.87804878  5.12195122],0
a4,1,0.256355,1.288336,[24 28] ; [10 20],[21.56097561 30.43902439] ; [12.43902439 17.56097561],0
v3,1,0.272204,1.205607,[14 34] ; [12 17],[16.20779221 31.79220779] ; [ 9.79220779 19.20779221],0
v2,1,0.298556,1.080631,[29 19] ; [14 15],[26.80519481 21.19480519] ; [16.19480519 12.80519481],0
b5,1,0.335254,0.928498,[35 17] ; [17 13],[32.97560976 19.02439024] ; [19.02439024 10.97560976],0
a7,1,0.3767,0.781445,[37 15] ; [24  6],[38.68292683 13.31707317] ; [22.31707317  7.68292683],0
p2,1,0.377609,0.778472,[41 11] ; [26  4],[42.48780488  9.51219512] ; [24.51219512  5.48780488],0
p4,1,0.426614,0.632023,[29 23] ; [14 16],[27.26829268 24.73170732] ; [15.73170732 14.26829268],0
a1,1,0.426873,0.631315,[ 4 48] ; [ 1 29],[ 3.17073171 48.82926829] ; [ 1.82926829 28.17073171],0
a3,1,0.456241,0.5551,[34 18] ; [22  8],[35.51219512 16.48780488] ; [20.48780488  9.51219512],0
r4,1,0.478568,0.502126,[49  3] ; [27  3],[48.19512195  3.80487805] ; [27.80487805  2.19512195],0
u3,1,0.561545,0.337037,[14  4] ; [7 1],[14.53846154  3.46153846] ; [6.46153846 1.53846154],0
s1,1,0.567925,0.326167,[ 2 50] ; [ 2 28],[ 2.53658537 49.46341463] ; [ 1.46341463 28.53658537],0
a6,1,0.625835,0.237751,[34 18] ; [18 12],[32.97560976 19.02439024] ; [19.02439024 10.97560976],0
p3,1,0.646567,0.210256,[27 25] ; [14 16],[26. 26.] ; [15. 15.],0
r3,1,0.690073,0.159006,[51  1] ; [29  1],[50.73170732  1.26829268] ; [29.26829268  0.73170732],0
v1,1,0.856558,0.032673,[23 26] ; [13 16],[22.61538462 26.38461538] ; [13.38461538 15.61538462],0
n6,1,0.900977,0.015482,[33 18] ; [19 11],[32.74074074 18.25925926] ; [19.25925926 10.74074074],0
n2,1,0.906855,0.01369,[9 5] ; [6 3],[9.13043478 4.86956522] ; [5.86956522 3.13043478],0
p8,1,0.927934,0.00818,[22 30] ; [13 17],[22.19512195 29.80487805] ; [12.80487805 17.19512195],0
p9,1,0.933195,0.007027,[43  7] ; [26  4],[43.125  6.875] ; [25.875  4.125],0
n3,1,0.964079,0.002028,[11  3] ; [7 2],[10.95652174  3.04347826] ; [7.04347826 1.95652174],0
r1,1,0.978853,0.000703,[40 12] ; [23  7],[39.95121951 12.04878049] ; [23.04878049  6.95121951],0
d3,1,0.979862,0.000637,[38 14] ; [22  8],[38.04878049 13.95121951] ; [21.95121951  8.04878049],0
b1,1,0.990737,0.000135,[19 33] ; [11 19],[19.02439024 32.97560976] ; [10.97560976 19.02439024],0
