Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.015079,5.907222,[8 2] ; [ 7 14],[4.83870968 5.16129032] ; [10.16129032 10.83870968],0
p3,1,0.016135,5.788067,[6 5] ; [ 3 18],[3.09375 7.90625] ; [ 5.90625 15.09375],0
b1,1,0.01678,5.719233,[3 8] ; [15  6],[6.1875 4.8125] ; [11.8125  9.1875],0
p7,1,0.027084,4.885426,[7 4] ; [ 5 16],[4.125 6.875] ; [ 7.875 13.125],0
p2,1,0.034846,4.45269,[9 2] ; [ 9 12],[6.1875 4.8125] ; [11.8125  9.1875],0
s8,1,0.053116,3.74026,[5 6] ; [ 3 18],[2.75 8.25] ; [ 5.25 15.75],0
a4,1,0.061361,3.500219,[2 9] ; [11 10],[4.46875 6.53125] ; [ 8.53125 12.46875],0
r4,1,0.062749,3.463203,[8 3] ; [ 8 13],[5.5 5.5] ; [10.5 10.5],0
p11,1,0.062749,3.463203,[8 3] ; [ 8 13],[5.5 5.5] ; [10.5 10.5],0
s6,1,0.096582,2.761091,[7 3] ; [ 8 13],[4.83870968 5.16129032] ; [10.16129032 10.83870968],0
n6,1,0.137739,2.203037,[8 3] ; [ 9 11],[6.03225806 4.96774194] ; [10.96774194  9.03225806],0
a6,1,0.149443,2.077922,[6 5] ; [ 6 15],[4.125 6.875] ; [ 7.875 13.125],0
p4,1,0.149443,2.077922,[6 5] ; [ 6 15],[4.125 6.875] ; [ 7.875 13.125],0
p6,1,0.151317,2.058924,[4 7] ; [ 3 18],[2.40625 8.59375] ; [ 4.59375 16.40625],0
a5,1,0.162761,1.948389,[9 2] ; [12  9],[7.21875 3.78125] ; [13.78125  7.21875],0
n4,1,0.209601,1.574183,[6 5] ; [16  5],[7.5625 3.4375] ; [14.4375  6.5625],0
a3,1,0.243751,1.358766,[6 5] ; [15  5],[7.4516129 3.5483871] ; [13.5483871  6.4516129],0
p10,1,0.251952,1.312445,[6 4] ; [ 8 13],[4.51612903 5.48387097] ; [ 9.48387097 11.51612903],0
s3,1,0.251952,1.312445,[6 4] ; [ 8 13],[4.51612903 5.48387097] ; [ 9.48387097 11.51612903],0
d4,1,0.310975,1.026529,[10  1] ; [16  5],[8.9375 2.0625] ; [17.0625  3.9375],0
s2,1,0.35322,0.861857,[4 6] ; [ 5 16],[2.90322581 7.09677419] ; [ 6.09677419 14.90322581],0
v3,1,0.371332,0.799201,[3 8] ; [ 3 18],[2.0625 8.9375] ; [ 3.9375 17.0625],0
u2,1,0.376462,0.782222,[3 2] ; [2 4],[2.27272727 2.72727273] ; [2.72727273 3.27272727],0
d1,1,0.387094,0.748052,[3 8] ; [ 9 12],[4.125 6.875] ; [ 7.875 13.125],0
a7,1,0.388476,0.743706,[7 4] ; [10 11],[5.84375 5.15625] ; [11.15625  9.84375],0
s5,1,0.453129,0.562812,[4 7] ; [ 5 16],[3.09375 7.90625] ; [ 5.90625 15.09375],0
s4,1,0.481819,0.494743,[2 9] ; [ 2 19],[1.375 9.625] ; [ 2.625 18.375],0
p5,1,0.481819,0.494743,[2 9] ; [ 2 19],[1.375 9.625] ; [ 2.625 18.375],0
v1,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
s7,1,0.506984,0.440286,[4 6] ; [ 5 13],[3.21428571 6.78571429] ; [ 5.78571429 12.21428571],0
n3,1,0.514828,0.424242,[2 1] ; [5 6],[1.5 1.5] ; [5.5 5.5],0
v2,1,0.529148,0.396028,[6 5] ; [ 9 12],[5.15625 5.84375] ; [ 9.84375 11.15625],0
n5,1,0.529148,0.396028,[5 6] ; [12  9],[5.84375 5.15625] ; [11.15625  9.84375],0
r2,1,0.540396,0.374806,[8 3] ; [13  8],[7.21875 3.78125] ; [13.78125  7.21875],0
n2,1,0.604773,0.267857,[2 1] ; [6 6],[1.6 1.4] ; [6.4 5.6],0
u3,1,0.621014,0.244444,[1 4] ; [2 4],[1.36363636 3.63636364] ; [1.63636364 4.36363636],0
b3,1,0.665362,0.187075,[3 4] ; [ 5 10],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
b2,1,0.665362,0.187075,[3 4] ; [ 5 10],[2.54545455 4.45454545] ; [5.45454545 9.54545455],0
s1,1,0.673005,0.178108,[ 1 10] ; [ 3 18],[1.375 9.625] ; [ 2.625 18.375],0
d2,1,0.709749,0.138528,[6 5] ; [10 11],[5.5 5.5] ; [10.5 10.5],0
b5,1,0.722416,0.12619,[4 7] ; [ 9 12],[4.46875 6.53125] ; [ 8.53125 12.46875],0
b4,1,0.722416,0.12619,[7 4] ; [12  9],[6.53125 4.46875] ; [12.46875  8.53125],0
d5,1,0.725359,0.123416,[8 3] ; [14  7],[7.5625 3.4375] ; [14.4375  6.5625],0
a8,1,0.778733,0.078944,[1 8] ; [ 3 17],[1.24137931 7.75862069] ; [ 2.75862069 17.24137931],0
d3,1,0.888126,0.01979,[5 6] ; [ 9 12],[4.8125 6.1875] ; [ 9.1875 11.8125],0
a2,1,0.96817,0.001592,[ 1 10] ; [ 2 19],[1.03125 9.96875] ; [ 1.96875 19.03125],0
