Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001995,9.554122,[2 1] ; [ 2 29],[0.35294118 2.64705882] ; [ 3.64705882 27.35294118],0
p8,1,0.007785,7.082388,[2 1] ; [ 3 28],[0.44117647 2.55882353] ; [ 4.55882353 26.44117647],0
p5,1,0.034324,4.478495,[1 2] ; [ 1 30],[0.17647059 2.82352941] ; [ 1.82352941 29.17647059],0
p11,1,0.034573,4.466146,[2 1] ; [ 5 27],[0.6 2.4] ; [ 6.4 25.6],0
s2,1,0.109096,2.567274,[1 2] ; [ 2 30],[0.25714286 2.74285714] ; [ 2.74285714 29.25714286],0
s8,1,0.109096,2.567274,[1 2] ; [ 2 30],[0.25714286 2.74285714] ; [ 2.74285714 29.25714286],0
u3,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
s7,1,0.178133,1.81313,[1 1] ; [ 4 25],[0.32258065 1.67741935] ; [ 4.67741935 24.32258065],0
p10,1,0.183363,1.770156,[2 1] ; [ 9 22],[0.97058824 2.02941176] ; [10.02941176 20.97058824],0
p4,1,0.212346,1.55536,[1 2] ; [ 3 29],[0.34285714 2.65714286] ; [ 3.65714286 28.34285714],0
s4,1,0.324127,0.972222,[1 2] ; [ 4 28],[0.42857143 2.57142857] ; [ 4.57142857 27.42857143],0
p9,1,0.347479,0.882642,[2 1] ; [12 19],[1.23529412 1.76470588] ; [12.76470588 18.23529412],0
n4,1,0.446134,0.580455,[1 2] ; [18 14],[1.62857143 1.37142857] ; [17.37142857 14.62857143],0
d4,1,0.511933,0.430113,[1 2] ; [17 15],[1.54285714 1.45714286] ; [16.45714286 15.54285714],0
d5,1,0.580758,0.305011,[2 1] ; [16 16],[1.54285714 1.45714286] ; [16.45714286 15.54285714],0
a7,1,0.580758,0.305011,[1 2] ; [16 16],[1.45714286 1.54285714] ; [15.54285714 16.45714286],0
a6,1,0.652567,0.20268,[1 2] ; [15 17],[1.37142857 1.62857143] ; [14.62857143 17.37142857],0
b4,1,0.652567,0.20268,[2 1] ; [17 15],[1.62857143 1.37142857] ; [17.37142857 14.62857143],0
d3,1,0.727383,0.121528,[1 2] ; [14 18],[1.28571429 1.71428571] ; [13.71428571 18.28571429],0
n5,1,0.727383,0.121528,[2 1] ; [18 14],[1.71428571 1.28571429] ; [18.28571429 13.71428571],0
r2,1,0.854819,0.033479,[2 1] ; [19 12],[1.85294118 1.14705882] ; [19.14705882 11.85294118],0
n2,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
s3,1,0.87594,0.024373,[1 2] ; [ 9 22],[0.88235294 2.11764706] ; [ 9.11764706 21.88235294],0
b2,1,0.943494,0.005024,[1 1] ; [ 9 10],[0.95238095 1.04761905] ; [9.04761905 9.95238095],0
b3,1,0.943494,0.005024,[1 1] ; [ 9 10],[0.95238095 1.04761905] ; [9.04761905 9.95238095],0
v1,1,0.971007,0.001321,[1 2] ; [11 21],[1.02857143 1.97142857] ; [10.97142857 21.02857143],0
b1,1,0.971007,0.001321,[2 1] ; [21 11],[1.97142857 1.02857143] ; [21.02857143 10.97142857],0
n1,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
