Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,131.414094,[14 40] ; [253  21],[43.95731707 10.04268293] ; [223.04268293  50.95731707],1
p11,1,0.0,34.182626,[30 25] ; [241  34],[45.16666667  9.83333333] ; [225.83333333  49.16666667],1
n5,1,2.9e-05,17.457608,[31 24] ; [224  49],[42.75914634 12.24085366] ; [212.24085366  60.75914634],1
a3,1,4.7e-05,16.583225,[25 30] ; [201  73],[37.78115502 17.21884498] ; [188.21884498  85.78115502],1
v1,1,0.000264,13.311849,[18 37] ; [158 107],[30.25 24.75] ; [145.75 119.25],1
p2,1,0.000284,13.173742,[41 14] ; [249  23],[48.77675841  6.22324159] ; [241.22324159  30.77675841],1
a4,1,0.000444,12.337059,[12 42] ; [132 142],[23.70731707 30.29268293] ; [120.29268293 153.70731707],1
n4,1,0.002019,9.532234,[35 20] ; [226  49],[43.5 11.5] ; [217.5  57.5],0
d4,1,0.004022,8.273878,[36 19] ; [227  48],[43.83333333 11.16666667] ; [219.16666667  55.83333333],0
n6,1,0.004311,8.147836,[38 16] ; [236  38],[45.1097561  8.8902439] ; [228.8902439  45.1097561],0
p6,1,0.006734,7.342512,[14 41] ; [123 149],[23.04281346 31.95718654] ; [113.95718654 158.04281346],0
r3,1,0.009274,6.769231,[48  7] ; [264  11],[52.  3.] ; [260.  15.],0
v4,1,0.009516,6.723249,[48  7] ; [263  11],[51.99088146  3.00911854] ; [259.00911854  14.99088146],0
b1,1,0.012393,6.25379,[31 24] ; [105 170],[22.66666667 32.33333333] ; [113.33333333 161.66666667],0
p3,1,0.013982,6.040417,[26 28] ; [181  94],[33.97568389 20.02431611] ; [173.02431611 101.97568389],0
s7,1,0.021083,5.319946,[17 37] ; [127 134],[24.68571429 29.31428571] ; [119.31428571 141.68571429],0
u2,1,0.023031,5.166197,[12 18] ; [47 26],[17.18446602 12.81553398] ; [41.81553398 31.18446602],0
a2,1,0.0249,5.030828,[ 6 49] ; [ 68 207],[12.33333333 42.66666667] ; [ 61.66666667 213.33333333],0
r4,1,0.030814,4.663302,[44 11] ; [248  27],[48.66666667  6.33333333] ; [243.33333333  31.66666667],0
p7,1,0.031847,4.606716,[32 23] ; [197  74],[38.63496933 16.36503067] ; [190.36503067  80.63496933],0
s8,1,0.034271,4.481151,[16 39] ; [122 152],[23.06990881 31.93009119] ; [114.93009119 159.06990881],0
v2,1,0.034768,4.456513,[24 31] ; [155 107],[31.05678233 23.94321767] ; [147.94321767 114.05678233],0
a8,1,0.036717,4.363477,[ 2 48] ; [ 36 205],[ 6.52920962 43.47079038] ; [ 31.47079038 209.52920962],0
r2,1,0.049635,3.853755,[47  8] ; [252  18],[50.6  4.4] ; [248.4  21.6],0
d1,1,0.080971,3.045312,[26 29] ; [165 110],[31.83333333 23.16666667] ; [159.16666667 115.83333333],0
a6,1,0.086495,2.938435,[33 22] ; [197  78],[38.33333333 16.66666667] ; [191.66666667  83.33333333],0
a5,1,0.102555,2.665354,[36 19] ; [209  66],[40.83333333 14.16666667] ; [204.16666667  70.83333333],0
r1,1,0.117418,2.451429,[39 16] ; [221  54],[43.33333333 11.66666667] ; [216.66666667  58.33333333],0
p8,1,0.13462,2.238399,[28 26] ; [170 101],[32.89846154 21.10153846] ; [165.10153846 105.89846154],0
s6,1,0.158952,1.984165,[30 25] ; [177  97],[34.60486322 20.39513678] ; [172.39513678 101.60486322],0
p1,1,0.183641,1.767909,[ 7 48] ; [ 20 253],[ 4.52743902 50.47256098] ; [ 22.47256098 250.52743902],0
b3,1,0.186826,1.742471,[11 29] ; [ 68 108],[14.62962963 25.37037037] ; [ 64.37037037 111.62962963],0
b2,1,0.186826,1.742471,[11 29] ; [ 68 108],[14.62962963 25.37037037] ; [ 64.37037037 111.62962963],0
s4,1,0.201783,1.62942,[ 9 45] ; [ 29 245],[ 6.25609756 47.74390244] ; [ 31.74390244 242.25609756],0
n1,1,0.237822,1.393461,[ 4 11] ; [21 27],[5.95238095 9.04761905] ; [19.04761905 28.95238095],0
b5,1,0.289375,1.122527,[30 25] ; [171 104],[33.5 21.5] ; [167.5 107.5],0
d5,1,0.313267,1.016851,[42 13] ; [226  49],[44.66666667 10.33333333] ; [223.33333333  51.66666667],0
d2,1,0.324747,0.969733,[24 31] ; [140 135],[27.33333333 27.66666667] ; [136.66666667 138.33333333],0
s1,1,0.32544,0.966956,[ 3 51] ; [  8 266],[ 1.81097561 52.18902439] ; [  9.18902439 264.81097561],0
v3,1,0.342477,0.901136,[17 38] ; [ 98 162],[20.07936508 34.92063492] ; [ 94.92063492 165.07936508],0
p5,1,0.345219,0.890954,[ 3 51] ; [ 26 246],[ 4.80368098 49.19631902] ; [ 24.19631902 247.80368098],0
s3,1,0.426481,0.632388,[30 24] ; [135 137],[27.33128834 26.66871166] ; [137.66871166 134.33128834],0
s2,1,0.488131,0.480643,[21 33] ; [121 154],[23.30699088 30.69300912] ; [118.69300912 156.30699088],0
a1,1,0.526889,0.400388,[ 3 52] ; [ 10 265],[ 2.16666667 52.83333333] ; [ 10.83333333 264.16666667],0
n2,1,0.530335,0.39375,[11  4] ; [31 17],[10.  5.] ; [32. 16.],0
a7,1,0.535053,0.384786,[40 15] ; [210  64],[41.79331307 13.20668693] ; [208.20668693  65.79331307],0
u4,1,0.650232,0.205607,[ 1 54] ; [  8 267],[ 1.5 53.5] ; [  7.5 267.5],0
u3,1,0.816659,0.053752,[17 13] ; [42 29],[17.52475248 12.47524752] ; [41.47524752 29.52475248],0
u1,1,0.895641,0.017205,[ 9 46] ; [ 47 228],[ 9.33333333 45.66666667] ; [ 46.66666667 228.33333333],0
d3,1,0.914681,0.011478,[38 17] ; [192  83],[38.33333333 16.66666667] ; [191.66666667  83.33333333],0
b4,1,1.0,0.0,[31 24] ; [155 120],[31. 24.] ; [155. 120.],0
n3,1,1.0,0.0,[12  4] ; [36 12],[12.  4.] ; [36. 12.],0
