Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,134.036031,[ 40 136] ; [136  22],[92.74251497 83.25748503] ; [83.25748503 74.74251497],1
s6,1,0.0,73.662282,[76 96] ; [140  17],[112.92401216  59.07598784] ; [103.07598784  53.92401216],1
s7,1,0.0,49.166114,[ 48 124] ; [101  50],[79.34365325 92.65634675] ; [69.65634675 81.34365325],1
s8,1,0.0,34.864996,[ 42 134] ; [88 71],[ 68.29850746 107.70149254] ; [61.70149254 97.29850746],1
s5,1,0.0,31.444785,[ 33 141] ; [74 80],[ 56.76219512 117.23780488] ; [ 50.23780488 103.76219512],1
p4,1,3.7e-05,17.022609,[83 94] ; [110  49],[101.66964286  75.33035714] ; [91.33035714 67.66964286],1
s4,1,0.000113,14.897848,[ 22 154] ; [ 46 109],[ 36.1570997 139.8429003] ; [ 31.8429003 123.1570997],1
p10,1,0.001104,10.643972,[121  53] ; [133  24],[133.52265861  40.47734139] ; [120.47734139  36.52265861],0
r4,1,0.002042,9.511685,[144  34] ; [147  12],[153.70326409  24.29673591] ; [137.29673591  21.70326409],0
a3,1,0.004918,7.909387,[102  73] ; [116  43],[114.22155689  60.77844311] ; [103.77844311  55.22155689],0
a4,1,0.008684,6.886745,[ 60 115] ; [77 82],[ 71.78143713 103.21856287] ; [65.21856287 93.78143713],0
s1,1,0.009098,6.803473,[  3 173] ; [ 12 145],[  7.92792793 168.07207207] ; [  7.07207207 149.92792793],0
a2,1,0.009424,6.740616,[ 24 154] ; [ 39 120],[ 33.27596439 144.72403561] ; [ 29.72403561 129.27596439],0
r1,1,0.012855,6.188984,[116  61] ; [123  35],[126.27761194  50.72238806] ; [112.72238806  45.27761194],0
r2,1,0.014165,6.017473,[155  21] ; [150   7],[161.2012012  14.7987988] ; [143.7987988  13.2012012],0
d3,1,0.015667,5.839822,[100  78] ; [109  49],[110.7202381  67.2797619] ; [98.2797619 59.7202381],0
p6,1,0.016279,5.772503,[ 51 125] ; [66 93],[ 61.46865672 114.53134328] ; [ 55.53134328 103.46865672],0
u3,1,0.018554,5.543115,[33 42] ; [28 14],[39.1025641 35.8974359] ; [21.8974359 20.1025641],0
u2,1,0.021042,5.323308,[32 44] ; [27 15],[38. 38.] ; [21. 21.],0
p3,1,0.024018,5.093367,[ 69 108] ; [81 77],[79.25373134 97.74626866] ; [70.74626866 87.25373134],0
p9,1,0.028076,4.82339,[131  42] ; [134  23],[138.92424242  34.07575758] ; [126.07575758  30.92424242],0
d1,1,0.031567,4.62184,[81 97] ; [91 68],[90.84866469 87.15133531] ; [81.15133531 77.84866469],0
u1,1,0.033158,4.537595,[ 19 159] ; [ 30 129],[ 25.88130564 152.11869436] ; [ 23.11869436 135.88130564],0
p5,1,0.034418,4.4738,[ 16 161] ; [ 26 129],[ 22.39156627 154.60843373] ; [ 19.60843373 135.39156627],0
n4,1,0.035701,4.411323,[128  50] ; [129  29],[136.14880952  41.85119048] ; [120.85119048  37.14880952],0
v4,1,0.041865,4.14065,[163  15] ; [153   5],[167.4047619  10.5952381] ; [148.5952381   9.4047619],0
p7,1,0.042471,4.116347,[93 83] ; [99 56],[102.09063444  73.90936556] ; [89.90936556 65.09063444],0
v1,1,0.051525,3.791111,[ 57 118] ; [67 89],[ 65.55891239 109.44108761] ; [58.44108761 97.55891239],0
d4,1,0.05439,3.700684,[127  51] ; [127  31],[134.55952381  43.44047619] ; [119.44047619  38.55952381],0
d2,1,0.054776,3.688887,[ 68 108] ; [78 81],[76.70447761 99.29552239] ; [69.29552239 89.70447761],0
a7,1,0.062775,3.462516,[109  69] ; [112  46],[117.07738095  60.92261905] ; [103.92261905  54.07738095],0
p2,1,0.065423,3.394275,[136  41] ; [134  24],[142.65671642  34.34328358] ; [127.34328358  30.65671642],0
a1,1,0.084411,2.977847,[  3 175] ; [  8 151],[  5.81008902 172.18991098] ; [  5.18991098 153.81008902],0
p12,1,0.105296,2.623434,[  7 169] ; [ 13 146],[ 10.50746269 165.49253731] ; [  9.49253731 149.50746269],0
u4,1,0.138586,2.193587,[  1 177] ; [  4 155],[  2.64094955 175.35905045] ; [  2.35905045 156.64094955],0
n5,1,0.1418,2.158321,[133  44] ; [130  29],[138.54464286  38.45535714] ; [124.45535714  34.54464286],0
r3,1,0.152318,2.04888,[158  19] ; [148  10],[161.67761194  15.32238806] ; [144.32238806  13.67761194],0
d5,1,0.1584,1.989439,[130  48] ; [125  32],[135.49253731  42.50746269] ; [119.50746269  37.49253731],0
v3,1,0.188455,1.729651,[ 30 148] ; [ 35 120],[ 34.74474474 143.25525526] ; [ 30.25525526 124.74474474],0
b1,1,0.277847,1.177592,[ 68 110] ; [70 89],[ 72.89020772 105.10979228] ; [65.10979228 93.89020772],0
b4,1,0.301727,1.066545,[104  74] ; [84 75],[99.29970326 78.70029674] ; [88.70029674 70.29970326],0
p11,1,0.359565,0.839413,[130  48] ; [123  36],[133.63204748  44.36795252] ; [119.36795252  39.63204748],0
p8,1,0.413459,0.668833,[84 92] ; [83 76],[87.73731343 88.26268657] ; [79.26268657 79.73731343],0
n2,1,0.4162,0.661021,[38 18] ; [28  9],[39.74193548 16.25806452] ; [26.25806452 10.74193548],0
n3,1,0.455094,0.557933,[39 15] ; [24 13],[37.38461538 16.61538462] ; [25.61538462 11.38461538],0
a8,1,0.534036,0.386706,[ 18 144] ; [ 20 129],[ 19.79421222 142.20578778] ; [ 18.20578778 130.79421222],0
a5,1,0.75026,0.101313,[118  60] ; [108  51],[119.37091988  58.62908012] ; [106.62908012  52.37091988],0
b5,1,0.771244,0.084534,[108  70] ; [94 65],[106.69436202  71.30563798] ; [95.30563798 63.69436202],0
a6,1,0.785172,0.074303,[106  72] ; [97 62],[107.22255193  70.77744807] ; [95.77744807 63.22255193],0
p1,1,0.844363,0.03854,[ 17 161] ; [ 16 141],[ 17.53432836 160.46567164] ; [ 15.46567164 141.53432836],0
b2,1,0.927373,0.008308,[37 62] ; [38 62],[37.31155779 61.68844221] ; [37.68844221 62.31155779],0
b3,1,0.927373,0.008308,[37 62] ; [38 62],[37.31155779 61.68844221] ; [37.68844221 62.31155779],0
n1,1,0.950876,0.003795,[23 31] ; [16 21],[23.14285714 30.85714286] ; [15.85714286 21.14285714],0
