Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.012825,6.193095,[ 1 13] ; [3 2],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
v4,1,0.012825,6.193095,[13  1] ; [2 3],[11.05263158  2.94736842] ; [3.94736842 1.05263158],0
s3,1,0.042522,4.114286,[13  1] ; [2 2],[11.66666667  2.33333333] ; [3.33333333 0.66666667],0
a7,1,0.088676,2.898254,[9 5] ; [1 4],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
p9,1,0.111219,2.536813,[11  3] ; [2 3],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
v3,1,0.111219,2.536813,[ 3 11] ; [3 2],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
v1,1,0.153338,2.03873,[6 8] ; [4 1],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
p10,1,0.211088,1.563946,[10  4] ; [2 3],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
p1,1,0.226023,1.465714,[ 2 12] ; [2 3],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
n5,1,0.226023,1.465714,[12  2] ; [3 2],[11.05263158  2.94736842] ; [3.94736842 1.05263158],0
b5,1,0.226023,1.465714,[12  2] ; [3 2],[11.05263158  2.94736842] ; [3.94736842 1.05263158],0
d2,1,0.243498,1.360227,[7 7] ; [1 4],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
r2,1,0.260531,1.265934,[11  2] ; [3 2],[10.11111111  2.88888889] ; [3.88888889 1.11111111],0
b4,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
p4,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
a6,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
r1,1,0.345099,0.891396,[5 9] ; [3 2],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
p11,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
s6,1,0.36308,0.827211,[8 6] ; [4 1],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
p5,1,0.421317,0.646639,[ 1 13] ; [1 4],[ 1.47368421 12.52631579] ; [0.52631579 4.47368421],0
b1,1,0.509893,0.434286,[6 8] ; [3 2],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
d5,1,0.509893,0.434286,[8 6] ; [2 3],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
v2,1,0.516407,0.421062,[5 9] ; [1 4],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
n3,1,0.57075,0.321429,[5 2] ; [1 1],[4.66666667 2.33333333] ; [1.33333333 0.66666667],0
s7,1,0.605242,0.267161,[9 5] ; [2 2],[8.55555556 5.44444444] ; [2.44444444 1.55555556],0
p3,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
r4,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
p8,1,0.700668,0.147778,[7 7] ; [3 2],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
p6,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
a5,1,0.708687,0.139592,[10  4] ; [4 1],[10.31578947  3.68421053] ; [3.68421053 1.31578947],0
n4,1,0.763573,0.090476,[12  2] ; [4 1],[11.78947368  2.21052632] ; [4.21052632 0.78947368],0
n6,1,0.763573,0.090476,[12  2] ; [4 1],[11.78947368  2.21052632] ; [4.21052632 0.78947368],0
s5,1,0.813945,0.055385,[6 7] ; [2 3],[5.77777778 7.22222222] ; [2.22222222 2.77777778],0
p7,1,0.813945,0.055385,[6 7] ; [2 3],[5.77777778 7.22222222] ; [2.22222222 2.77777778],0
n1,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
s4,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
a4,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
d4,1,0.864591,0.029082,[9 5] ; [3 2],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
d3,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
d1,1,0.911557,0.012338,[6 8] ; [2 3],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
