Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002205,9.370294,[5 1] ; [ 1 10],[2.11764706 3.88235294] ; [3.88235294 7.11764706],0
a8,1,0.045021,4.017857,[3 3] ; [ 1 11],[1.33333333 4.66666667] ; [2.66666667 9.33333333],0
p7,1,0.0455,4.0,[5 1] ; [4 8],[3. 3.] ; [6. 6.],0
n5,1,0.093533,2.8125,[5 1] ; [5 7],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
p6,1,0.136641,2.215385,[3 3] ; [ 2 10],[1.66666667 4.33333333] ; [3.33333333 8.66666667],0
a2,1,0.179712,1.8,[2 4] ; [ 1 11],[1. 5.] ; [ 2. 10.],0
p9,1,0.235246,1.408861,[5 1] ; [6 5],[3.88235294 2.11764706] ; [7.11764706 3.88235294],0
s6,1,0.252136,1.311429,[4 1] ; [6 6],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
p11,1,0.288844,1.125,[5 1] ; [7 5],[4. 2.] ; [8. 4.],0
d1,1,0.317311,1.0,[2 4] ; [7 5],[3. 3.] ; [6. 6.],0
d3,1,0.317311,1.0,[2 4] ; [7 5],[3. 3.] ; [6. 6.],0
p2,1,0.317311,1.0,[4 2] ; [5 7],[3. 3.] ; [6. 6.],0
b5,1,0.317311,1.0,[4 2] ; [5 7],[3. 3.] ; [6. 6.],0
s3,1,0.317311,1.0,[4 2] ; [5 7],[3. 3.] ; [6. 6.],0
r2,1,0.348723,0.878099,[3 3] ; [8 3],[3.88235294 2.11764706] ; [7.11764706 3.88235294],0
a5,1,0.45675,0.553846,[5 1] ; [8 4],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
d5,1,0.45675,0.553846,[5 1] ; [8 4],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
b4,1,0.45675,0.553846,[5 1] ; [8 4],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
p8,1,0.481556,0.495338,[2 4] ; [2 9],[1.41176471 4.58823529] ; [2.58823529 8.41176471],0
p3,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
s2,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
b1,1,0.494125,0.467532,[3 3] ; [8 4],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
r4,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
v2,1,0.502335,0.45,[4 2] ; [6 6],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
d4,1,0.6885,0.160714,[5 1] ; [9 3],[4.66666667 1.33333333] ; [9.33333333 2.66666667],0
d2,1,0.737316,0.1125,[3 3] ; [7 5],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
a7,1,0.737316,0.1125,[3 3] ; [5 7],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
a6,1,0.737316,0.1125,[3 3] ; [5 7],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
s5,1,0.793258,0.068687,[2 3] ; [4 8],[1.76470588 3.23529412] ; [4.23529412 7.76470588],0
b2,1,0.857596,0.032197,[3 3] ; [5 6],[2.82352941 3.17647059] ; [5.17647059 5.82352941],0
v1,1,0.857596,0.032197,[3 3] ; [6 5],[3.17647059 2.82352941] ; [5.82352941 5.17647059],0
b3,1,0.857596,0.032197,[3 3] ; [5 6],[2.82352941 3.17647059] ; [5.17647059 5.82352941],0
n1,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
n2,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
p1,1,1.0,0.0,[1 5] ; [ 2 10],[1. 5.] ; [ 2. 10.],0
p4,1,1.0,0.0,[2 4] ; [4 8],[2. 4.] ; [4. 8.],0
a4,1,1.0,0.0,[2 4] ; [4 8],[2. 4.] ; [4. 8.],0
r1,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
