Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000831,11.171005,[ 9 62] ; [6 5],[12.98780488 58.01219512] ; [2.01219512 8.98780488],1
s6,1,0.005348,7.757982,[21 50] ; [8 3],[25.1097561 45.8902439] ; [3.8902439 7.1097561],0
s2,1,0.007096,7.24848,[17 54] ; [7 4],[20.7804878 50.2195122] ; [3.2195122 7.7804878],0
s7,1,0.041858,4.140935,[13 51] ; [5 5],[15.56756757 48.43243243] ; [2.43243243 7.56756757],0
s3,1,0.062627,3.466406,[24 46] ; [7 4],[26.79012346 43.20987654] ; [4.20987654 6.79012346],0
b4,1,0.072121,3.234065,[46 25] ; [4 7],[43.29268293 27.70731707] ; [6.70731707 4.29268293],0
p4,1,0.089087,2.890798,[26 45] ; [7 4],[28.57317073 42.42682927] ; [4.42682927 6.57317073],0
a1,1,0.124294,2.362356,[ 1 70] ; [ 1 10],[ 1.73170732 69.26829268] ; [ 0.26829268 10.73170732],0
v2,1,0.168216,1.898766,[29 41] ; [7 4],[31.11111111 38.88888889] ; [4.88888889 6.11111111],0
u2,1,0.188862,1.726476,[15 16] ; [4 1],[16.36111111 14.63888889] ; [2.63888889 2.36111111],0
a5,1,0.216385,1.528184,[40 31] ; [4 7],[38.09756098 32.90243902] ; [5.90243902 5.09756098],0
a4,1,0.230154,1.439912,[26 45] ; [2 9],[24.24390244 46.75609756] ; [3.75609756 7.24390244],0
b1,1,0.232329,1.426543,[38 33] ; [8 3],[39.82926829 31.17073171] ; [6.17073171 4.82926829],0
r4,1,0.263426,1.250661,[46 25] ; [9 2],[47.62195122 23.37804878] ; [7.37804878 3.62195122],0
s5,1,0.333962,0.933472,[11 60] ; [3 8],[12.12195122 58.87804878] ; [1.87804878 9.12195122],0
s4,1,0.333962,0.933472,[11 60] ; [3 8],[12.12195122 58.87804878] ; [1.87804878 9.12195122],0
d3,1,0.392643,0.730743,[42 29] ; [5 6],[40.69512195 30.30487805] ; [6.30487805 4.69512195],0
p7,1,0.392643,0.730743,[29 42] ; [6 5],[30.30487805 40.69512195] ; [4.69512195 6.30487805],0
p1,1,0.494107,0.46757,[ 3 67] ; [ 1 10],[ 3.45679012 66.54320988] ; [ 0.54320988 10.45679012],0
p11,1,0.499686,0.455603,[31 40] ; [6 5],[32.03658537 38.96341463] ; [4.96341463 6.03658537],0
p6,1,0.516136,0.421607,[13 56] ; [3 8],[13.8 55.2] ; [2.2 8.8],0
n1,1,0.531725,0.391094,[ 9 22] ; [1 1],[ 9.39393939 21.60606061] ; [0.60606061 1.39393939],0
n6,1,0.557606,0.343867,[32 39] ; [6 5],[32.90243902 38.09756098] ; [5.09756098 5.90243902],0
a2,1,0.576162,0.312481,[11 60] ; [ 1 10],[10.3902439 60.6097561] ; [1.6097561 9.3902439],0
p2,1,0.588196,0.293171,[39 32] ; [7 4],[39.82926829 31.17073171] ; [6.17073171 4.82926829],0
d2,1,0.648836,0.20737,[31 40] ; [4 7],[30.30487805 40.69512195] ; [4.69512195 6.30487805],0
n4,1,0.704892,0.143433,[28 43] ; [5 6],[28.57317073 42.42682927] ; [4.42682927 6.57317073],0
p8,1,0.721349,0.127204,[22 49] ; [4 7],[22.51219512 48.48780488] ; [3.48780488 7.51219512],0
v1,1,0.734103,0.115378,[23 48] ; [3 8],[22.51219512 48.48780488] ; [3.48780488 7.51219512],0
a7,1,0.772772,0.083377,[42 29] ; [6 5],[41.56097561 29.43902439] ; [6.43902439 4.56097561],0
r1,1,0.794352,0.067945,[48 23] ; [7 4],[47.62195122 23.37804878] ; [7.37804878 3.62195122],0
r2,1,0.805819,0.060429,[55 15] ; [9 2],[55.30864198 14.69135802] ; [8.69135802 2.30864198],0
d4,1,0.810915,0.057238,[54 17] ; [8 3],[53.68292683 17.31707317] ; [8.31707317 2.68292683],0
v3,1,0.814255,0.055197,[18 50] ; [3 7],[18.30769231 49.69230769] ; [2.69230769 7.30769231],0
p3,1,0.818604,0.052597,[23 47] ; [4 7],[23.33333333 46.66666667] ; [3.66666667 7.33333333],0
d1,1,0.841693,0.039891,[30 41] ; [5 6],[30.30487805 40.69512195] ; [4.69512195 6.30487805],0
d5,1,0.875775,0.024438,[50 21] ; [8 3],[50.2195122 20.7804878] ; [7.7804878 3.2195122],0
a3,1,0.911239,0.012427,[40 31] ; [6 5],[39.82926829 31.17073171] ; [6.17073171 4.82926829],0
s1,1,0.94363,0.005,[ 6 65] ; [ 1 10],[ 6.06097561 64.93902439] ; [ 0.93902439 10.06097561],0
u1,1,0.94363,0.005,[ 6 65] ; [ 1 10],[ 6.06097561 64.93902439] ; [ 0.93902439 10.06097561],0
a6,1,0.949452,0.004019,[38 33] ; [6 5],[38.09756098 32.90243902] ; [5.90243902 5.09756098],0
b5,1,0.949452,0.004019,[38 33] ; [6 5],[38.09756098 32.90243902] ; [5.90243902 5.09756098],0
b2,1,0.956146,0.003024,[ 9 30] ; [2 7],[ 8.9375 30.0625] ; [2.0625 6.9375],0
b3,1,0.956146,0.003024,[ 9 30] ; [2 7],[ 8.9375 30.0625] ; [2.0625 6.9375],0
