Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5.7e-05,16.195718,[2 5] ; [136  22],[5.85454545 1.14545455] ; [132.14545455  25.85454545],1
s1,1,0.001336,10.29157,[1 6] ; [  1 155],[0.08588957 6.91411043] ; [  1.91411043 154.08588957],0
b1,1,0.002264,9.322125,[6 1] ; [ 48 110],[2.29090909 4.70909091] ; [ 51.70909091 106.29090909],0
p1,1,0.010748,6.506446,[2 5] ; [  8 150],[0.42424242 6.57575758] ; [  9.57575758 148.42424242],0
p10,1,0.010992,6.466684,[2 5] ; [114  42],[4.98159509 2.01840491] ; [111.01840491  44.98159509],0
p11,1,0.013535,6.097739,[2 5] ; [114  44],[4.92121212 2.07878788] ; [111.07878788  46.92121212],0
r1,1,0.01515,5.898974,[3 4] ; [127  30],[5.54878049 1.45121951] ; [124.45121951  32.54878049],0
p9,1,0.020234,5.391558,[3 4] ; [123  31],[5.47826087 1.52173913] ; [120.52173913  33.47826087],0
a5,1,0.032978,4.546902,[3 4] ; [123  35],[5.34545455 1.65454545] ; [120.65454545  37.34545455],0
r2,1,0.038792,4.269948,[5 2] ; [146  11],[6.44512195 0.55487805] ; [144.55487805  12.44512195],0
n3,1,0.091267,2.851876,[1 2] ; [34 10],[2.23404255 0.76595745] ; [32.76595745 11.23404255],0
p2,1,0.094935,2.788635,[3 4] ; [114  44],[4.96363636 2.03636364] ; [112.03636364  45.96363636],0
v1,1,0.116968,2.457461,[2 5] ; [89 63],[4.00628931 2.99371069] ; [86.99371069 65.00628931],0
a2,1,0.12235,2.38698,[3 4] ; [ 30 128],[1.4 5.6] ; [ 31.6 126.4],0
d3,1,0.147387,2.099088,[3 4] ; [109  49],[4.75151515 2.24848485] ; [107.24848485  50.75151515],0
p5,1,0.177903,1.815054,[1 6] ; [  6 152],[0.2969697 6.7030303] ; [  6.7030303 151.2969697],0
a6,1,0.213002,1.550902,[3 4] ; [104  54],[4.53939394 2.46060606] ; [102.46060606  55.53939394],0
n1,1,0.217771,1.519,[2 1] ; [14 30],[1.0212766 1.9787234] ; [14.9787234 29.0212766],0
a1,1,0.234855,1.411212,[1 6] ; [  7 151],[0.33939394 6.66060606] ; [  7.66060606 150.33939394],0
s3,1,0.274498,1.194128,[2 5] ; [77 78],[3.41358025 3.58641975] ; [75.58641975 79.41358025],0
p4,1,0.296034,1.091976,[2 5] ; [77 81],[3.35151515 3.64848485] ; [75.64848485 82.35151515],0
s2,1,0.297066,1.087318,[2 5] ; [75 79],[3.34782609 3.65217391] ; [73.65217391 80.34782609],0
a3,1,0.36181,0.831601,[6 1] ; [110  48],[4.92121212 2.07878788] ; [111.07878788  46.92121212],0
u1,1,0.372286,0.79602,[2 5] ; [ 25 133],[1.14545455 5.85454545] ; [ 25.85454545 132.14545455],0
n4,1,0.389261,0.741251,[4 3] ; [114  44],[5.00606061 1.99393939] ; [112.99393939  45.00606061],0
p8,1,0.425385,0.63539,[1 6] ; [ 44 113],[1.92073171 5.07926829] ; [ 43.07926829 113.92073171],0
a4,1,0.440913,0.593906,[4 3] ; [67 91],[3.01212121 3.98787879] ; [67.98787879 90.01212121],0
n6,1,0.56234,0.335669,[5 2] ; [127  31],[5.6 1.4] ; [126.4  31.6],0
b4,1,0.570792,0.32136,[5 2] ; [96 62],[4.28484848 2.71515152] ; [96.71515152 61.28484848],0
s8,1,0.620814,0.244725,[2 5] ; [59 97],[2.6196319 4.3803681] ; [58.3803681 97.6196319],0
n5,1,0.652781,0.202412,[5 2] ; [99 58],[4.43902439 2.56097561] ; [99.56097561 57.43902439],0
a7,1,0.690269,0.158794,[5 2] ; [123  35],[5.43030303 1.56969697] ; [122.56969697  35.43030303],0
s6,1,0.690617,0.158418,[4 3] ; [100  55],[4.49382716 2.50617284] ; [99.50617284 55.49382716],0
p12,1,0.728037,0.120922,[1 6] ; [ 16 141],[0.72560976 6.27439024] ; [ 16.27439024 140.72560976],0
d1,1,0.741585,0.108739,[4 3] ; [100  58],[4.41212121 2.58787879] ; [99.58787879 58.41212121],0
v4,1,0.769643,0.085757,[6 1] ; [141  17],[6.23636364 0.76363636] ; [140.76363636  17.23636364],0
v3,1,0.787856,0.072412,[3 4] ; [74 80],[3.34782609 3.65217391] ; [73.65217391 80.34782609],0
p6,1,0.79865,0.065073,[1 6] ; [ 28 127],[1.25308642 5.74691358] ; [ 27.74691358 127.25308642],0
d2,1,0.798959,0.06487,[4 3] ; [82 75],[3.67073171 3.32926829] ; [82.32926829 74.67073171],0
p3,1,0.802115,0.062806,[2 5] ; [ 52 105],[2.30487805 4.69512195] ; [ 51.69512195 105.30487805],0
s5,1,0.806668,0.059891,[2 5] ; [ 36 111],[1.72727273 5.27272727] ; [ 36.27272727 110.72727273],0
d5,1,0.879294,0.023063,[6 1] ; [132  26],[5.85454545 1.14545455] ; [132.14545455  25.85454545],0
s7,1,0.931336,0.007424,[3 4] ; [61 87],[2.89032258 4.10967742] ; [61.10967742 86.89032258],0
b2,1,0.967913,0.001618,[2 3] ; [36 52],[2.04301075 2.95698925] ; [35.95698925 52.04301075],0
b3,1,0.967913,0.001618,[2 3] ; [36 52],[2.04301075 2.95698925] ; [35.95698925 52.04301075],0
d4,1,0.984108,0.000397,[6 1] ; [135  23],[5.98181818 1.01818182] ; [135.01818182  22.98181818],0
s4,1,0.989135,0.000185,[1 6] ; [ 22 134],[0.98773006 6.01226994] ; [ 22.01226994 133.98773006],0
