Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,213.523752,[15 34] ; [586  31],[44.21771772  4.78228228] ; [556.78228228  60.21771772],1
p2,1,0.0,45.188253,[26 24] ; [538  77],[42.40601504  7.59398496] ; [521.59398496  93.40601504],1
n6,1,0.0,40.976088,[26 22] ; [540  74],[41.03927492  6.96072508] ; [524.96072508  89.03927492],1
r3,1,0.0,39.429314,[38 11] ; [596  19],[46.78614458  2.21385542] ; [587.21385542  27.78614458],1
r4,1,0.0,36.6237,[32 18] ; [565  53],[44.68562874  5.31437126] ; [552.31437126  65.68562874],1
v4,1,0.0,32.483195,[38 11] ; [589  23],[46.4795764  2.5204236] ; [580.5204236  31.4795764],1
n4,1,1e-06,23.826157,[24 24] ; [496 122],[37.47747748 10.52252252] ; [482.52252252 135.47747748],1
n5,1,1e-06,23.511035,[24 24] ; [492 122],[37.41389728 10.58610272] ; [478.58610272 135.41389728],1
p7,1,5e-06,21.009662,[18 31] ; [414 187],[32.56615385 16.43384615] ; [399.43384615 201.56615385],1
s8,1,3.4e-05,17.17704,[ 8 42] ; [284 330],[21.98795181 28.01204819] ; [270.01204819 343.98795181],1
s6,1,3.9e-05,16.929191,[20 30] ; [415 190],[33.20610687 16.79389313] ; [401.79389313 203.20610687],1
p4,1,0.000402,12.524121,[19 30] ; [395 220],[30.55120482 18.44879518] ; [383.44879518 231.55120482],1
u3,1,0.002007,9.543406,[ 5 16] ; [102  70],[11.64248705  9.35751295] ; [95.35751295 76.64248705],0
d5,1,0.002234,9.346383,[32 18] ; [504 112],[40.24024024  9.75975976] ; [495.75975976 120.24024024],0
p8,1,0.002303,9.290852,[18 31] ; [360 249],[28.14893617 20.85106383] ; [349.85106383 259.14893617],0
s1,1,0.00233,9.269849,[ 5 44] ; [ 15 596],[ 1.48484848 47.51515152] ; [ 18.51515152 592.48484848],0
s7,1,0.003155,8.715427,[14 35] ; [300 294],[23.92846034 25.07153966] ; [290.07153966 303.92846034],0
s5,1,0.00384,8.357879,[ 7 41] ; [210 389],[16.09891808 31.90108192] ; [200.90108192 398.09891808],0
p3,1,0.00388,8.339343,[16 33] ; [333 283],[25.71578947 23.28421053] ; [323.28421053 292.71578947],0
r1,1,0.008765,6.870084,[31 17] ; [495 120],[38.08144796  9.91855204] ; [487.91855204 127.08144796],0
p6,1,0.008889,6.845051,[ 9 39] ; [229 380],[17.38812785 30.61187215] ; [220.61187215 388.38812785],0
d4,1,0.01035,6.573565,[34 16] ; [509 107],[40.76576577  9.23423423] ; [502.23423423 113.76576577],0
s2,1,0.015516,5.85695,[17 33] ; [317 295],[25.2265861 24.7734139] ; [308.7734139 303.2265861],0
r2,1,0.015594,5.848068,[41  7] ; [576  35],[44.94081942  3.05918058] ; [572.05918058  38.94081942],0
v1,1,0.016452,5.753916,[19 30] ; [339 261],[27.02927581 21.97072419] ; [330.97072419 269.02927581],0
u2,1,0.01738,5.657637,[ 7 13] ; [107  64],[11.93717277  8.06282723] ; [102.06282723  68.93717277],0
v2,1,0.021041,5.32338,[20 28] ; [348 244],[27.6 20.4] ; [340.4 251.6],0
n3,1,0.041953,4.137084,[11 10] ; [84 29],[14.8880597  6.1119403] ; [80.1119403 32.8880597],0
n2,1,0.051136,3.803828,[13 10] ; [87 27],[16.78832117  6.21167883] ; [83.21167883 30.78832117],0
a5,1,0.057859,3.597705,[32 18] ; [470 148],[37.5748503 12.4251497] ; [464.4251497 153.5748503],0
d1,1,0.064767,3.410905,[23 27] ; [367 251],[29.19161677 20.80838323] ; [360.80838323 257.19161677],0
v3,1,0.096683,2.75942,[13 33] ; [243 354],[18.31415241 27.68584759] ; [237.68584759 359.31415241],0
a3,1,0.121159,2.402279,[29 18] ; [446 171],[33.62198795 13.37801205] ; [441.37801205 175.62198795],0
p5,1,0.134422,2.240681,[ 3 47] ; [ 82 532],[ 6.40060241 43.59939759] ; [ 78.59939759 535.40060241],0
a1,1,0.212925,1.551427,[ 4 46] ; [ 26 592],[ 2.24550898 47.75449102] ; [ 27.75449102 590.24550898],0
b4,1,0.228427,1.450627,[25 25] ; [363 255],[29.04191617 20.95808383] ; [358.95808383 259.04191617],0
s3,1,0.346235,0.887207,[24 24] ; [346 261],[27.11450382 20.88549618] ; [342.88549618 264.11450382],0
a8,1,0.364328,0.822921,[ 4 41] ; [ 78 493],[ 5.99025974 39.00974026] ; [ 76.00974026 494.99025974],0
a7,1,0.384773,0.755398,[33 16] ; [451 166],[35.60960961 13.39039039] ; [448.39039039 168.60960961],0
a4,1,0.511913,0.430154,[19 30] ; [269 348],[21.18918919 27.81081081] ; [266.81081081 350.18918919],0
n1,1,0.515425,0.423037,[10 12] ; [43 70],[ 8.63703704 13.36296296] ; [44.36296296 68.63703704],0
a6,1,0.590974,0.288827,[33 17] ; [429 187],[34.68468468 15.31531532] ; [427.31531532 188.68468468],0
s4,1,0.621639,0.24357,[ 7 43] ; [102 509],[ 8.24508321 41.75491679] ; [100.75491679 510.24508321],0
d3,1,0.654983,0.199676,[33 17] ; [426 191],[34.4077961 15.5922039] ; [424.5922039 192.4077961],0
a2,1,0.806284,0.060134,[12 38] ; [139 479],[11.30239521 38.69760479] ; [139.69760479 478.30239521],0
u1,1,0.835009,0.043381,[ 8 42] ; [106 512],[ 8.53293413 41.46706587] ; [105.46706587 512.53293413],0
p1,1,0.861258,0.030546,[ 5 45] ; [ 57 559],[ 4.65465465 45.34534535] ; [ 57.34534535 558.65465465],0
b3,1,0.914094,0.011637,[11 17] ; [145 234],[10.73218673 17.26781327] ; [145.26781327 233.73218673],0
b2,1,0.914094,0.011637,[11 17] ; [145 234],[10.73218673 17.26781327] ; [145.26781327 233.73218673],0
b5,1,0.97223,0.001212,[29 21] ; [360 258],[29.11676647 20.88323353] ; [359.88323353 258.11676647],0
d2,1,0.984067,0.000399,[23 27] ; [282 333],[22.93233083 27.06766917] ; [282.06766917 332.93233083],0
