Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000494,12.138918,[48 15] ; [3 9],[42.84 20.16] ; [8.16 3.84],1
r2,1,0.00237,9.238039,[55  8] ; [6 6],[51.24 11.76] ; [9.76 2.24],0
r3,1,0.00237,9.238039,[55  8] ; [6 6],[51.24 11.76] ; [9.76 2.24],0
n2,1,0.028551,4.79447,[26  5] ; [2 3],[24.11111111  6.88888889] ; [3.88888889 1.11111111],0
p9,1,0.036945,4.352964,[40 21] ; [4 8],[36.76712329 24.23287671] ; [7.23287671 4.76712329],0
d5,1,0.084364,2.978767,[38 25] ; [4 8],[35.28 27.72] ; [6.72 5.28],0
u3,1,0.110067,2.553257,[17 12] ; [1 4],[15.35294118 13.64705882] ; [2.64705882 2.35294118],0
p10,1,0.142044,2.155674,[35 27] ; [4 8],[32.67567568 29.32432432] ; [6.32432432 5.67567568],0
s8,1,0.158378,1.989642,[17 45] ; [ 1 11],[15.08108108 46.91891892] ; [2.91891892 9.08108108],0
p1,1,0.227264,1.457902,[ 4 59] ; [ 2 10],[ 5.04 57.96] ; [ 0.96 11.04],0
v1,1,0.230955,1.434971,[27 35] ; [3 9],[25.13513514 36.86486486] ; [4.86486486 7.13513514],0
s7,1,0.23244,1.425868,[12 48] ; [4 7],[13.52112676 46.47887324] ; [2.47887324 8.52112676],0
p3,1,0.305898,1.048303,[17 46] ; [5 7],[18.48 44.52] ; [3.52 8.48],0
s2,1,0.316445,1.003581,[25 37] ; [3 9],[23.45945946 38.54054054] ; [4.54054054 7.45945946],0
s4,1,0.335574,0.927267,[13 50] ; [4 8],[14.28 48.72] ; [2.72 9.28],0
b4,1,0.362247,0.830088,[33 30] ; [8 4],[34.44 28.56] ; [6.56 5.44],0
p2,1,0.376759,0.78125,[35 28] ; [5 7],[33.6 29.4] ; [6.4 5.6],0
r1,1,0.376759,0.78125,[35 28] ; [5 7],[33.6 29.4] ; [6.4 5.6],0
v2,1,0.460263,0.545256,[22 39] ; [3 9],[20.89041096 40.10958904] ; [4.10958904 7.89041096],0
p4,1,0.465905,0.531672,[24 38] ; [6 6],[25.13513514 36.86486486] ; [4.86486486 7.13513514],0
d4,1,0.504036,0.446429,[41 22] ; [9 3],[42. 21.] ; [8. 4.],0
p8,1,0.504036,0.446429,[22 41] ; [3 9],[21. 42.] ; [4. 8.],0
a4,1,0.504036,0.446429,[20 43] ; [5 7],[21. 42.] ; [4. 8.],0
n6,1,0.505918,0.442501,[38 25] ; [6 6],[36.96 26.04] ; [7.04 4.96],0
n3,1,0.593301,0.285219,[19 12] ; [3 1],[19.48571429 11.51428571] ; [2.51428571 1.48571429],0
u2,1,0.62822,0.234483,[15 14] ; [2 3],[14.5 14.5] ; [2.5 2.5],0
p6,1,0.6305,0.231384,[14 47] ; [ 2 10],[13.36986301 47.63013699] ; [2.63013699 9.36986301],0
a5,1,0.63184,0.229574,[32 31] ; [7 5],[32.76 30.24] ; [6.24 5.76],0
p11,1,0.655447,0.199102,[41 22] ; [7 5],[40.32 22.68] ; [7.68 4.32],0
n1,1,0.65564,0.198864,[ 9 21] ; [2 3],[ 9.42857143 20.57142857] ; [1.57142857 3.42857143],0
d3,1,0.678921,0.171343,[25 38] ; [4 8],[24.36 38.64] ; [4.64 7.36],0
s5,1,0.703101,0.145266,[18 41] ; [3 9],[17.45070423 41.54929577] ; [3.54929577 8.45070423],0
b2,1,0.72852,0.120475,[ 9 25] ; [2 4],[ 9.35 24.65] ; [1.65 4.35],0
b3,1,0.72852,0.120475,[ 9 25] ; [2 4],[ 9.35 24.65] ; [1.65 4.35],0
a8,1,0.749441,0.102001,[ 4 58] ; [ 1 10],[ 4.24657534 57.75342466] ; [ 0.75342466 10.24657534],0
a6,1,0.754609,0.097699,[24 39] ; [4 8],[23.52 39.48] ; [4.48 7.52],0
p7,1,0.758184,0.094782,[34 28] ; [6 6],[33.51351351 28.48648649] ; [6.48648649 5.51351351],0
v3,1,0.771165,0.084595,[ 9 52] ; [2 9],[ 9.31944444 51.68055556] ; [1.68055556 9.31944444],0
s6,1,0.787582,0.072604,[28 33] ; [5 7],[27.57534247 33.42465753] ; [5.42465753 6.57534247],0
d1,1,0.800625,0.063776,[18 45] ; [3 9],[17.64 45.36] ; [3.36 8.64],0
a3,1,0.823596,0.049694,[34 28] ; [7 5],[34.35135135 27.64864865] ; [6.64864865 5.35135135],0
d2,1,0.833683,0.044092,[23 40] ; [4 8],[22.68 40.32] ; [4.32 7.68],0
b5,1,0.879734,0.022894,[33 30] ; [6 6],[32.76 30.24] ; [6.24 5.76],0
b1,1,0.879734,0.022894,[30 33] ; [6 6],[30.24 32.76] ; [5.76 6.24],0
n5,1,0.930827,0.007535,[25 37] ; [5 7],[25.13513514 36.86486486] ; [4.86486486 7.13513514],0
s3,1,0.939086,0.00584,[27 36] ; [5 7],[26.88 36.12] ; [5.12 6.88],0
