Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9.7e-05,15.191209,[64 48] ; [32 72],[49.77777778 62.22222222] ; [46.22222222 57.77777778],1
v2,1,0.000553,11.926534,[77 34] ; [49 57],[64.4516129 46.5483871] ; [61.5483871 44.4516129],1
b5,1,0.022088,5.238811,[76 40] ; [55 54],[67.53777778 48.46222222] ; [63.46222222 45.53777778],0
s8,1,0.054064,3.710737,[80 34] ; [63 46],[73.10313901 40.89686099] ; [69.89686099 39.10313901],0
p3,1,0.067791,3.335717,[57 59] ; [40 68],[50.23214286 65.76785714] ; [46.76785714 61.23214286],0
u4,1,0.114397,2.492397,[  5 111] ; [  1 108],[  3.09333333 112.90666667] ; [  2.90666667 106.09333333],0
r2,1,0.122003,2.391417,[111   4] ; [99  9],[108.29596413   6.70403587] ; [101.70403587   6.29596413],0
a5,1,0.125266,2.350211,[95 21] ; [80 29],[90.22222222 25.77777778] ; [84.77777778 24.22222222],0
b3,1,0.152541,2.046653,[36 53] ; [20 48],[31.74522293 57.25477707] ; [24.25477707 43.74522293],0
b2,1,0.152541,2.046653,[36 53] ; [20 48],[31.74522293 57.25477707] ; [24.25477707 43.74522293],0
p1,1,0.153312,2.03898,[ 11 105] ; [  5 104],[  8.24888889 107.75111111] ; [  7.75111111 101.24888889],0
r4,1,0.15544,2.018037,[106  10] ; [93 16],[102.59555556  13.40444444] ; [96.40444444 12.59555556],0
a7,1,0.15703,2.002594,[75 41] ; [80 29],[79.91111111 36.08888889] ; [75.08888889 33.91111111],0
d3,1,0.170512,1.87844,[85 31] ; [70 38],[80.26785714 35.73214286] ; [74.73214286 33.26785714],0
b1,1,0.182681,1.775679,[41 75] ; [48 61],[45.88444444 70.11555556] ; [43.11555556 65.88444444],0
p8,1,0.206804,1.59366,[57 58] ; [44 63],[52.31981982 62.68018018] ; [48.68018018 58.31981982],0
d5,1,0.251318,1.315964,[92 24] ; [92 16],[95.28571429 20.71428571] ; [88.71428571 19.28571429],0
a8,1,0.255675,1.292027,[21 79] ; [15 86],[17.91044776 82.08955224] ; [18.08955224 82.91044776],0
s2,1,0.256129,1.289562,[83 32] ; [71 38],[79.0625 35.9375] ; [74.9375 34.0625],0
s4,1,0.285889,1.13888,[20 96] ; [25 84],[23.2 92.8] ; [21.8 87.2],0
p5,1,0.289114,1.123744,[ 13 100] ; [  8 101],[ 10.68918919 102.31081081] ; [10.31081081 98.68918919],0
u1,1,0.301178,1.068971,[29 87] ; [21 88],[25.77777778 90.22222222] ; [24.22222222 84.77777778],0
n5,1,0.305915,1.04823,[92 22] ; [81 27],[88.83783784 25.16216216] ; [84.16216216 23.83783784],0
b4,1,0.338622,0.915641,[64 52] ; [67 42],[67.53777778 48.46222222] ; [63.46222222 45.53777778],0
p2,1,0.363671,0.825175,[97 19] ; [86 23],[94.34666667 21.65333333] ; [88.65333333 20.34666667],0
a2,1,0.374343,0.789197,[36 80] ; [28 81],[32.99555556 83.00444444] ; [31.00444444 77.99555556],0
r1,1,0.374873,0.787448,[99 15] ; [90 19],[96.61883408 17.38116592] ; [92.38116592 16.61883408],0
n2,1,0.38023,0.769958,[23  4] ; [22  7],[21.69642857  5.30357143] ; [23.30357143  5.69642857],0
p9,1,0.416225,0.660948,[100  16] ; [88 19],[97.79372197 18.20627803] ; [90.20627803 16.79372197],0
p4,1,0.439911,0.596514,[65 50] ; [56 53],[62.12053571 52.87946429] ; [58.87946429 50.12053571],0
s6,1,0.452025,0.565569,[97 17] ; [87 20],[94.91402715 19.08597285] ; [89.08597285 17.91402715],0
p12,1,0.458099,0.550534,[  8 108] ; [  5 104],[  6.70222222 109.29777778] ; [  6.29777778 102.70222222],0
s1,1,0.489399,0.477847,[  4 108] ; [  6 103],[  5.0678733 106.9321267] ; [  4.9321267 104.0678733],0
v4,1,0.50002,0.454894,[108   5] ; [101   7],[106.86425339   6.13574661] ; [102.13574661   5.86425339],0
u2,1,0.532884,0.388889,[13  8] ; [11 10],[12.  9.] ; [12.  9.],0
n6,1,0.561624,0.3369,[93 20] ; [92 16],[94.59276018 18.40723982] ; [90.40723982 17.59276018],0
a4,1,0.569506,0.32351,[55 60] ; [48 61],[52.87946429 62.12053571] ; [50.12053571 58.87946429],0
a6,1,0.602267,0.27159,[79 37] ; [70 38],[77.16071429 38.83928571] ; [71.83928571 36.16071429],0
a1,1,0.663072,0.189813,[  4 112] ; [  5 104],[  4.64 111.36] ; [  4.36 104.64],0
p7,1,0.669313,0.182407,[66 46] ; [60 47],[64.43835616 47.56164384] ; [61.56164384 45.43835616],0
d1,1,0.670326,0.181221,[67 49] ; [66 43],[68.56888889 47.43111111] ; [64.43111111 44.56888889],0
d4,1,0.673105,0.177992,[97 19] ; [88 20],[95.80357143 20.19642857] ; [89.19642857 18.80357143],0
n3,1,0.702767,0.145609,[17 10] ; [19  9],[17.67272727  9.32727273] ; [18.32727273  9.67272727],0
u3,1,0.756855,0.095861,[14  8] ; [13  9],[13.5  8.5] ; [13.5  8.5],0
d2,1,0.803757,0.061746,[61 55] ; [55 53],[60.07142857 55.92857143] ; [55.92857143 52.07142857],0
a3,1,0.817937,0.052992,[94 22] ; [87 22],[93.31555556 22.68444444] ; [87.68444444 21.31555556],0
s3,1,0.819344,0.052162,[87 27] ; [81 27],[86.27027027 27.72972973] ; [81.72972973 26.27027027],0
r3,1,0.850996,0.035287,[110   6] ; [103   5],[110.30357143   5.69642857] ; [102.69642857   5.30357143],0
p10,1,0.861153,0.030592,[95 20] ; [91 18],[95.49107143 19.50892857] ; [90.50892857 18.49107143],0
n4,1,0.872612,0.025709,[90 24] ; [87 22],[90.48430493 23.51569507] ; [86.51569507 22.48430493],0
n1,1,0.898389,0.016306,[13 14] ; [13 15],[12.76363636 14.23636364] ; [13.23636364 14.76363636],0
p11,1,0.925537,0.008735,[90 26] ; [84 25],[89.70666667 26.29333333] ; [84.29333333 24.70666667],0
s5,1,0.950508,0.003853,[44 69] ; [42 67],[43.77477477 69.22522523] ; [42.22522523 66.77477477],0
