Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.006392,7.436314,[11 30] ; [10  5],[15.375 25.625] ; [5.625 9.375],0
s6,1,0.02568,4.977429,[20 21] ; [13  3],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
s2,1,0.028467,4.799554,[15 26] ; [11  5],[18.70175439 22.29824561] ; [7.29824561 8.70175439],0
u2,1,0.040078,4.214583,[ 9 11] ; [7 1],[11.42857143  8.57142857] ; [4.57142857 3.42857143],0
d1,1,0.05094,3.810234,[19 22] ; [12  4],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
n5,1,0.05094,3.810234,[19 22] ; [12  4],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
p11,1,0.073046,3.213201,[20 21] ; [12  4],[23.01754386 17.98245614] ; [8.98245614 7.01754386],0
p4,1,0.093808,2.807778,[23 17] ; [13  3],[25.71428571 14.28571429] ; [10.28571429  5.71428571],0
s3,1,0.127881,2.318039,[19 22] ; [11  5],[21.57894737 19.42105263] ; [8.42105263 7.57894737],0
d3,1,0.138942,2.189634,[28 13] ; [14  2],[30.21052632 10.78947368] ; [11.78947368  4.21052632],0
n4,1,0.140013,2.177812,[22 19] ; [12  4],[24.45614035 16.54385965] ; [9.54385965 6.45614035],0
u3,1,0.150449,2.067692,[ 9 11] ; [6 2],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
p6,1,0.156677,2.006011,[13 27] ; [8 7],[15.27272727 24.72727273] ; [5.72727273 9.27272727],0
p2,1,0.186322,1.746465,[29 12] ; [14  2],[30.92982456 10.07017544] ; [12.07017544  3.92982456],0
r4,1,0.186322,1.746465,[29 12] ; [14  2],[30.92982456 10.07017544] ; [12.07017544  3.92982456],0
b4,1,0.187761,1.735097,[23 18] ; [12  4],[25.1754386 15.8245614] ; [9.8245614 6.1754386],0
d4,1,0.246639,1.342242,[30 11] ; [14  2],[31.64912281  9.35087719] ; [12.35087719  3.64912281],0
b5,1,0.269257,1.220526,[27 14] ; [8 8],[25.1754386 15.8245614] ; [9.8245614 6.1754386],0
v1,1,0.297331,1.086128,[12 29] ; [7 9],[13.66666667 27.33333333] ; [ 5.33333333 10.66666667],0
s5,1,0.29781,1.083973,[ 6 35] ; [ 4 11],[ 7.32142857 33.67857143] ; [ 2.67857143 12.32142857],0
b1,1,0.299759,1.075267,[22 19] ; [11  5],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
p5,1,0.311419,1.024649,[ 2 39] ; [ 2 14],[ 2.87719298 38.12280702] ; [ 1.12280702 14.87719298],0
d5,1,0.327948,0.956985,[28 13] ; [13  3],[29.49122807 11.50877193] ; [11.50877193  4.49122807],0
u1,1,0.35257,0.864186,[ 4 37] ; [ 3 13],[ 5.03508772 35.96491228] ; [ 1.96491228 14.03508772],0
s4,1,0.377407,0.77913,[ 6 34] ; [ 4 12],[ 7.14285714 32.85714286] ; [ 2.85714286 13.14285714],0
p7,1,0.449102,0.572917,[31  9] ; [13  2],[32.  8.] ; [12.  3.],0
v3,1,0.462195,0.540573,[11 29] ; [ 6 10],[12.14285714 27.85714286] ; [ 4.85714286 11.14285714],0
n1,1,0.464214,0.535714,[4 6] ; [3 2],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n3,1,0.464214,0.535714,[4 6] ; [3 2],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n6,1,0.46915,0.523977,[26 14] ; [12  4],[27.14285714 12.85714286] ; [10.85714286  5.14285714],0
a1,1,0.482284,0.493695,[ 1 40] ; [ 1 15],[ 1.43859649 39.56140351] ; [ 0.56140351 15.43859649],0
r2,1,0.494525,0.466667,[35  5] ; [15  1],[35.71428571  4.28571429] ; [14.28571429  1.71428571],0
p10,1,0.499418,0.456174,[14 27] ; [7 9],[15.10526316 25.89473684] ; [ 5.89473684 10.10526316],0
d2,1,0.501336,0.452107,[19 22] ; [9 7],[20.14035088 20.85964912] ; [7.85964912 8.14035088],0
v2,1,0.501336,0.452107,[19 22] ; [9 7],[20.14035088 20.85964912] ; [7.85964912 8.14035088],0
r3,1,0.51106,0.431896,[36  5] ; [15  1],[36.68421053  4.31578947] ; [14.31578947  1.68421053],0
p3,1,0.610032,0.260129,[17 23] ; [8 8],[17.85714286 22.14285714] ; [7.14285714 8.85714286],0
a8,1,0.674514,0.176367,[ 4 32] ; [ 1 13],[ 3.6 32.4] ; [ 1.4 12.6],0
n2,1,0.679708,0.170455,[7 3] ; [4 1],[7.33333333 2.66666667] ; [3.66666667 1.33333333],0
r1,1,0.747264,0.103844,[29 12] ; [12  4],[29.49122807 11.50877193] ; [11.50877193  4.49122807],0
a2,1,0.761648,0.092001,[ 4 37] ; [ 2 14],[ 4.31578947 36.68421053] ; [ 1.68421053 14.31578947],0
b3,1,0.773117,0.083117,[ 3 18] ; [2 9],[ 3.28125 17.71875] ; [1.71875 9.28125],0
b2,1,0.773117,0.083117,[ 3 18] ; [2 9],[ 3.28125 17.71875] ; [1.71875 9.28125],0
a6,1,0.811577,0.056831,[27 14] ; [10  6],[26.61403509 14.38596491] ; [10.38596491  5.61403509],0
a7,1,0.834889,0.043445,[27 14] ; [11  5],[27.33333333 13.66666667] ; [10.66666667  5.33333333],0
