Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.065087,3.402778,[1 3] ; [5 1],[2.4 1.6] ; [3.6 2.4],0
v3,1,0.196706,1.666667,[3 1] ; [2 4],[2. 2.] ; [3. 3.],0
n4,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
d5,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
a3,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
a5,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
p3,1,0.259796,1.269841,[2 2] ; [5 1],[2.8 1.2] ; [4.2 1.8],0
b3,1,0.270289,1.215278,[1 2] ; [3 1],[1.71428571 1.28571429] ; [2.28571429 1.71428571],0
b2,1,0.270289,1.215278,[1 2] ; [3 1],[1.71428571 1.28571429] ; [2.28571429 1.71428571],0
a7,1,0.429195,0.625,[1 3] ; [3 3],[1.6 2.4] ; [2.4 3.6],0
a6,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
a8,1,0.57075,0.321429,[1 2] ; [1 5],[0.66666667 2.33333333] ; [1.33333333 4.66666667],0
d2,1,0.598161,0.277778,[2 2] ; [4 2],[2.4 1.6] ; [3.6 2.4],0
p8,1,0.598161,0.277778,[2 2] ; [4 2],[2.4 1.6] ; [3.6 2.4],0
s7,1,0.635256,0.225,[1 3] ; [2 3],[1.33333333 2.66666667] ; [1.66666667 3.33333333],0
s3,1,0.746886,0.104167,[1 3] ; [1 5],[0.8 3.2] ; [1.2 4.8],0
p4,1,0.746886,0.104167,[3 1] ; [5 1],[3.2 0.8] ; [4.8 1.2],0
r3,1,0.746886,0.104167,[3 1] ; [5 1],[3.2 0.8] ; [4.8 1.2],0
s6,1,0.746886,0.104167,[3 1] ; [5 1],[3.2 0.8] ; [4.8 1.2],0
p7,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
p6,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
p12,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
s2,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
r4,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
a4,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
r1,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
v1,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
d3,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
d1,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
b5,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
v2,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
