Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.941383,[34 63] ; [39 12],[47.84459459 49.15540541] ; [25.15540541 25.84459459],1
p4,1,0.000564,11.891649,[33 64] ; [33 19],[42.96644295 54.03355705] ; [23.03355705 28.96644295],1
p6,1,0.000898,11.027051,[14 83] ; [19 30],[21.92465753 75.07534247] ; [11.07534247 37.92465753],1
p2,1,0.002843,8.90563,[53 45] ; [41 11],[61.41333333 36.58666667] ; [32.58666667 19.41333333],0
d3,1,0.006302,7.461735,[51 47] ; [39 13],[58.8 39.2] ; [31.2 20.8],0
a4,1,0.013788,6.065042,[40 57] ; [11 41],[33.20134228 63.79865772] ; [17.79865772 34.20134228],0
s6,1,0.024541,5.055994,[42 55] ; [32 19],[48.5 48.5] ; [25.5 25.5],0
p3,1,0.0483,3.899501,[28 69] ; [23 28],[33.42567568 63.57432432] ; [17.57432432 33.42567568],0
s2,1,0.058422,3.581633,[30 66] ; [24 27],[35.26530612 60.73469388] ; [18.73469388 32.26530612],0
d1,1,0.064174,3.426093,[41 57] ; [30 22],[46.38666667 51.61333333] ; [24.61333333 27.38666667],0
b3,1,0.077735,3.111636,[19 42] ; [ 4 25],[15.58888889 45.41111111] ; [ 7.41111111 21.58888889],0
b2,1,0.077735,3.111636,[19 42] ; [ 4 25],[15.58888889 45.41111111] ; [ 7.41111111 21.58888889],0
s1,1,0.084665,2.972993,[ 9 87] ; [ 1 51],[ 6.48648649 89.51351351] ; [ 3.51351351 48.48648649],0
p10,1,0.093036,2.821047,[21 75] ; [18 34],[25.2972973 70.7027027] ; [13.7027027 38.2972973],0
a3,1,0.094986,2.787776,[61 37] ; [25 27],[56.18666667 41.81333333] ; [29.81333333 22.18666667],0
s3,1,0.146304,2.110374,[42 55] ; [29 23],[46.22147651 50.77852349] ; [24.77852349 27.22147651],0
n1,1,0.176426,1.827477,[10 25] ; [6 6],[11.91489362 23.08510638] ; [4.08510638 7.91489362],0
v4,1,0.195226,1.677733,[84 12] ; [49  3],[86.27027027  9.72972973] ; [46.72972973  5.27027027],0
n3,1,0.222579,1.487666,[25 11] ; [6 6],[23.25 12.75] ; [7.75 4.25],0
v2,1,0.225126,1.471391,[39 55] ; [27 25],[42.49315068 51.50684932] ; [23.50684932 28.49315068],0
a6,1,0.22518,1.471052,[56 42] ; [35 17],[59.45333333 38.54666667] ; [31.54666667 20.45333333],0
n2,1,0.227723,1.455026,[24 13] ; [10  2],[25.67346939 11.32653061] ; [8.32653061 3.67346939],0
s7,1,0.227999,1.453301,[25 64] ; [19 31],[28.17266187 60.82733813] ; [15.82733813 34.17266187],0
s4,1,0.264522,1.244936,[11 86] ; [ 9 41],[13.19727891 83.80272109] ; [ 6.80272109 43.19727891],0
b5,1,0.268986,1.22191,[53 45] ; [33 19],[56.18666667 41.81333333] ; [29.81333333 22.18666667],0
p1,1,0.299622,1.075874,[ 5 92] ; [ 5 47],[ 6.51006711 90.48993289] ; [ 3.48993289 48.51006711],0
d4,1,0.303298,1.059637,[71 26] ; [42 10],[73.56375839 23.43624161] ; [39.43624161 12.56375839],0
b1,1,0.319536,0.990846,[52 46] ; [32 20],[54.88 43.12] ; [29.12 22.88],0
a2,1,0.361497,0.832685,[19 79] ; [ 7 45],[16.98666667 81.01333333] ; [ 9.01333333 42.98666667],0
s8,1,0.368783,0.807762,[22 75] ; [15 36],[24.25 72.75] ; [12.75 38.25],0
a5,1,0.385016,0.754624,[55 43] ; [33 19],[57.49333333 40.50666667] ; [30.50666667 21.49333333],0
p5,1,0.420544,0.648793,[ 3 95] ; [ 3 49],[ 3.92 94.08] ; [ 2.08 49.92],0
u2,1,0.442235,0.590476,[16 19] ; [15 12],[17.5 17.5] ; [13.5 13.5],0
r1,1,0.518217,0.41744,[78 20] ; [39 13],[76.44 21.56] ; [40.56 11.44],0
v1,1,0.53388,0.387001,[39 59] ; [18 34],[37.24 60.76] ; [19.76 32.24],0
a7,1,0.542885,0.370218,[63 35] ; [36 16],[64.68 33.32] ; [34.32 17.68],0
u3,1,0.544591,0.367097,[22 15] ; [14 13],[20.8125 16.1875] ; [15.1875 11.8125],0
n6,1,0.616937,0.250196,[68 30] ; [34 18],[66.64 31.36] ; [35.36 16.64],0
n4,1,0.647305,0.209314,[64 34] ; [32 20],[62.72 35.28] ; [33.28 18.72],0
a8,1,0.650489,0.205284,[ 8 84] ; [ 5 40],[ 8.72992701 83.27007299] ; [ 4.27007299 40.72992701],0
v3,1,0.689688,0.159423,[31 64] ; [15 36],[29.93150685 65.06849315] ; [16.06849315 34.93150685],0
n5,1,0.741649,0.108683,[50 48] ; [28 24],[50.96 47.04] ; [27.04 24.96],0
r4,1,0.750311,0.10127,[83 15] ; [43  9],[82.32 15.68] ; [43.68  8.32],0
d2,1,0.811889,0.056639,[47 51] ; [26 26],[47.69333333 50.30666667] ; [25.30666667 26.69333333],0
d5,1,0.838829,0.041368,[72 26] ; [39 13],[72.52 25.48] ; [38.48 13.52],0
u1,1,0.889889,0.019167,[14 84] ; [ 7 45],[13.72 84.28] ; [ 7.28 44.72],0
r2,1,0.931068,0.007482,[89  9] ; [47  5],[88.85333333  9.14666667] ; [47.14666667  4.85333333],0
b4,1,0.932396,0.007196,[61 37] ; [32 20],[60.76 37.24] ; [32.24 19.76],0
p11,1,0.937651,0.006119,[54 44] ; [29 23],[54.22666667 43.77333333] ; [28.77333333 23.22666667],0
a1,1,0.944161,0.004906,[ 4 94] ; [ 2 50],[ 3.92 94.08] ; [ 2.08 49.92],0
s5,1,0.976114,0.000896,[19 77] ; [10 40],[19.06849315 76.93150685] ; [ 9.93150685 40.06849315],0
