Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.006432,7.425103,[3 9] ; [9 2],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
n6,1,0.030148,4.700855,[4 7] ; [9 2],[6.5 4.5] ; [6.5 4.5],0
s8,1,0.042844,4.10153,[ 1 11] ; [5 6],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
r2,1,0.061883,3.486189,[9 3] ; [4 7],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
b3,1,0.088676,2.898254,[4 5] ; [1 9],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
b2,1,0.088676,2.898254,[4 5] ; [1 9],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
n5,1,0.109504,2.561364,[6 6] ; [9 2],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
b4,1,0.133348,2.253089,[5 7] ; [8 3],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
p9,1,0.145251,2.121429,[6 6] ; [8 2],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
r3,1,0.145251,2.121429,[6 6] ; [8 2],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
r4,1,0.221433,1.495062,[5 7] ; [2 9],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
a5,1,0.221433,1.495062,[7 5] ; [9 2],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
d5,1,0.264589,1.244589,[6 6] ; [8 3],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
p8,1,0.303552,1.058523,[3 9] ; [5 6],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
s1,1,0.314648,1.011065,[3 9] ; [ 1 10],[2.08695652 9.91304348] ; [1.91304348 9.08695652],0
p10,1,0.342095,0.902564,[6 6] ; [7 3],[7.09090909 4.90909091] ; [5.90909091 4.09090909],0
s6,1,0.391805,0.733333,[4 7] ; [6 5],[5. 6.] ; [5. 6.],0
s3,1,0.451967,0.565714,[3 9] ; [4 6],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
p2,1,0.469064,0.524179,[7 5] ; [8 3],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
d4,1,0.469064,0.524179,[7 5] ; [8 3],[7.82608696 4.17391304] ; [7.17391304 3.82608696],0
s7,1,0.528265,0.397727,[4 7] ; [5 5],[4.71428571 6.28571429] ; [4.28571429 5.71428571],0
s5,1,0.534428,0.385965,[ 1 10] ; [2 9],[1.5 9.5] ; [1.5 9.5],0
p7,1,0.536809,0.381485,[5 7] ; [6 5],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
r1,1,0.536809,0.381485,[7 5] ; [5 6],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
d3,1,0.536809,0.381485,[7 5] ; [5 6],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
d2,1,0.536809,0.381485,[5 7] ; [6 5],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
p4,1,0.536809,0.381485,[5 7] ; [6 5],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
s4,1,0.537892,0.379461,[ 2 10] ; [3 8],[2.60869565 9.39130435] ; [2.39130435 8.60869565],0
a3,1,0.537892,0.379461,[10  2] ; [8 3],[9.39130435 2.60869565] ; [8.60869565 2.39130435],0
b1,1,0.551848,0.354016,[8 4] ; [6 5],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
d1,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
p6,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
u3,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
s2,1,0.746188,0.104762,[4 8] ; [4 6],[4.36363636 7.63636364] ; [3.63636364 6.36363636],0
n4,1,0.75235,0.099567,[8 4] ; [8 3],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
v3,1,0.794625,0.067761,[5 7] ; [4 7],[4.69565217 7.30434783] ; [4.30434783 6.69565217],0
n1,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
a6,1,0.827435,0.047521,[6 6] ; [6 5],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
a7,1,0.827435,0.047521,[6 6] ; [6 5],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
a4,1,0.854757,0.033508,[5 7] ; [5 6],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
p3,1,0.854757,0.033508,[5 7] ; [5 6],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
b5,1,0.854757,0.033508,[7 5] ; [6 5],[6.7826087 5.2173913] ; [6.2173913 4.7826087],0
a2,1,0.901321,0.015374,[3 9] ; [3 8],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
p5,1,0.948644,0.004149,[ 1 11] ; [ 1 10],[ 1.04347826 10.95652174] ; [ 0.95652174 10.04347826],0
