Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001088,10.670769,[35 14] ; [12 22],[27.74698795 21.25301205] ; [19.25301205 14.74698795],0
v4,1,0.009036,6.815657,[38 11] ; [17 17],[32.46987952 16.53012048] ; [22.53012048 11.46987952],0
s6,1,0.009387,6.747696,[25 23] ; [ 8 26],[19.31707317 28.68292683] ; [13.68292683 20.31707317],0
r3,1,0.018599,5.538843,[38 11] ; [18 16],[33.06024096 15.93975904] ; [22.93975904 11.06024096],0
b5,1,0.02606,4.95206,[28 21] ; [11 23],[23.02409639 25.97590361] ; [15.97590361 18.02409639],0
n5,1,0.029634,4.730376,[32 17] ; [14 20],[27.15662651 21.84337349] ; [18.84337349 15.15662651],0
p11,1,0.034845,4.452769,[21 28] ; [ 7 27],[16.53012048 32.46987952] ; [11.46987952 22.53012048],0
p3,1,0.051637,3.787495,[15 34] ; [ 4 29],[11.35365854 37.64634146] ; [ 7.64634146 25.35365854],0
d4,1,0.074341,3.184468,[39 10] ; [21 13],[35.42168675 13.57831325] ; [24.57831325  9.42168675],0
s5,1,0.094737,2.791981,[11 37] ; [ 3 31],[ 8.19512195 39.80487805] ; [ 5.80487805 28.19512195],0
n4,1,0.09783,2.740571,[32 17] ; [16 18],[28.3373494 20.6626506] ; [19.6626506 14.3373494],0
v3,1,0.118933,2.431315,[18 30] ; [ 7 26],[14.81481481 33.18518519] ; [10.18518519 22.81481481],0
b3,1,0.132233,2.266092,[ 8 21] ; [11 12],[10.59615385 18.40384615] ; [ 8.40384615 14.59615385],0
b2,1,0.132233,2.266092,[ 8 21] ; [11 12],[10.59615385 18.40384615] ; [ 8.40384615 14.59615385],0
a5,1,0.156337,2.009306,[24 25] ; [22 12],[27.15662651 21.84337349] ; [18.84337349 15.15662651],0
r2,1,0.158707,1.9865,[41  7] ; [24  9],[38.51851852  9.48148148] ; [26.48148148  6.51851852],0
s3,1,0.194545,1.68286,[14 35] ; [14 19],[16.73170732 32.26829268] ; [11.26829268 21.73170732],0
u2,1,0.200628,1.637794,[ 7 13] ; [8 6],[ 8.82352941 11.17647059] ; [6.17647059 7.82352941],0
s4,1,0.225951,1.466172,[ 7 42] ; [ 2 32],[ 5.31325301 43.68674699] ; [ 3.68674699 30.31325301],0
