Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.030888,4.659203,[1 2] ; [28  5],[2.41666667 0.58333333] ; [26.58333333  6.41666667],0
s1,1,0.034324,4.478495,[1 2] ; [ 1 30],[0.17647059 2.82352941] ; [ 1.82352941 29.17647059],0
a2,1,0.200825,1.636364,[1 2] ; [ 3 30],[0.33333333 2.66666667] ; [ 3.66666667 29.33333333],0
d3,1,0.249801,1.324415,[1 2] ; [22 11],[1.91666667 1.08333333] ; [21.08333333 11.91666667],0
n4,1,0.249801,1.324415,[1 2] ; [22 11],[1.91666667 1.08333333] ; [21.08333333 11.91666667],0
r2,1,0.30908,1.034604,[2 1] ; [29  4],[2.58333333 0.41666667] ; [28.41666667  4.58333333],0
p4,1,0.358951,0.841558,[1 2] ; [20 13],[1.75 1.25] ; [19.25 13.75],0
d5,1,0.358951,0.841558,[1 2] ; [20 13],[1.75 1.25] ; [19.25 13.75],0
p11,1,0.358951,0.841558,[1 2] ; [20 13],[1.75 1.25] ; [19.25 13.75],0
d2,1,0.358951,0.841558,[2 1] ; [13 20],[1.25 1.75] ; [13.75 19.25],0
n3,1,0.371093,0.8,[2 1] ; [8 1],[2.5 0.5] ; [7.5 1.5],0
n2,1,0.371093,0.8,[2 1] ; [8 1],[2.5 0.5] ; [7.5 1.5],0
p7,1,0.418492,0.654545,[2 1] ; [28  5],[2.5 0.5] ; [27.5  5.5],0
s3,1,0.418492,0.654545,[1 2] ; [19 14],[1.66666667 1.33333333] ; [18.33333333 14.66666667],0
s6,1,0.446134,0.580455,[1 2] ; [18 14],[1.62857143 1.37142857] ; [17.37142857 14.62857143],0
a6,1,0.48105,0.496482,[2 1] ; [15 18],[1.41666667 1.58333333] ; [15.58333333 17.41666667],0
p2,1,0.628745,0.233766,[2 1] ; [26  7],[2.33333333 0.66666667] ; [25.66666667  7.33333333],0
s2,1,0.68583,0.163636,[1 2] ; [15 18],[1.33333333 1.66666667] ; [14.66666667 18.33333333],0
a3,1,0.68583,0.163636,[1 2] ; [15 18],[1.33333333 1.66666667] ; [14.66666667 18.33333333],0
v2,1,0.68583,0.163636,[1 2] ; [15 18],[1.33333333 1.66666667] ; [14.66666667 18.33333333],0
p8,1,0.759766,0.093506,[2 1] ; [19 14],[1.75 1.25] ; [19.25 13.75],0
p3,1,0.759766,0.093506,[1 2] ; [14 19],[1.25 1.75] ; [13.75 19.25],0
a5,1,0.759766,0.093506,[1 2] ; [14 19],[1.25 1.75] ; [13.75 19.25],0
u2,1,0.760907,0.092593,[1 1] ; [11  7],[1.2 0.8] ; [10.8  7.2],0
v1,1,0.836664,0.042503,[1 2] ; [13 20],[1.16666667 1.83333333] ; [12.83333333 20.16666667],0
a4,1,0.848572,0.036458,[1 2] ; [ 9 23],[0.85714286 2.14285714] ; [ 9.14285714 22.85714286],0
d1,1,0.916676,0.010946,[1 2] ; [12 21],[1.08333333 1.91666667] ; [11.91666667 21.08333333],0
d4,1,1.0,0.0,[2 1] ; [22 11],[2. 1.] ; [22. 11.],0
r1,1,1.0,0.0,[2 1] ; [22 11],[2. 1.] ; [22. 11.],0
b1,1,1.0,0.0,[2 1] ; [22 11],[2. 1.] ; [22. 11.],0
