Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.889779,[250  12] ; [5 4],[246.53136531  15.46863469] ; [8.46863469 0.53136531],1
r2,1,0.007381,7.17787,[247  11] ; [6 2],[245.39097744  12.60902256] ; [7.60902256 0.39097744],0
b1,1,0.04324,4.085996,[ 89 173] ; [6 3],[ 91.84501845 170.15498155] ; [3.15498155 5.84501845],0
p11,1,0.048397,3.896135,[232  30] ; [6 3],[230.09594096  31.90405904] ; [7.90405904 1.09594096],0
r1,1,0.081556,3.033611,[227  34] ; [6 3],[225.23333333  35.76666667] ; [7.76666667 1.23333333],0
s6,1,0.122039,2.390952,[175  79] ; [4 5],[172.87452471  81.12547529] ; [6.12547529 2.87452471],0
n1,1,0.139169,2.187121,[14 24] ; [3 1],[15.38095238 22.61904762] ; [1.61904762 2.38095238],0
s3,1,0.142996,2.145421,[150 109] ; [3 6],[147.8619403 111.1380597] ; [5.1380597 3.8619403],0
a7,1,0.165542,1.922856,[198  63] ; [5 4],[196.23333333  64.76666667] ; [6.76666667 2.23333333],0
n3,1,0.19603,1.671711,[30  8] ; [2 2],[28.95238095  9.04761905] ; [3.04761905 0.95238095],0
p5,1,0.197551,1.660385,[ 44 218] ; [3 6],[ 45.43911439 216.56088561] ; [1.56088561 7.43911439],0
p2,1,0.211723,1.559604,[237  25] ; [7 2],[235.89667897  26.10332103] ; [8.10332103 0.89667897],0
p9,1,0.26027,1.267321,[233  27] ; [7 2],[231.97026022  28.02973978] ; [8.02973978 0.97026022],0
s8,1,0.262372,1.256196,[135 123] ; [3 6],[133.34831461 124.65168539] ; [4.65168539 4.34831461],0
p6,1,0.277267,1.180437,[124 133] ; [6 3],[125.60150376 131.39849624] ; [4.39849624 4.60150376],0
s4,1,0.357445,0.84685,[ 31 228] ; [2 7],[ 31.89179104 227.10820896] ; [1.10820896 7.89179104],0
a6,1,0.384111,0.757505,[180  80] ; [5 4],[178.81040892  81.18959108] ; [6.18959108 2.81040892],0
p12,1,0.400284,0.707473,[ 33 228] ; [2 7],[ 33.83333333 227.16666667] ; [1.16666667 7.83333333],0
d1,1,0.424302,0.638369,[170  92] ; [7 2],[171.12177122  90.87822878] ; [5.87822878 3.12177122],0
d4,1,0.474646,0.51114,[225  36] ; [7 2],[224.26666667  36.73333333] ; [7.73333333 1.26666667],0
a4,1,0.495057,0.465517,[115 146] ; [5 4],[116. 145.] ; [4. 5.],0
s7,1,0.522538,0.40888,[137 111] ; [4 5],[136.06225681 111.93774319] ; [4.93774319 4.06225681],0
d5,1,0.612382,0.256721,[215  46] ; [8 1],[215.56666667  45.43333333] ; [7.43333333 1.56666667],0
s5,1,0.650866,0.20481,[103 149] ; [3 6],[102.34482759 149.65517241] ; [3.65517241 5.34482759],0
b4,1,0.684551,0.165047,[157 105] ; [6 3],[157.58671587 104.41328413] ; [5.41328413 3.58671587],0
v3,1,0.697591,0.15099,[158  97] ; [5 4],[157.44318182  97.55681818] ; [5.55681818 3.44318182],0
p7,1,0.738371,0.111563,[215  44] ; [7 1],[215.34831461  43.65168539] ; [6.65168539 1.34831461],0
d3,1,0.759098,0.094044,[191  70] ; [7 2],[191.4  69.6] ; [6.6 2.4],0
d2,1,0.786166,0.0736,[133 128] ; [5 4],[133.4 127.6] ; [4.6 4.4],0
u1,1,0.790516,0.070565,[ 49 213] ; [2 7],[ 49.30627306 212.69372694] ; [1.69372694 7.30627306],0
a5,1,0.814145,0.055264,[212  50] ; [7 2],[211.72693727  50.27306273] ; [7.27306273 1.72693727],0
v1,1,0.816346,0.053939,[182  77] ; [6 3],[181.68656716  77.31343284] ; [6.31343284 2.68656716],0
n4,1,0.818661,0.052564,[211  50] ; [7 2],[210.73333333  50.26666667] ; [7.26666667 1.73333333],0
s2,1,0.865671,0.028615,[137 123] ; [5 4],[137.24907063 122.75092937] ; [4.75092937 4.24907063],0
b3,1,0.876874,0.024004,[64 95] ; [3 5],[63.79041916 95.20958084] ; [3.20958084 4.79041916],0
b2,1,0.876874,0.024004,[64 95] ; [3 5],[63.79041916 95.20958084] ; [3.20958084 4.79041916],0
a2,1,0.879539,0.022969,[ 64 198] ; [2 7],[ 63.80811808 198.19188192] ; [2.19188192 6.80811808],0
u3,1,0.892375,0.018306,[34 28] ; [1 1],[33.90625 28.09375] ; [1.09375 0.90625],0
u2,1,0.892375,0.018306,[34 28] ; [1 1],[33.90625 28.09375] ; [1.09375 0.90625],0
p10,1,0.911092,0.012468,[227  32] ; [8 1],[227.10820896  31.89179104] ; [7.89179104 1.10820896],0
n6,1,0.934553,0.006743,[227  31] ; [8 1],[227.07865169  30.92134831] ; [7.92134831 1.07865169],0
b5,1,0.935958,0.006456,[142 120] ; [5 4],[142.11808118 119.88191882] ; [4.88191882 4.11808118],0
a3,1,0.936111,0.006425,[200  61] ; [7 2],[200.1  60.9] ; [6.9 2.1],0
p3,1,0.96154,0.002325,[176  85] ; [6 3],[175.93333333  85.06666667] ; [6.06666667 2.93333333],0
p1,1,1.0,0.0,[ 29 232] ; [1 8],[ 29. 232.] ; [1. 8.],0
