Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.048173,[88  6] ; [2 8],[81.34615385 12.65384615] ; [8.65384615 1.34615385],1
r3,1,1e-06,23.646223,[89  4] ; [5 5],[84.87378641  8.12621359] ; [9.12621359 0.87378641],1
a5,1,0.000561,11.899827,[69 25] ; [2 8],[64.17307692 29.82692308] ; [6.82692308 3.17307692],1
s6,1,0.00223,9.349909,[74 16] ; [4 6],[70.2 19.8] ; [7.8 2.2],0
p9,1,0.005114,7.838531,[68 25] ; [3 7],[64.10679612 28.89320388] ; [6.89320388 3.10679612],0
r1,1,0.005548,7.691575,[74 19] ; [4 6],[70.42718447 22.57281553] ; [7.57281553 2.42718447],0
a7,1,0.006239,7.479961,[68 26] ; [3 7],[64.17307692 29.82692308] ; [6.82692308 3.17307692],0
v2,1,0.007727,7.095652,[50 42] ; [1 9],[46. 46.] ; [5. 5.],0
n5,1,0.018088,5.587568,[63 30] ; [3 7],[59.59223301 33.40776699] ; [6.40776699 3.59223301],0
d5,1,0.018804,5.519649,[77 17] ; [5 5],[74.11538462 19.88461538] ; [7.88461538 2.11538462],0
d1,1,0.023927,5.099899,[54 40] ; [2 8],[50.61538462 43.38461538] ; [5.38461538 4.61538462],0
p6,1,0.042723,4.106345,[40 53] ; [1 9],[37.01941748 55.98058252] ; [3.98058252 6.01941748],0
d2,1,0.045962,3.982979,[50 44] ; [2 8],[47. 47.] ; [5. 5.],0
s5,1,0.048741,3.884246,[37 51] ; [1 9],[34.12244898 53.87755102] ; [3.87755102 6.12244898],0
v4,1,0.054597,3.694357,[85  9] ; [7 3],[83.15384615 10.84615385] ; [8.84615385 1.15384615],0
p2,1,0.079623,3.072584,[78 16] ; [6 4],[75.92307692 18.07692308] ; [8.07692308 1.92307692],0
a6,1,0.08438,2.978443,[55 39] ; [3 7],[52.42307692 41.57692308] ; [5.57692308 4.42307692],0
a4,1,0.092237,2.834884,[45 49] ; [2 8],[42.48076923 51.51923077] ; [4.51923077 5.48076923],0
n4,1,0.094889,2.789408,[62 31] ; [4 6],[59.59223301 33.40776699] ; [6.40776699 3.59223301],0
b4,1,0.111593,2.53151,[53 41] ; [3 7],[50.61538462 43.38461538] ; [5.38461538 4.61538462],0
a3,1,0.128822,2.306638,[60 33] ; [4 6],[57.78640777 35.21359223] ; [6.21359223 3.78640777],0
s7,1,0.151102,2.061093,[49 35] ; [3 6],[46.96774194 37.03225806] ; [5.03225806 3.96774194],0
n6,1,0.157945,1.993789,[74 19] ; [6 4],[72.23300971 20.76699029] ; [7.76699029 2.23300971],0
s2,1,0.16977,1.884974,[58 35] ; [4 6],[55.98058252 37.01941748] ; [6.01941748 3.98058252],0
v1,1,0.216915,1.524667,[47 46] ; [3 7],[45.14563107 47.85436893] ; [4.85436893 5.14563107],0
p10,1,0.228921,1.447554,[55 37] ; [4 6],[53.21568627 38.78431373] ; [5.78431373 4.21568627],0
d3,1,0.286844,1.134375,[71 23] ; [6 4],[69.59615385 24.40384615] ; [7.40384615 2.59615385],0
a1,1,0.28715,1.132936,[ 3 91] ; [1 9],[ 3.61538462 90.38461538] ; [0.38461538 9.61538462],0
s4,1,0.324473,0.970832,[22 71] ; [1 9],[20.76699029 72.23300971] ; [2.23300971 7.76699029],0
s8,1,0.326405,0.963109,[43 50] ; [3 7],[41.53398058 51.46601942] ; [4.46601942 5.53398058],0
b1,1,0.340558,0.908329,[51 43] ; [7 3],[52.42307692 41.57692308] ; [5.57692308 4.42307692],0
u3,1,0.374333,0.789231,[22 10] ; [3 3],[21.05263158 10.94736842] ; [3.94736842 2.05263158],0
n1,1,0.41902,0.653061,[13 15] ; [1 3],[12.25 15.75] ; [1.75 2.25],0
n2,1,0.481819,0.494743,[19  9] ; [2 2],[18.375  9.625] ; [2.625 1.375],0
n3,1,0.481819,0.494743,[19  9] ; [2 2],[18.375  9.625] ; [2.625 1.375],0
u2,1,0.493459,0.468975,[16 17] ; [2 4],[15.23076923 17.76923077] ; [2.76923077 3.23076923],0
p8,1,0.512037,0.429901,[42 52] ; [3 6],[41.06796117 52.93203883] ; [3.93203883 5.06796117],0
s3,1,0.514513,0.424878,[57 37] ; [5 5],[56.03846154 37.96153846] ; [5.96153846 4.03846154],0
s1,1,0.679471,0.170722,[ 6 86] ; [1 9],[ 6.31372549 85.68627451] ; [0.68627451 9.31372549],0
d4,1,0.759308,0.093875,[70 24] ; [7 3],[69.59615385 24.40384615] ; [7.40384615 2.59615385],0
p7,1,0.826274,0.048172,[53 41] ; [6 4],[53.32692308 40.67307692] ; [5.67307692 4.32692308],0
v3,1,0.835914,0.0429,[33 57] ; [4 6],[33.3 56.7] ; [3.7 6.3],0
b5,1,0.863622,0.029504,[59 35] ; [6 4],[58.75 35.25] ; [6.25 3.75],0
p5,1,0.886438,0.020396,[12 82] ; [1 8],[11.86407767 82.13592233] ; [1.13592233 7.86407767],0
p3,1,0.979199,0.00068,[56 38] ; [6 4],[56.03846154 37.96153846] ; [5.96153846 4.03846154],0
a8,1,0.990156,0.000152,[ 8 73] ; [1 9],[ 8.01098901 72.98901099] ; [0.98901099 9.01098901],0
