Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.713183,[8 1] ; [ 6 36],[2.47058824 6.52941176] ; [11.52941176 30.47058824],1
p9,1,0.00077,11.312442,[8 1] ; [12 30],[3.52941176 5.47058824] ; [16.47058824 25.52941176],1
s3,1,0.003672,8.439051,[6 3] ; [ 8 34],[2.47058824 6.52941176] ; [11.52941176 30.47058824],0
p10,1,0.00653,7.397815,[7 2] ; [13 31],[3.39622642 5.60377358] ; [16.60377358 27.39622642],0
d3,1,0.008752,6.872727,[7 2] ; [14 31],[3.5 5.5] ; [17.5 27.5],0
p4,1,0.009613,6.705249,[5 4] ; [ 7 37],[2.03773585 6.96226415] ; [ 9.96226415 34.03773585],0
p6,1,0.016026,5.800001,[4 5] ; [ 5 39],[1.52830189 7.47169811] ; [ 7.47169811 36.52830189],0
s2,1,0.02828,4.810909,[4 5] ; [ 6 39],[1.66666667 7.33333333] ; [ 8.33333333 36.66666667],0
p2,1,0.030276,4.693534,[6 3] ; [13 32],[3.16666667 5.83333333] ; [15.83333333 29.16666667],0
d4,1,0.05132,3.797802,[7 2] ; [19 26],[4.33333333 4.66666667] ; [21.66666667 23.33333333],0
p5,1,0.06737,3.34596,[2 7] ; [ 2 42],[0.67924528 8.32075472] ; [ 3.32075472 40.67924528],0
u3,1,0.089686,2.88,[3 1] ; [ 6 14],[1.5 2.5] ; [ 7.5 12.5],0
n2,1,0.108425,2.577027,[6 1] ; [13 12],[4.15625 2.84375] ; [14.84375 10.15625],0
a7,1,0.109606,2.559888,[6 3] ; [17 28],[3.83333333 5.16666667] ; [19.16666667 25.83333333],0
p8,1,0.127485,2.322868,[4 5] ; [ 9 35],[2.20754717 6.79245283] ; [10.79245283 33.20754717],0
u2,1,0.138523,2.194286,[3 1] ; [ 7 13],[1.66666667 2.33333333] ; [ 8.33333333 11.66666667],0
n6,1,0.179413,1.802483,[6 3] ; [19 26],[4.16666667 4.83333333] ; [20.83333333 24.16666667],0
u1,1,0.197396,1.661538,[1 8] ; [ 1 44],[0.33333333 8.66666667] ; [ 1.66666667 43.33333333],0
d1,1,0.221383,1.495385,[4 5] ; [11 34],[2.5 6.5] ; [12.5 32.5],0
s6,1,0.221383,1.495385,[4 5] ; [11 34],[2.5 6.5] ; [12.5 32.5],0
a5,1,0.273322,1.2,[6 3] ; [21 24],[4.5 4.5] ; [22.5 22.5],0
d2,1,0.283471,1.150373,[5 4] ; [16 28],[3.56603774 5.43396226] ; [17.43396226 26.56603774],0
p11,1,0.286321,1.136842,[4 5] ; [12 33],[2.66666667 6.33333333] ; [13.33333333 31.66666667],0
s4,1,0.290174,1.118816,[3 6] ; [ 8 37],[1.83333333 7.16666667] ; [ 9.16666667 35.83333333],0
v3,1,0.290174,1.118816,[3 6] ; [ 8 37],[1.83333333 7.16666667] ; [ 9.16666667 35.83333333],0
b1,1,0.32175,0.981818,[4 5] ; [28 17],[5.33333333 3.66666667] ; [26.66666667 18.33333333],0
d5,1,0.329859,0.949451,[6 3] ; [22 23],[4.66666667 4.33333333] ; [23.33333333 21.66666667],0
a2,1,0.364985,0.820669,[2 7] ; [ 5 40],[1.16666667 7.83333333] ; [ 5.83333333 39.16666667],0
r4,1,0.364985,0.820669,[2 7] ; [ 5 40],[1.16666667 7.83333333] ; [ 5.83333333 39.16666667],0
b2,1,0.421999,0.644742,[2 5] ; [14 17],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
b3,1,0.421999,0.644742,[2 5] ; [14 17],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
b5,1,0.462433,0.54,[5 4] ; [19 26],[4. 5.] ; [20. 25.],0
r2,1,0.50699,0.440275,[6 2] ; [27 16],[5.17647059 2.82352941] ; [27.82352941 15.17647059],0
s5,1,0.512102,0.42977,[2 6] ; [ 7 38],[1.35849057 6.64150943] ; [ 7.64150943 37.35849057],0
n3,1,0.516797,0.42028,[2 4] ; [12 13],[2.70967742 3.29032258] ; [11.29032258 13.70967742],0
r1,1,0.523999,0.406015,[4 5] ; [15 30],[3.16666667 5.83333333] ; [15.83333333 29.16666667],0
n1,1,0.537957,0.379339,[4 3] ; [11 14],[3.28125 3.71875] ; [11.71875 13.28125],0
a6,1,0.541691,0.372414,[5 4] ; [20 25],[4.16666667 4.83333333] ; [20.83333333 24.16666667],0
p7,1,0.613995,0.254398,[1 6] ; [10 34],[1.50980392 5.49019608] ; [ 9.49019608 34.50980392],0
a4,1,0.684957,0.164599,[4 5] ; [16 27],[3.46153846 5.53846154] ; [16.53846154 26.46153846],0
n4,1,0.708023,0.14026,[6 3] ; [27 18],[5.5 3.5] ; [27.5 17.5],0
v1,1,0.781207,0.077143,[2 7] ; [12 33],[2.33333333 6.66666667] ; [11.66666667 33.33333333],0
a3,1,0.88654,0.020359,[5 4] ; [25 18],[5.19230769 3.80769231] ; [24.80769231 18.19230769],0
n5,1,0.886806,0.020263,[7 2] ; [34 11],[6.83333333 2.16666667] ; [34.16666667 10.83333333],0
b4,1,0.902048,0.015147,[5 4] ; [26 19],[5.16666667 3.83333333] ; [25.83333333 19.16666667],0
s1,1,1.0,0.0,[1 8] ; [ 5 40],[1. 8.] ; [ 5. 40.],0
