Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,91.929447,[ 79 113] ; [429 118],[131.98376184  60.01623816] ; [376.01623816 170.98376184],1
d3,1,0.0,77.985578,[ 88 104] ; [435 112],[135.88092016  56.11907984] ; [387.11907984 159.88092016],1
a2,1,0.0,29.694684,[ 18 174] ; [158 390],[ 45.66486486 146.33513514] ; [130.33513514 417.66486486],1
b5,1,0.0,26.427404,[ 86 106] ; [361 187],[115.97837838  76.02162162] ; [331.02162162 216.97837838],1
u1,1,1e-06,23.342277,[ 12 180] ; [119 429],[ 33.98918919 158.01081081] ; [ 97.01081081 450.98918919],1
u3,1,5.5e-05,16.265786,[18 36] ; [100  54],[30.63461538 23.36538462] ; [87.36538462 66.63461538],1
r4,1,0.000206,13.778663,[164  28] ; [515  33],[176.17297297  15.82702703] ; [502.82702703  45.17297297],1
r1,1,0.000737,11.394772,[140  52] ; [457  87],[155.73913043  36.26086957] ; [441.26086957 102.73913043],1
d4,1,0.000925,10.971291,[143  48] ; [468  80],[157.91745602  33.08254398] ; [453.08254398  94.91745602],1
d1,1,0.001717,9.830127,[95 97] ; [342 206],[113.38378378  78.61621622] ; [323.61621622 224.38378378],0
r2,1,0.003973,8.296329,[174  16] ; [525  18],[181.18690314   8.81309686] ; [517.81309686  25.18690314],0
d5,1,0.005755,7.625521,[144  47] ; [462  86],[156.62516915  34.37483085] ; [449.37483085  98.62516915],0
b1,1,0.006034,7.540236,[ 85 107] ; [182 366],[ 69.27567568 122.72432432] ; [197.72432432 350.27567568],0
r3,1,0.008485,6.9282,[178  14] ; [530  16],[184.19512195   7.80487805] ; [523.80487805  22.19512195],0
p4,1,0.015761,5.829292,[108  83] ; [362 184],[121.8046133  69.1953867] ; [348.1953867 197.8046133],0
v2,1,0.036636,4.367247,[93 95] ; [306 219],[105.20617111  82.79382889] ; [293.79382889 231.20617111],0
s5,1,0.05016,3.836111,[ 75 111] ; [171 357],[ 64.08403361 121.91596639] ; [181.91596639 346.08403361],0
a5,1,0.068189,3.326084,[131  61] ; [411 137],[140.62702703  51.37297297] ; [401.37297297 146.62702703],0
n5,1,0.086099,2.945839,[153  38] ; [402 142],[144.2244898  46.7755102] ; [410.7755102 133.2244898],0
p10,1,0.09921,2.718196,[151  39] ; [458  83],[158.29001368  31.70998632] ; [450.70998632  90.29001368],0
s7,1,0.135898,2.223799,[102  83] ; [255 268],[93.28389831 91.71610169] ; [263.71610169 259.28389831],0
n4,1,0.142358,2.152282,[156  35] ; [418 128],[148.75712347  42.24287653] ; [425.24287653 120.75712347],0
b2,1,0.199519,1.645893,[52 71] ; [112 202],[46.16018307 76.83981693] ; [117.83981693 196.16018307],0
b3,1,0.199519,1.645893,[52 71] ; [112 202],[46.16018307 76.83981693] ; [117.83981693 196.16018307],0
a1,1,0.215824,1.531922,[ 11 181] ; [ 20 528],[  8.04324324 183.95675676] ; [ 22.95675676 525.04324324],0
p12,1,0.230609,1.437099,[ 11 180] ; [ 46 498],[ 14.8122449 176.1877551] ; [ 42.1877551 501.8122449],0
n3,1,0.284226,1.146771,[39 18] ; [83 26],[41.89156627 15.10843373] ; [80.10843373 28.89156627],0
s2,1,0.325499,0.966722,[92 99] ; [284 259],[97.84196185 93.15803815] ; [278.15803815 264.84196185],0
s6,1,0.34001,0.910393,[122  65] ; [372 167],[127.24242424  59.75757576] ; [366.75757576 172.24242424],0
p9,1,0.391905,0.733024,[163  28] ; [473  66],[166.40547945  24.59452055] ; [469.59452055  69.40547945],0
u2,1,0.400351,0.70727,[28 26] ; [90 64],[30.63461538 23.36538462] ; [87.36538462 66.63461538],0
s8,1,0.432441,0.616257,[ 91 101] ; [240 304],[ 86.34782609 105.65217391] ; [244.65217391 299.34782609],0
s4,1,0.480736,0.497193,[ 35 156] ; [ 87 453],[ 31.87688098 159.12311902] ; [ 90.12311902 449.87688098],0
a8,1,0.542491,0.370943,[ 23 158] ; [ 71 417],[ 25.43198804 155.56801196] ; [ 68.56801196 419.43198804],0
b4,1,0.544245,0.367729,[108  84] ; [322 226],[111.56756757  80.43243243] ; [318.43243243 229.56756757],0
v1,1,0.564632,0.331746,[100  87] ; [298 235],[103.36944444  83.63055556] ; [294.63055556 238.36944444],0
n2,1,0.575248,0.313979,[41 16] ; [82 26],[42.49090909 14.50909091] ; [80.50909091 27.49090909],0
s1,1,0.602748,0.270871,[  4 187] ; [ 15 522],[  4.98489011 186.01510989] ; [ 14.01510989 522.98489011],0
p8,1,0.616289,0.251117,[106  83] ; [313 225],[108.92847318  80.07152682] ; [310.07152682 227.92847318],0
p1,1,0.618063,0.2486,[ 15 177] ; [ 49 496],[ 16.67299864 175.32700136] ; [ 47.32700136 497.67299864],0
v3,1,0.639951,0.218807,[ 77 111] ; [206 322],[ 74.30726257 113.69273743] ; [208.69273743 319.30726257],0
d2,1,0.733574,0.115855,[94 98] ; [260 287],[ 91.9729364 100.0270636] ; [262.0270636 284.9729364],0
s3,1,0.749609,0.10186,[110  80] ; [306 235],[108.12585499  81.87414501] ; [307.87414501 233.12585499],0
p5,1,0.774673,0.08195,[ 24 168] ; [ 64 482],[ 22.89430894 169.10569106] ; [ 65.10569106 480.89430894],0
p7,1,0.781558,0.076889,[133  58] ; [364 167],[131.47783934  59.52216066] ; [365.52216066 165.47783934],0
u4,1,0.820998,0.051194,[  4 188] ; [ 10 538],[  3.63243243 188.36756757] ; [ 10.36756757 537.63243243],0
p3,1,0.828901,0.046704,[99 93] ; [287 260],[100.28687415  91.71312585] ; [285.71312585 261.28687415],0
p6,1,0.837183,0.042229,[ 72 116] ; [211 328],[ 73.1829436 114.8170564] ; [209.8170564 329.1829436],0
p11,1,0.840865,0.040316,[155  37] ; [446 102],[155.93513514  36.06486486] ; [445.06486486 102.93513514],0
n6,1,0.858717,0.031687,[162  29] ; [466  80],[162.75169607  28.24830393] ; [465.24830393  80.75169607],0
a3,1,0.865766,0.028574,[138  53] ; [391 155],[137.09497965  53.90502035] ; [391.90502035 154.09497965],0
n1,1,0.865989,0.028478,[21 36] ; [38 69],[20.50609756 36.49390244] ; [38.49390244 68.50609756],0
a4,1,0.919728,0.010156,[ 83 108] ; [240 307],[ 83.59485095 107.40514905] ; [239.40514905 307.59485095],0
