Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.033807,4.504456,[2 9] ; [10  7],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
v2,1,0.034057,4.491852,[8 3] ; [ 5 11],[5.2962963 5.7037037] ; [7.7037037 8.2962963],0
p4,1,0.035644,4.414048,[10  1] ; [9 8],[7.46428571 3.53571429] ; [11.53571429  5.46428571],0
p3,1,0.053019,3.743316,[8 3] ; [ 6 11],[5.5 5.5] ; [8.5 8.5],0
u3,1,0.095205,2.784091,[3 1] ; [3 8],[1.6 2.4] ; [4.4 6.6],0
a4,1,0.111666,2.530481,[5 6] ; [ 3 14],[3.14285714 7.85714286] ; [ 4.85714286 12.14285714],0
r3,1,0.114169,2.495544,[8 3] ; [16  1],[9.42857143 1.57142857] ; [14.57142857  2.42857143],0
p7,1,0.117852,2.445633,[10  1] ; [11  6],[8.25 2.75] ; [12.75  4.25],0
s5,1,0.121315,2.400259,[4 7] ; [ 2 15],[2.35714286 8.64285714] ; [ 3.64285714 13.35714286],0
a3,1,0.141929,2.156918,[7 4] ; [ 6 11],[5.10714286 5.89285714] ; [7.89285714 9.10714286],0
r4,1,0.180101,1.796791,[3 8] ; [9 8],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
d5,1,0.180101,1.796791,[8 3] ; [8 9],[6.28571429 4.71428571] ; [9.71428571 7.28571429],0
b2,1,0.184708,1.759334,[3 4] ; [1 7],[1.86666667 5.13333333] ; [2.13333333 5.86666667],0
b3,1,0.184708,1.759334,[3 4] ; [1 7],[1.86666667 5.13333333] ; [2.13333333 5.86666667],0
d4,1,0.203226,1.619039,[9 2] ; [10  7],[7.46428571 3.53571429] ; [11.53571429  5.46428571],0
u2,1,0.217832,1.518595,[2 2] ; [9 2],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
d2,1,0.225041,1.471933,[5 6] ; [ 4 13],[3.53571429 7.46428571] ; [ 5.46428571 11.53571429],0
v3,1,0.225041,1.471933,[5 6] ; [ 4 13],[3.53571429 7.46428571] ; [ 5.46428571 11.53571429],0
s7,1,0.233762,1.417824,[5 5] ; [ 4 11],[3.6 6.4] ; [5.4 9.6],0
d1,1,0.263978,1.247772,[4 7] ; [ 3 14],[2.75 8.25] ; [ 4.25 12.75],0
a5,1,0.295108,1.096171,[8 3] ; [9 8],[6.67857143 4.32142857] ; [10.32142857  6.67857143],0
p12,1,0.295366,1.095001,[3 8] ; [ 2 15],[1.96428571 9.03571429] ; [ 3.03571429 13.96428571],0
b5,1,0.314736,1.010695,[5 6] ; [11  6],[6.28571429 4.71428571] ; [9.71428571 7.28571429],0
n4,1,0.39033,0.737913,[7 4] ; [8 9],[5.89285714 5.10714286] ; [9.10714286 7.89285714],0
p10,1,0.455924,0.555882,[7 3] ; [14  3],[7.77777778 2.22222222] ; [13.22222222  3.77777778],0
s4,1,0.462832,0.539037,[4 7] ; [ 4 13],[3.14285714 7.85714286] ; [ 4.85714286 12.14285714],0
v4,1,0.462832,0.539037,[7 4] ; [13  4],[7.85714286 3.14285714] ; [12.14285714  4.85714286],0
s6,1,0.488462,0.479912,[5 6] ; [10  7],[5.89285714 5.10714286] ; [9.10714286 7.89285714],0
p11,1,0.527458,0.399287,[10  1] ; [14  3],[9.42857143 1.57142857] ; [14.57142857  2.42857143],0
p5,1,0.544356,0.367526,[3 8] ; [ 3 14],[2.35714286 8.64285714] ; [ 3.64285714 13.35714286],0
s2,1,0.573025,0.317647,[4 6] ; [ 5 12],[3.33333333 6.66666667] ; [ 5.66666667 11.33333333],0
a6,1,0.57649,0.311943,[7 4] ; [9 8],[6.28571429 4.71428571] ; [9.71428571 7.28571429],0
p6,1,0.590826,0.289056,[5 6] ; [ 6 11],[4.32142857 6.67857143] ; [ 6.67857143 10.32142857],0
n3,1,0.635256,0.225,[3 2] ; [3 1],[3.33333333 1.66666667] ; [2.66666667 1.33333333],0
a7,1,0.698791,0.149733,[5 6] ; [9 8],[5.5 5.5] ; [8.5 8.5],0
b1,1,0.700472,0.147981,[7 4] ; [12  5],[7.46428571 3.53571429] ; [11.53571429  5.46428571],0
a1,1,0.74748,0.103661,[ 1 10] ; [ 1 16],[ 0.78571429 10.21428571] ; [ 1.21428571 15.78571429],0
s1,1,0.74748,0.103661,[ 1 10] ; [ 1 16],[ 0.78571429 10.21428571] ; [ 1.21428571 15.78571429],0
s3,1,0.778096,0.079412,[3 7] ; [ 6 11],[3.33333333 6.66666667] ; [ 5.66666667 11.33333333],0
s8,1,0.798977,0.064857,[4 7] ; [ 7 10],[4.32142857 6.67857143] ; [ 6.67857143 10.32142857],0
r1,1,0.823218,0.049911,[5 6] ; [ 7 10],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
p9,1,0.83131,0.045378,[8 2] ; [13  4],[7.77777778 2.22222222] ; [13.22222222  3.77777778],0
d3,1,0.933748,0.006911,[6 5] ; [9 8],[5.89285714 5.10714286] ; [9.10714286 7.89285714],0
n6,1,0.954001,0.003327,[7 4] ; [11  6],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
n5,1,0.954001,0.003327,[7 4] ; [11  6],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
p2,1,0.971216,0.001302,[9 2] ; [14  3],[9.03571429 1.96428571] ; [13.96428571  3.03571429],0
