Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,134.296068,[ 54 186] ; [290 128],[125.47112462 114.52887538] ; [218.52887538 199.47112462],1
p8,1,0.0,63.04983,[ 82 151] ; [280 135],[130.16358025 102.83641975] ; [231.83641975 183.16358025],1
p6,1,0.0,61.945148,[ 46 191] ; [210 204],[ 93.19815668 143.80184332] ; [162.80184332 251.19815668],1
p2,1,0.0,44.457128,[173  67] ; [383  35],[202.79635258  37.20364742] ; [353.20364742  64.79635258],1
p7,1,0.0,37.546558,[115 113] ; [308 106],[150.22429907  77.77570093] ; [272.77570093 141.22429907],1
p5,1,0.0,27.802849,[ 10 229] ; [ 78 337],[ 32.15902141 206.84097859] ; [ 55.84097859 359.15902141],1
s7,1,2e-06,22.533544,[ 96 137] ; [240 155],[124.66242038 108.33757962] ; [211.33757962 183.66242038],1
d1,1,9e-06,19.613198,[117 124] ; [277 142],[143.86969697  97.13030303] ; [250.13030303 168.86969697],1
v1,1,2.3e-05,17.929759,[111 123] ; [264 145],[136.46967341  97.53032659] ; [238.53032659 170.46967341],1
s6,1,3.8e-05,16.964972,[144  94] ; [311  99],[167.11419753  70.88580247] ; [287.88580247 122.11419753],1
p10,1,3.8e-05,16.947988,[183  55] ; [371  46],[201.30076336  36.69923664] ; [352.69923664  64.30076336],1
s8,1,7.4e-05,15.713379,[ 89 151] ; [221 195],[113.41463415 126.58536585] ; [196.58536585 219.41463415],1
r4,1,9.9e-05,15.156713,[210  31] ; [400  19],[222.74242424  18.25757576] ; [387.25757576  31.74242424],1
p9,1,0.000105,15.048682,[187  45] ; [381  37],[202.73230769  29.26769231] ; [365.26769231  52.73230769],1
d5,1,0.000214,13.707862,[179  61] ; [360  58],[196.59574468  43.40425532] ; [342.40425532  75.59574468],1
d3,1,0.000523,12.03159,[142  97] ; [304 115],[161.99696049  77.00303951] ; [284.00303951 134.99696049],1
n6,1,0.001002,10.82376,[206  35] ; [390  28],[217.96054628  23.03945372] ; [378.03945372  39.96054628],0
s5,1,0.001022,10.788046,[ 63 170] ; [161 242],[ 82.06289308 150.93710692] ; [141.93710692 261.06289308],0
s2,1,0.001226,10.450806,[107 131] ; [241 174],[126.83614089 111.16385911] ; [221.16385911 193.83614089],0
p11,1,0.00129,10.356208,[181  60] ; [357  62],[196.45151515  44.54848485] ; [341.54848485  77.45151515],0
n4,1,0.002568,9.091652,[200  41] ; [380  38],[212.10925645  28.89074355] ; [367.89074355  50.10925645],0
d4,1,0.002685,9.00993,[179  60] ; [353  65],[193.5281583  45.4718417] ; [338.4718417  79.5281583],0
u1,1,0.004964,7.892495,[ 33 208] ; [ 95 324],[ 46.73939394 194.26060606] ; [ 81.26060606 337.73939394],0
r1,1,0.007439,7.163725,[183  56] ; [355  63],[195.7108067  43.2891933] ; [342.2891933  75.7108067],0
a5,1,0.008273,6.973428,[167  74] ; [329  90],[181.11515152  59.88484848] ; [314.88484848 104.11515152],0
r3,1,0.013886,6.052617,[219  20] ; [402  16],[225.90410959  13.09589041] ; [395.09589041  22.90410959],0
d2,1,0.016776,5.719701,[105 133] ; [225 193],[119.72560976 118.27439024] ; [210.27439024 207.72560976],0
a7,1,0.019372,5.467598,[158  82] ; [311 107],[171.06382979  68.93617021] ; [297.93617021 120.06382979],0
v3,1,0.022868,5.178533,[ 87 148] ; [186 216],[100.71428571 134.28571429] ; [172.28571429 229.71428571],0
a4,1,0.035307,4.430261,[101 139] ; [211 206],[113.97260274 126.02739726] ; [198.02739726 218.97260274],0
p12,1,0.043964,4.057938,[ 14 224] ; [ 44 374],[ 21.04268293 216.95731707] ; [ 36.95731707 381.04268293],0
v2,1,0.059451,3.552624,[116 109] ; [242 166],[127.25118483  97.74881517] ; [230.74881517 177.25118483],0
s3,1,0.063465,3.444439,[126 111] ; [251 163],[137.24884793  99.75115207] ; [239.75115207 174.24884793],0
p1,1,0.078702,3.091499,[ 15 225] ; [ 43 375],[ 21.1550152 218.8449848] ; [ 36.8449848 381.1550152],0
a3,1,0.086654,2.935464,[166  73] ; [316 102],[175.33942161  63.66057839] ; [306.66057839 111.33942161],0
b5,1,0.094982,2.787839,[154  87] ; [240 179],[143.86969697  97.13030303] ; [250.13030303 168.86969697],0
u4,1,0.155474,2.017701,[  4 237] ; [ 15 404],[  6.93787879 234.06212121] ; [ 12.06212121 406.93787879],0
a2,1,0.190829,1.711203,[ 55 186] ; [115 304],[ 62.07575758 178.92424242] ; [107.92424242 311.07575758],0
u2,1,0.245334,1.349679,[37 37] ; [60 42],[40.78409091 33.21590909] ; [56.21590909 45.78409091],0
u3,1,0.256556,1.287248,[38 37] ; [61 42],[41.71348315 33.28651685] ; [57.28651685 45.71348315],0
n1,1,0.297679,1.084565,[29 45] ; [33 36],[32.08391608 41.91608392] ; [29.91608392 39.08391608],0
s4,1,0.320187,0.988182,[ 35 203] ; [ 73 339],[ 39.54461538 198.45538462] ; [ 68.45538462 343.54461538],0
b3,1,0.323671,0.974054,[50 86] ; [113 157],[54.60098522 81.39901478] ; [108.39901478 161.60098522],0
b2,1,0.323671,0.974054,[50 86] ; [113 157],[54.60098522 81.39901478] ; [108.39901478 161.60098522],0
r2,1,0.386584,0.749658,[228  12] ; [401  15],[230.12195122   9.87804878] ; [398.87804878  17.12195122],0
a8,1,0.450797,0.568646,[ 37 188] ; [ 53 321],[ 33.80634391 191.19365609] ; [ 56.19365609 317.80634391],0
a6,1,0.505646,0.443066,[160  79] ; [291 128],[163.81306991  75.18693009] ; [287.18693009 131.81306991],0
a1,1,0.525969,0.402173,[ 10 231] ; [ 22 397],[ 11.68484848 229.31515152] ; [ 20.31515152 398.68484848],0
s1,1,0.724177,0.124525,[  8 227] ; [ 12 401],[  7.25308642 227.74691358] ; [ 12.74691358 400.25308642],0
n2,1,0.800469,0.063877,[61 15] ; [55 15],[60.38356164 15.61643836] ; [55.61643836 14.38356164],0
n3,1,0.895843,0.017138,[54 21] ; [49 20],[53.64583333 21.35416667] ; [49.35416667 19.64583333],0
b1,1,0.959839,0.002536,[ 95 146] ; [166 253],[ 95.30454545 145.69545455] ; [165.69545455 253.30454545],0
b4,1,0.996444,2e-05,[138 103] ; [240 179],[138.02727273 102.97272727] ; [239.97272727 179.02727273],0
