Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.351128,[47  7] ; [21 28],[35.65048544 18.34951456] ; [32.34951456 16.65048544],1
p11,1,0.004237,8.179298,[48  7] ; [31 18],[41.77884615 13.22115385] ; [37.22115385 11.77884615],0
s6,1,0.004308,8.149222,[40 13] ; [23 25],[33.05940594 19.94059406] ; [29.94059406 18.05940594],0
p10,1,0.010542,6.540927,[46  8] ; [31 18],[40.36893204 13.63106796] ; [36.63106796 12.36893204],0
a4,1,0.012885,6.184798,[14 41] ; [24 25],[20.09615385 34.90384615] ; [17.90384615 31.09615385],0
p6,1,0.019239,5.479672,[31 24] ; [16 32],[25.09708738 29.90291262] ; [21.90291262 26.09708738],0
a3,1,0.03256,4.568782,[28 27] ; [35 14],[33.31730769 21.68269231] ; [29.68269231 19.31730769],0
b1,1,0.04814,3.905098,[23 32] ; [30 19],[28.02884615 26.97115385] ; [24.97115385 24.02884615],0
a2,1,0.07193,3.238427,[ 3 52] ; [ 8 41],[ 5.81730769 49.18269231] ; [ 5.18269231 43.81730769],0
u2,1,0.097078,2.752899,[17 10] ; [5 9],[14.48780488 12.51219512] ; [7.51219512 6.48780488],0
p5,1,0.119964,2.417792,[12 43] ; [ 5 43],[ 9.0776699 45.9223301] ; [ 7.9223301 40.0776699],0
u1,1,0.131084,2.279615,[ 1 54] ; [ 4 45],[ 2.64423077 52.35576923] ; [ 2.35576923 46.64423077],0
p3,1,0.141312,2.163612,[38 17] ; [27 22],[34.375 20.625] ; [30.625 18.375],0
n5,1,0.15988,1.975357,[42 12] ; [32 17],[38.7961165 15.2038835] ; [35.2038835 13.7961165],0
n1,1,0.190932,1.710408,[6 9] ; [9 5],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
b3,1,0.194233,1.685212,[ 9 26] ; [13 19],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
b2,1,0.194233,1.685212,[ 9 26] ; [13 19],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
s4,1,0.197689,1.659369,[12 43] ; [ 6 43],[ 9.51923077 45.48076923] ; [ 8.48076923 40.51923077],0
d2,1,0.206562,1.59536,[17 38] ; [21 28],[20.09615385 34.90384615] ; [17.90384615 31.09615385],0
v1,1,0.227178,1.458444,[30 25] ; [20 27],[26.96078431 28.03921569] ; [23.03921569 23.96078431],0
s8,1,0.264256,1.24632,[25 30] ; [17 32],[22.21153846 32.78846154] ; [19.78846154 29.21153846],0
v3,1,0.271703,1.208129,[17 38] ; [10 37],[14.55882353 40.44117647] ; [12.44117647 34.55882353],0
v4,1,0.280753,1.163442,[49  5] ; [41  8],[47.18446602  6.81553398] ; [42.81553398  6.18446602],0
p1,1,0.308802,1.035791,[ 5 50] ; [ 2 47],[ 3.70192308 51.29807692] ; [ 3.29807692 45.70192308],0
n6,1,0.318471,0.995216,[46  8] ; [38 11],[44.03883495  9.96116505] ; [39.96116505  9.03883495],0
a6,1,0.367388,0.812479,[30 25] ; [31 18],[32.25961538 22.74038462] ; [28.74038462 20.25961538],0
v2,1,0.380656,0.768581,[27 28] ; [19 28],[24.80392157 30.19607843] ; [21.19607843 25.80392157],0
a1,1,0.386134,0.751083,[ 6 49] ; [ 3 46],[ 4.75961538 50.24038462] ; [ 4.24038462 44.75961538],0
n2,1,0.408961,0.681818,[10  5] ; [12  3],[11.  4.] ; [11.  4.],0
p9,1,0.431863,0.617807,[46  9] ; [38 11],[44.42307692 10.57692308] ; [39.57692308  9.42307692],0
d5,1,0.46618,0.531016,[38 17] ; [37 12],[39.66346154 15.33653846] ; [35.33653846 13.66346154],0
s5,1,0.47465,0.511131,[17 35] ; [12 34],[15.3877551 36.6122449] ; [13.6122449 32.3877551],0
u3,1,0.507335,0.43956,[14 12] ; [6 8],[13. 13.] ; [7. 7.],0
p2,1,0.566367,0.3288,[47  8] ; [39  9],[45.9223301  9.0776699] ; [40.0776699  7.9223301],0
d4,1,0.566638,0.32834,[42 13] ; [35 14],[40.72115385 14.27884615] ; [36.27884615 12.72115385],0
d1,1,0.585332,0.297694,[24 31] ; [24 25],[25.38461538 29.61538462] ; [22.61538462 26.38461538],0
b4,1,0.599697,0.275453,[32 23] ; [26 23],[30.67307692 24.32692308] ; [27.32692308 21.67307692],0
a7,1,0.613789,0.254694,[33 22] ; [27 22],[31.73076923 23.26923077] ; [28.26923077 20.73076923],0
s3,1,0.618443,0.248062,[28 26] ; [23 26],[26.73786408 27.26213592] ; [24.26213592 24.73786408],0
r4,1,0.654748,0.199966,[36 19] ; [30 19],[34.90384615 20.09615385] ; [31.09615385 17.90384615],0
s2,1,0.685996,0.163454,[27 28] ; [26 23],[28.02884615 26.97115385] ; [24.97115385 24.02884615],0
n3,1,0.690328,0.15873,[10  5] ; [11  4],[10.5  4.5] ; [10.5  4.5],0
a8,1,0.710537,0.137741,[ 6 49] ; [ 6 39],[ 6.6 48.4] ; [ 5.4 39.6],0
s7,1,0.720525,0.127991,[25 27] ; [20 25],[24.12371134 27.87628866] ; [20.87628866 24.12371134],0
r3,1,0.73151,0.11773,[47  8] ; [43  6],[47.59615385  7.40384615] ; [42.40384615  6.59615385],0
b5,1,0.732603,0.116735,[33 22] ; [31 18],[33.84615385 21.15384615] ; [30.15384615 18.84615385],0
s1,1,0.743902,0.106727,[ 3 52] ; [ 2 47],[ 2.64423077 52.35576923] ; [ 2.35576923 46.64423077],0
d3,1,0.752254,0.099646,[32 23] ; [30 19],[32.78846154 22.21153846] ; [29.21153846 19.78846154],0
a5,1,0.783753,0.075312,[34 21] ; [29 20],[33.31730769 21.68269231] ; [29.68269231 19.31730769],0
r2,1,0.792651,0.0691,[42 11] ; [37 11],[41.45544554 11.54455446] ; [37.54455446 10.45544554],0
n4,1,0.973881,0.001072,[38 17] ; [34 15],[38.07692308 16.92307692] ; [33.92307692 15.07692308],0
